receiver,receiver_status,projectname,projectcode,projectmember,drop_dead_date,download_date_time,deploy_date_time,recover_date_time,bottom_depth,riser_length,instrument_depth,check_complete_time,sync_date_time,voltage_at_deploy,ar_confirm,data_downloaded,voltage_at_download,time_drift,comments,id_pk,receiver_fk,location_name,location_manager,location_description,deploy_lat,deploy_long,recover_lat,recover_long,station_name,intended_lat,intended_long,date_created,date_modified,battery_install_date,ar_battery_install_date,distance_to_mouth,source,transmit_profile,transmit_power_output,log_temperature_stats_period,log_temperature_sample_period,log_tilt_sample_period,log_noise_stats_period,log_noise_sample_period,log_depth_stats_period,log_depth_sample_period,project_fk,mooring_type,deployment_type,activation_datetime,valid_data_until_datetime
VR2W-120878,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_120878_20170215_1.csv,,,,2223,1099,7 Q 15,,Linkeroever afwaarts van de Springergeul,51.386465,3.7080085,51.38647,3.70801,ws-15,51.386465,3.7080085,2016-09-23T11:09:46Z,2017-02-15T19:23:58Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-113523,Available,Leopoldkanaal,leopold,1,,2014-10-29T00:00:00Z,2012-07-01T00:00:00Z,2014-10-29T00:00:00Z,,,,,,,,,,,", has_weight:, is_moored:, deploy_number:1",1649,1228,Braakman 3,"","",51.3223102,3.7290976,,,bh-34,,,2016-01-22T10:59:28Z,2016-01-22T10:59:28Z,,,,source excel inbo,,,,,,,,,,4,,acoustic_telemetry,,
VR2W-120882,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_120882_20170215_1.csv,,,,2224,1064,9 ISO 4s 4,,Centraal in de Schelde,51.3970414,3.7153436,51.39704,3.71534,ws-4,51.3970414,3.7153436,2016-09-23T11:09:46Z,2017-02-15T19:24:05Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-120883,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_120883_20170215_1.csv,,,,2225,1027,8 ISO 8s 6,,Centraal in de Schelde,51.3913098,3.7161726,51.39131,3.71617,ws-6,51.3913098,3.7161726,2016-09-23T11:09:47Z,2017-02-15T19:24:11Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-120884,Active,Westerschelde 2,ws2,1,2016-07-30T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_120884_20170215_1.csv,,,,2226,1067,3 A5,"",Ankerzone Springergeul,51.3584544,3.7454284,51.35845,3.74542,ws-A5,,,2016-09-23T11:09:47Z,2017-02-15T19:24:17Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-120885,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_120885_20170215_1.csv,,,,2227,1199,1 PPB,5,Paulinapolder,51.353339,3.7522275,,,ws-PPB,51.353339,3.7522275,2016-09-23T11:09:48Z,2017-02-15T19:24:23Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-120886,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_120886_20170215_1.csv,,,,2228,1066,6 VQ 15 A,,Ingang Springergeul,51.3805457,3.717259,51.38055,3.71726,ws-15A,51.3805457,3.717259,2016-09-23T11:09:48Z,2017-02-15T19:24:23Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-122329,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_122329_20170215_1.csv,,,,2230,1233,Q2C,,Rechteroever in de Schelde,51.4169613,3.7188079,51.41696,3.71881,ws-2C,51.4169613,3.7188079,2016-09-23T11:09:49Z,2017-02-15T19:24:34Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-122343,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_122343_20170215_1.csv,,,,2231,1083,A1,,,51.372499500000004,3.7229828,51.37256,3.7212,ws-A1,51.372499500000004,3.7229828,2016-09-23T11:09:50Z,2017-02-15T19:24:41Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-122346,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_122346_20170215_1.csv,,,,2232,1142,Iso 4s 16,,Pas van Terneuzen,51.3544901,3.795027,51.35449,3.79503,ws-16,51.3544901,3.795027,2016-09-23T11:09:51Z,2017-02-15T19:24:47Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-124071,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T00:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_124071_20170215_1.csv,,,,2233,1192,Boei Iso 8s 12A,,Pas van Terneuzen,51.3648799,3.765539,51.36488,3.76554,ws-12A,51.3648799,3.765539,2016-09-23T11:09:52Z,2017-02-15T19:24:55Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-129710,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-15T00:00:00Z,2016-09-22T12:00:00Z,2017-02-15T00:00:00Z,,,,,,,,VR2W_129710_20170215_1.csv,,,,2236,1293,4 A3,,,51.3655375,3.734487,,,ws-A3,51.3655375,3.734487,2016-09-23T11:33:59Z,2017-02-15T19:25:09Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-112298,Lost,Bovenschelde,bovenschelde,1,,2012-01-25T00:00:00Z,2012-01-06T00:00:00Z,2012-01-25T00:00:00Z,,,,,,,,VR2W_112298_20120125_1.csv,,,,2328,1095,Bovenschelde - Stroomop Complex Asper,,,50.9147525749,3.6729188962,,,soAsp,,,2016-10-17T22:03:19Z,2016-10-17T22:03:21Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-112298,Lost,Bovenschelde,bovenschelde,1,,2012-02-06T00:00:00Z,2012-01-25T00:00:00Z,2012-02-06T00:00:00Z,,,,,,,,VR2W_112298_20120206_1.csv,,,,2329,1095,Bovenschelde - Stroomop Complex Asper,,,50.9147525749,3.6729188962,,,soAsp,,,2016-10-17T22:03:21Z,2016-10-17T22:03:23Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-112298,Lost,Bovenschelde,bovenschelde,1,,2012-02-29T00:00:00Z,2012-02-06T00:00:00Z,2012-02-29T00:00:00Z,,,,,,,,VR2W_112298_20120229_1.csv,,,,2330,1095,Bovenschelde - Stroomop Complex Asper,,,50.9147525749,3.6729188962,,,soAsp,,,2016-10-17T22:03:23Z,2016-10-17T22:03:23Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-122352,Lost,Albertkanaal,albert,1,2016-09-29T00:00:00Z,2015-05-11T00:00:00Z,2015-01-15T00:00:00Z,2015-05-11T00:00:00Z,,,,,,,,VR2W_122352_20150511_1.csv,,,,2463,1091,Uitzet SO 1,,brug Eigenbilzen; adres: Hoefaertweg Bilzen,50.8887819,5.5749605,,,ak-21,,,2016-11-10T15:12:13Z,2016-11-10T15:13:23Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-112298,Lost,Bovenschelde,bovenschelde,1,,2012-07-29T00:00:00Z,2012-02-29T00:00:00Z,2012-06-30T00:00:00Z,,,,,,,,VR2W_112298_20120729_1.csv,,,,2331,1095,Bovenschelde - Stroomop Complex Asper,,,50.9147525749,3.6729188962,,,soAsp,,,2016-10-17T22:03:23Z,2016-10-17T22:05:23Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2-5936,Returned to manufacturer,Bovenschelde,bovenschelde,1,,2012-03-01T00:00:00Z,2012-02-06T00:00:00Z,2012-03-01T00:00:00Z,,,,,,,,VR2_5936_20120301_1.csv,,,,2350,1094,Bovenschelde - Stuwgeul Kerkhove,,,50.7917709035,3.4967429036,,,stgKer,,,2016-10-18T12:20:28Z,2016-10-18T12:20:51Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2-5936,Returned to manufacturer,Bovenschelde,bovenschelde,1,,2012-09-03T00:00:00Z,2012-03-01T00:00:00Z,2012-09-03T00:00:00Z,,,,,,,,VR2_5936_20120903_1.csv,,,,2351,1094,Bovenschelde - Stuwgeul Kerkhove,,,50.7917709035,3.4967429036,,,stgKer,,,2016-10-18T12:20:51Z,2016-10-18T12:21:23Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-122352,Lost,Albertkanaal,albert,1,2016-09-29T00:00:00Z,2015-08-03T00:00:00Z,2015-05-11T00:00:00Z,2015-08-03T00:00:00Z,,,,,,,,VR2W_122352_20150803_1.csv,,,,2464,1091,Uitzet SO 1,,brug Eigenbilzen; adres: Hoefaertweg Bilzen,50.8887819,5.5749605,,,ak-21,,,2016-11-10T15:13:23Z,2016-11-10T15:14:29Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122352,Lost,Albertkanaal,albert,1,2016-09-29T00:00:00Z,2015-09-28T00:00:00Z,2015-08-03T00:00:00Z,2015-09-28T00:00:00Z,,,,,,,,VR2W_122352_20150928_1.csv,,,,2465,1091,Uitzet SO 1,,brug Eigenbilzen; adres: Hoefaertweg Bilzen,50.8887819,5.5749605,,,ak-21,,,2016-11-10T15:14:29Z,2016-11-10T15:14:39Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122352,Lost,Albertkanaal,albert,1,2016-09-29T00:00:00Z,2016-02-12T00:00:00Z,2015-09-28T00:00:00Z,2016-02-12T00:00:00Z,,,,,,,,VR2W_122352_20160212_1.csv,,,,2466,1091,Uitzet SO 1,,brug Eigenbilzen; adres: Hoefaertweg Bilzen,50.8887819,5.5749605,,,ak-21,,,2016-11-10T15:14:39Z,2016-11-10T15:15:17Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122352,Lost,Albertkanaal,albert,1,2016-09-29T00:00:00Z,,2016-02-12T00:00:00Z,2016-10-10T00:00:00Z,,,,,,,,,,,okt 2016 receiver verdwenen,2467,1091,Uitzet SO 1,,brug Eigenbilzen; adres: Hoefaertweg Bilzen,50.8887819,5.5749605,,,ak-21,,,2016-11-10T15:15:17Z,2016-11-10T15:17:23Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-112298,Lost,Bovenschelde,bovenschelde,1,,2012-01-06T00:00:00Z,2012-01-04T10:01:00Z,2012-01-06T00:00:00Z,,,,,,,,VR2W_112298_20120106_1.csv,,,,2327,1095,Bovenschelde - Stroomop Complex Asper,,,50.9147525749,3.6729188962,,,soAsp,,,2016-10-17T22:03:01Z,2017-10-18T08:33:48Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-129709,Available,BPNS,bpns,0,2018-01-24T23:00:00Z,2017-03-10T00:00:00Z,2016-10-25T14:00:00Z,2017-03-10T00:00:00Z,,,,,,,,VR2W_129709_20170310_1.csv,,,,2419,1292,bpns-BelwindReefballs,,Reefballs of Belwind,51.70442,2.81259,51.36216,2.96833,bpns-BelwindReefballs,51.70442,2.81259,2016-10-26T12:37:03Z,2017-03-13T12:24:59Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-122356,Lost,Albertkanaal,albert,1,,,2013-10-10T00:00:00Z,2014-10-23T00:00:00Z,,,,,,,,,,,"verdwenen, vervangen dr 115436, has_weight:, is_moored:, deploy_number:1",1638,1090,Olen SA,"","",51.1601262,4.8561323,,,ak-37,,,2016-01-22T10:59:28Z,2016-01-22T10:59:28Z,,,,source excel inbo,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-113529,Active,Bovenschelde,bovenschelde,1,,2012-01-26T00:00:00Z,2012-01-04T00:00:00Z,2012-01-26T00:00:00Z,,,,,,,,VR2W_113529_20120126_1.csv,,,,2333,1244,Bovenschelde - Kop Sluismuur Oudenaarde,,,50.8511221308,3.6198810795,,,sIOud,,,2016-10-17T22:08:27Z,2016-10-17T22:08:27Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-123820,Active,Westerschelde 1,ws1,0,2016-12-09T00:00:00Z,2015-01-22T00:00:00Z,2014-05-22T00:00:00Z,2015-01-22T00:00:00Z,,,,,,,,VR2W_123820_20150122_1.csv,,,", has_weight:TRUE, is_moored:TRUE, deploy_number:1",2149,1172,DL-7,5,,51.471342,3.475013,,,ws-DL7,51.471342,3.475013,2016-07-19T15:16:59Z,2016-07-19T15:18:50Z,,,,,,,,,,,,,,613,,acoustic_telemetry,,
VR2W-113529,Active,Bovenschelde,bovenschelde,1,,2012-02-29T00:00:00Z,2012-01-26T00:00:00Z,2012-02-29T00:00:00Z,,,,,,,,VR2W_113529_20120229_1.csv,,,,2334,1244,Bovenschelde - Kop Sluismuur Oudenaarde,,,50.8511221308,3.6198810795,,,sIOud,,,2016-10-17T22:08:27Z,2016-10-17T22:08:27Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-113529,Active,Bovenschelde,bovenschelde,1,,2012-07-29T00:00:00Z,2012-02-29T00:00:00Z,2012-07-29T00:00:00Z,,,,,,,,VR2W_113529_20120729_1.csv,,,,2335,1244,Bovenschelde - Kop Sluismuur Oudenaarde,,,50.8511221308,3.6198810795,,,sIOud,,,2016-10-17T22:08:27Z,2016-10-17T22:08:27Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-113522,Available,Bovenschelde,bovenschelde,1,,2012-02-28T00:00:00Z,2011-01-01T00:00:00Z,2012-02-28T00:00:00Z,,,,,,,,VR2W_113522_20120228_1.csv,,,,2353,1022,Westervak Ringvaart - Stroomop v d 2 Leiemondingen (Watersportbaan),,,51.0535097979,3.671468111,,,RingvWn,,,2016-10-18T12:25:36Z,2016-10-18T12:26:12Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-122330,Available,Albertkanaal,albert,1,2016-09-29T00:00:00Z,2016-10-10T00:00:00Z,2016-01-07T00:00:00Z,2016-10-10T00:00:00Z,,,,,,,,VR2W_122330_20161010_1.csv,,,,1747,1034,SA Hasselt,"",beugel tussen overgang rechte naar schuine oever; adres: sasstraat Hasselt ,50.9406792,5.3643243,,,ak-27,,,2016-01-28T11:30:56Z,2016-11-10T12:34:10Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-112287,Active,Zeeschelde,zeeschelde,1,2018-01-11T14:00:00Z,2017-04-03T00:00:00Z,2016-11-25T00:00:00Z,2017-04-03T00:00:00Z,,,,,,,,VR2W_112287_20170403_1.csv,,,,2471,1209,Gontrode,,"Gontrode Heirweg 4 Melle, onder de brug",51.00588,3.77876,51.00588,3.77876,s-2,51.00588,3.77876,2016-11-25T12:26:21Z,2017-04-03T13:29:44Z,,,,,,,,,,,,,,5,,acoustic_telemetry,,
VR2W-129570,Active,BPNS,bpns,0,2018-02-17T00:00:00Z,2017-04-06T00:00:00Z,2016-11-17T10:00:00Z,2017-04-06T00:00:00Z,,,,,,,,VR2W_129570_20170406_1.csv,,,,2468,1306,Nieuwpoortbank,,,51.1695,2.6015,,,bpns-nieuwpoortbank,,,2016-11-18T11:14:11Z,2017-04-06T13:26:11Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-123827,Broken,BPNS,bpns,0,2017-11-19T00:00:00Z,2017-03-10T00:00:00Z,2016-11-29T00:00:00Z,2017-03-10T00:00:00Z,,,,,,,,VR2W_123827_20170310_1.csv,,,,2476,1183,WENDUINE BANK W,1,,51.287167,2.879166667,,,bpns-WENDUINEBANKW,51.287167,2.879166667,2016-11-30T09:00:46Z,2017-03-13T12:19:09Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-110779,Active,BPNS,bpns,0,2018-02-28T00:00:00Z,2017-03-10T00:00:00Z,2016-11-29T00:00:00Z,2017-03-10T00:00:00Z,,,,,,,,VR2W_110779_20170310_1.csv,,,,2474,773,VG2,,,51.4325,2.802,,,bpns-VG2,51.4325,2.802,2016-11-30T08:57:32Z,2017-03-13T12:19:09Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-115428,Available,BPNS,bpns,0,2018-02-28T00:00:00Z,2017-03-10T00:00:00Z,2016-11-29T00:00:00Z,2017-03-10T00:00:00Z,,,,,,,,VR2W_115428_20170310_1.csv,,,,2475,1157,O 6 OOSTENDE,,,51.239667,2.9215,,,bpns-O6,,,2016-11-30T09:00:38Z,2019-04-26T10:45:15Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-127724,Available,Albertkanaal,albert,1,2017-10-11T00:00:00Z,2017-06-19T00:00:00Z,2016-10-11T00:00:00Z,2017-06-19T00:00:00Z,,,,,,,,VR2W_127724_20170619_1.csv,,,,2449,1168,HH5,8,Genenbosstraat Lummen RO SA van de brug,51.016368,5.233414,,,HH5,,,2016-11-10T13:16:46Z,2017-09-29T11:02:16Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-106251,Broken,BPNS,bpns,0,2018-02-28T00:00:00Z,2017-02-28T00:00:00Z,2016-11-29T00:00:00Z,2017-02-28T00:00:00Z,,,,,,,,VR2W_106251_20170228_1.csv,,,,2472,769,OOST – DYCK,,,51.356333,2.518666667,,,bpns-OOSTDYCK,51.356333,2.518666667,2016-11-30T08:57:31Z,2017-02-28T12:07:12Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-127722,Active,Albertkanaal,albert,1,2017-10-11T00:00:00Z,2017-06-19T00:00:00Z,2016-10-11T00:00:00Z,2017-06-19T00:00:00Z,,,,,,,,VR2W_127722_20170619_1.csv,,,,2448,1085,HH2,8,"St Amandusstraat (Hasselt), LO thv bord jaagpad, SO waar de parallelweg afbuigt",50.965597,5.287241,,,HH2,50.965597,5.287241,2016-11-10T13:16:40Z,2017-09-29T11:13:48Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-113521,Lost,Bovenschelde,bovenschelde,1,,2012-01-26T00:00:00Z,2012-01-04T00:00:00Z,2012-01-26T00:00:00Z,,,,,,,,VR2W_113521_20120126_1.csv,,,,2337,1059,Bovenschelde - Stuwgeul Oudenaarde,,,50.8523582135,3.6223679151,,,stgOud,,,2016-10-17T22:16:39Z,2016-10-17T22:16:40Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-113521,Lost,Bovenschelde,bovenschelde,1,,2012-02-29T00:00:00Z,2012-01-26T00:00:00Z,2012-02-29T00:00:00Z,,,,,,,,VR2W_113521_20120229_1.csv,,,,2338,1059,Bovenschelde - Stuwgeul Oudenaarde,,,50.8523582135,3.6223679151,,,stgOud,,,2016-10-17T22:16:40Z,2016-10-17T22:16:43Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-113521,Lost,Bovenschelde,bovenschelde,1,,2012-07-29T00:00:00Z,2012-02-29T00:00:00Z,2012-06-30T00:00:00Z,,,,,,,,VR2W_113521_20120729_1.csv,,,,2339,1059,Bovenschelde - Stuwgeul Oudenaarde,,,50.8523582135,3.6223679151,,,stgOud,,,2016-10-17T22:16:43Z,2016-10-17T22:19:16Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-113522,Available,Bovenschelde,bovenschelde,1,,2012-07-29T00:00:00Z,2012-02-28T00:00:00Z,2012-06-30T00:00:00Z,,,,,,,,VR2W_113522_20120729_1.csv,,,,2354,1022,Westervak Ringvaart - Stroomop v d 2 Leiemondingen (Watersportbaan),,,51.0535097979,3.671468111,,,RingvWn,,,2016-10-18T12:26:12Z,2016-10-18T12:27:30Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-124078,Active,Maas,maas,1,2016-06-09T00:00:00Z,2016-12-12T00:00:00Z,2016-01-11T00:00:00Z,2016-12-12T00:00:00Z,,,,,,,,VR2W_124078_20161212_1.csv,,,,1814,1234,ma-1,,"RO stroomop stuw Borgharen (aan boompje)
Borgharenweg 30, Maastricht",50.863936,5.699716,,,ma-1,50.863936,5.699716,2016-01-28T12:03:56Z,2016-12-14T08:24:17Z,,,,,,,,,,,,,,13,,acoustic_telemetry,,
VR2W-110778,Active,BPNS,bpns,0,2017-05-13T00:00:00Z,2017-04-04T00:00:00Z,2016-11-29T00:00:00Z,2017-04-04T00:00:00Z,,,,,,,,VR2W_110778_20170404_1.csv,,,,2473,772,KB-2,,,51.350667,2.703666667,,,bpns-KB2,51.350667,2.703666667,2016-11-30T08:57:32Z,2017-04-07T07:22:40Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-122330,Available,Albertkanaal,albert,1,2017-10-10T00:00:00Z,2017-06-12T00:00:00Z,2016-10-10T00:00:00Z,2017-06-12T00:00:00Z,,,,,,,,VR2W_122330_20170612_1.csv,,,,2438,1034,SA Hasselt,,beugel tussen overgang rechte naar schuine oever; adres: sasstraat Hasselt,50.9406792,5.3643243,,,ak-27,,,2016-11-10T12:34:10Z,2017-06-20T10:05:51Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127720,Active,Albertkanaal,albert,1,2017-10-11T00:00:00Z,2017-06-23T00:00:00Z,2016-10-11T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_127720_20170623_1.csv,,,,2447,1200,HH9,8,SO brug zandstraat/bergstraat  Ham; RO aan groen bord,51.092742,5.137916,,,HH9,,,2016-11-10T13:15:06Z,2017-09-29T11:23:52Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-115434,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2017-02-14T00:00:00Z,2016-09-22T00:00:00Z,2017-02-14T00:00:00Z,,,,,,,,VR2W_115434_20170214_1.csv,,,,2217,1129,21 Iso 4s 23,,Linkeroever afwaarts Braakmanhaven,51.3552573,3.7609896,51.35525,3.76098,ws-23,51.3552573,3.7609896,2016-09-23T11:09:41Z,2017-02-14T20:23:22Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-127032,Available,Albertkanaal,albert,1,2017-08-04T00:00:00Z,2017-10-31T00:00:00Z,2017-06-23T00:00:00Z,2017-10-31T00:00:00Z,,,,,,,,VR2W_127032_20171031_1.csv,,,,3017,1140,S12,,VPS netwerk Ham,51.096669,5.111477,,,S12,51.096669,5.111477,2017-09-29T10:23:46Z,2017-11-08T13:59:25Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-113525,Available,Albertkanaal,albert,1,2017-10-14T00:00:00Z,2017-06-23T00:00:00Z,2016-10-14T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_113525_20170623_1.csv,,,,2433,1206,Kanaal Dessel - Herentals,,"einde steiger SO laatste sluiscomplex, onder laatste rooster adres: Herenthoutseweg 110; Herentals",51.168795,4.835036,,,ak-38,,,2016-11-10T12:28:21Z,2017-07-04T09:20:58Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-113529,Active,Albertkanaal,albert,1,2017-12-16T00:00:00Z,2017-06-27T00:00:00Z,2016-12-16T00:00:00Z,2017-06-27T00:00:00Z,,,,,,,,VR2W_113529_20170627_1.csv,,,Nieuwe receiver ter vervangen van 126198 op 16/12/16,2487,1244,Zandvlietsluis Albertkanaal,,"Heeft een nieuwe locatie gekregen, op rechteroever deze keer, te bereiken via jaagpad Schelde-Rijnkanaal.",51.34458,4.30243,,,zandvlietsluis haven B,,,2016-12-14T12:56:20Z,2017-07-04T09:21:05Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-115436,Active,Albertkanaal,albert,1,2017-10-14T00:00:00Z,2017-06-23T00:00:00Z,2016-10-14T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_115436_20170623_1.csv,,,,2434,1106,Olen SA,,"LO; 1 km na sluis, 100m voor brug aan trap; adres: sluizenweg Olen",51.159335,4.85635,0,0,ak-36,,,2016-11-10T12:28:21Z,2017-07-04T09:21:15Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-115439,Active,Albertkanaal,albert,1,2017-10-11T00:00:00Z,2017-06-19T00:00:00Z,2016-10-11T00:00:00Z,2017-06-19T00:00:00Z,,,,,,,,VR2W_115439_20170619_2.csv,,,,2435,1202,HH1,,"Slachthuiskaai, Hasselt",50.941845,5.334551,,,HH1,50.941845,5.334551,2016-11-10T12:28:35Z,2017-07-04T09:23:58Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122321,Available,Albertkanaal,albert,1,2018-01-11T01:30:00Z,2017-06-21T00:00:00Z,2017-01-16T00:00:00Z,2017-06-21T00:00:00Z,,,,,,,,VR2W_122321_20170621_1.csv,,,,2502,1222,duwvaartsluis Ham,,sluis ham duwvaart,51.098211,5.108959,,,ak-32,,,2017-01-18T11:20:49Z,2017-07-04T09:26:47Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122333,Available,Albertkanaal,albert,1,2017-10-14T00:00:00Z,2017-06-23T00:00:00Z,2016-10-14T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_122333_20170623_1.csv,,,,2439,1042,HH10,,kanaal dessel kwaadmechelen ;waterhoek (olmensebaan 126; Balen) ; net SA burg LO,51.154979,5.147086,,,HH10,,,2016-11-10T12:34:17Z,2017-07-04T09:29:59Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122349,Available,Albertkanaal,albert,1,2017-10-14T00:00:00Z,2017-06-23T00:00:00Z,2016-10-14T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_122349_20170623_2.csv,,,,2440,1127,Olen SO,,trapje;  adres: sluizenweg Olen,51.1576335,4.8653041,,,ak-35,,,2016-11-10T13:06:30Z,2017-07-04T09:31:48Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122351,Active,Albertkanaal,albert,1,2017-10-18T00:00:00Z,2017-06-23T00:00:00Z,2016-10-18T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_122351_20170623_1.csv,,,,2441,1074,Wijnegem SA,,aan ponton met metalen roosters; adres: albertkanaalbaan Schilde (Wijnegem),51.2281277,4.5332846,,,ak-40,,,2016-11-10T13:08:00Z,2017-07-04T09:32:39Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122359,Active,Albertkanaal,albert,1,2017-10-14T00:00:00Z,2017-06-23T00:00:00Z,2016-10-14T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_122359_20170623_1.csv,,,,2443,1205,HH11,,brug Gompelbaan; LO thv hoge schouw,51.194393,5.155753,,,HH11,,,2016-11-10T13:11:24Z,2017-07-04T11:38:02Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122329,Active,Westerschelde 2,ws2,1,,2015-09-01T00:00:00Z,2015-04-15T00:00:00Z,2015-09-01T00:00:00Z,,,,,,,,VR2W_122329_20150901_1.csv,,,,1887,1233,Q2C,"",Rechteroever in de Schelde,51.4169613,3.7188079,,,ws-2C,,,2016-02-23T15:00:46Z,2016-02-23T15:00:47Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
