serial_number,type,model,id_code,tag_code_space,owner_pi,id_pk,activation_date,min_delay,max_delay,power,end_date,file,estimated_lifetime,sensor_type,frequency,acoustic_tag_type,min_delay_step2,max_delay_step2,power_step2,min_delay_step3,max_delay_step3,power_step3,duration_step1,duration_step2,duration_step3,manufacturer_fk,intercept,slope,owner_group_fk,thelma_converted_code,financing_project_fk,acceleration_on_sec_step1,acceleration_on_sec_step2,acceleration_on_sec_step3,min_delay_step4,max_delay_step4,power_step4,duration_step4,acceleration_on_sec_step4,range,units,accelerometer_algoritm,accelerometer_samples_per_second,sensor_transmit_ratio,tag_full_id,status,projectcode,scientific_name,animal_id_pk
1187450,Acoustic,V7-4x,16130,A69-1601,DAVID BUYSSE,481,,50,90,L,,allTags_readyForDb.csv,424,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16130,ended,2014_demer,Rutilus rutilus,305
1255020,Acoustic,V9-2x,47319,A69-1601,RAF BAEYENS,1415,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47319,ended,2013_albertkanaal,Anguilla anguilla,2291
1187468,Acoustic,V7-4x,16148,A69-1601,DAVID BUYSSE,499,,50,90,L,,allTags_readyForDb.csv,424,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16148,ended,2014_demer,Petromyzon marinus,306
1255021,Acoustic,V9-2x,47320,A69-1601,RAF BAEYENS,1416,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47320,ended,2013_albertkanaal,Anguilla anguilla,2292
1214001,Acoustic,V7-4x,34429,A69-1601,ANS MOUTON,542,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34429,ended,2013_albertkanaal,Salmo salar,2174
1214002,Acoustic,V7-4x,34430,A69-1601,ANS MOUTON,543,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34430,ended,2013_albertkanaal,Salmo salar,2175
1214003,Acoustic,V7-4x,34431,A69-1601,ANS MOUTON,544,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34431,ended,2013_albertkanaal,Salmo salar,2176
1214004,Acoustic,V7-4x,34432,A69-1601,ANS MOUTON,545,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34432,ended,2013_albertkanaal,Salmo salar,2177
1214005,Acoustic,V7-4x,34433,A69-1601,ANS MOUTON,546,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34433,ended,2013_albertkanaal,Salmo salar,2178
1214006,Acoustic,V7-4x,34434,A69-1601,ANS MOUTON,547,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34434,ended,2013_albertkanaal,Salmo salar,2179
1214007,Acoustic,V7-4x,34435,A69-1601,ANS MOUTON,548,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34435,ended,2013_albertkanaal,Salmo salar,2180
1214008,Acoustic,V7-4x,34436,A69-1601,ANS MOUTON,549,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34436,ended,2013_albertkanaal,Salmo salar,2181
1214009,Acoustic,V7-4x,34437,A69-1601,ANS MOUTON,550,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34437,ended,2013_albertkanaal,Salmo salar,2182
1214010,Acoustic,V7-4x,34438,A69-1601,ANS MOUTON,551,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34438,ended,2013_albertkanaal,Salmo salar,2183
1214011,Acoustic,V7-4x,34439,A69-1601,ANS MOUTON,552,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34439,ended,2013_albertkanaal,Salmo salar,2184
1214012,Acoustic,V7-4x,34440,A69-1601,ANS MOUTON,553,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34440,ended,2013_albertkanaal,Salmo salar,2185
1214013,Acoustic,V7-4x,34441,A69-1601,ANS MOUTON,554,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34441,ended,2013_albertkanaal,Salmo salar,2186
1214014,Acoustic,V7-4x,34442,A69-1601,ANS MOUTON,555,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34442,ended,2013_albertkanaal,Salmo salar,2187
1214015,Acoustic,V7-4x,34443,A69-1601,ANS MOUTON,556,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34443,ended,2013_albertkanaal,Salmo salar,2188
1214016,Acoustic,V7-4x,34444,A69-1601,ANS MOUTON,557,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34444,ended,2013_albertkanaal,Salmo salar,2189
1214017,Acoustic,V7-4x,34445,A69-1601,ANS MOUTON,558,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34445,ended,2013_albertkanaal,Salmo salar,2190
1214018,Acoustic,V7-4x,34446,A69-1601,ANS MOUTON,559,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34446,ended,2013_albertkanaal,Salmo salar,2191
1214019,Acoustic,V7-4x,34447,A69-1601,ANS MOUTON,560,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34447,ended,2013_albertkanaal,Salmo salar,2192
1214020,Acoustic,V7-4x,34448,A69-1601,ANS MOUTON,561,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34448,ended,2013_albertkanaal,Salmo salar,2193
1214021,Acoustic,V7-4x,34449,A69-1601,ANS MOUTON,562,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34449,ended,2013_albertkanaal,Salmo salar,2194
1214022,Acoustic,V7-4x,34450,A69-1601,ANS MOUTON,563,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34450,ended,2013_albertkanaal,Salmo salar,2195
1214023,Acoustic,V7-4x,34451,A69-1601,ANS MOUTON,564,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34451,ended,2013_albertkanaal,Salmo salar,2196
1214024,Acoustic,V7-4x,34452,A69-1601,ANS MOUTON,565,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34452,ended,2013_albertkanaal,Salmo salar,2197
1214025,Acoustic,V7-4x,34453,A69-1601,ANS MOUTON,566,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34453,ended,2013_albertkanaal,Salmo salar,2198
1214026,Acoustic,V7-4x,34454,A69-1601,ANS MOUTON,567,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34454,ended,2015_dijle,Platichthys flesus,492
1214027,Acoustic,V7-4x,34455,A69-1601,ANS MOUTON,568,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34455,ended,2015_dijle,Platichthys flesus,493
1214028,Acoustic,V7-4x,34456,A69-1601,ANS MOUTON,569,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34456,ended,2015_dijle,Platichthys flesus,494
1214029,Acoustic,V7-4x,34457,A69-1601,ANS MOUTON,570,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34457,ended,2015_dijle,Platichthys flesus,495
1214030,Acoustic,V7-4x,34458,A69-1601,ANS MOUTON,571,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34458,ended,2015_dijle,Platichthys flesus,496
1214031,Acoustic,V7-4x,34459,A69-1601,ANS MOUTON,572,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34459,ended,2015_dijle,Platichthys flesus,497
1214032,Acoustic,V7-4x,34460,A69-1601,ANS MOUTON,573,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34460,ended,2015_dijle,Platichthys flesus,498
1214033,Acoustic,V7-4x,34461,A69-1601,ANS MOUTON,574,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34461,ended,2015_dijle,Anguilla anguilla,499
1214034,Acoustic,V7-4x,34462,A69-1601,ANS MOUTON,575,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34462,ended,2015_dijle,Rutilus rutilus,500
1214035,Acoustic,V7-4x,34463,A69-1601,ANS MOUTON,576,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34463,ended,2015_dijle,Silurus glanis,501
1214036,Acoustic,V7-4x,34464,A69-1601,ANS MOUTON,577,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34464,ended,2015_dijle,Silurus glanis,502
1214037,Acoustic,V7-4x,34465,A69-1601,ANS MOUTON,578,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34465,ended,2015_dijle,Silurus glanis,503
1214038,Acoustic,V7-4x,34466,A69-1601,ANS MOUTON,579,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34466,ended,2015_dijle,Platichthys flesus,504
1255022,Acoustic,V9-2x,47321,A69-1601,RAF BAEYENS,1417,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47321,ended,2013_albertkanaal,Anguilla anguilla,2293
1214039,Acoustic,V7-4x,34467,A69-1601,ANS MOUTON,580,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34467,ended,2015_dijle,Rutilus rutilus,505
1214040,Acoustic,V7-4x,34468,A69-1601,ANS MOUTON,581,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34468,ended,2015_dijle,Rutilus rutilus,506
1214041,Acoustic,V7-4x,34469,A69-1601,ANS MOUTON,582,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34469,ended,2015_dijle,Silurus glanis,507
1214042,Acoustic,V7-4x,34470,A69-1601,ANS MOUTON,583,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34470,ended,2015_dijle,Silurus glanis,508
1214043,Acoustic,V7-4x,34471,A69-1601,ANS MOUTON,584,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34471,ended,2015_dijle,Cyprinus carpio,509
1214044,Acoustic,V7-4x,34472,A69-1601,ANS MOUTON,585,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34472,ended,2015_dijle,Rutilus rutilus,510
1214045,Acoustic,V7-4x,34473,A69-1601,ANS MOUTON,586,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34473,ended,2015_dijle,Silurus glanis,511
1214046,Acoustic,V7-4x,34474,A69-1601,ANS MOUTON,587,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34474,ended,2015_dijle,Silurus glanis,512
1214047,Acoustic,V7-4x,34475,A69-1601,ANS MOUTON,588,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34475,ended,2015_dijle,Cyprinus carpio,513
1214048,Acoustic,V7-4x,34476,A69-1601,ANS MOUTON,589,,40,80,L,,allTags_readyForDb.csv,197,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34476,ended,2015_dijle,Silurus glanis,514
1214054,Acoustic,V13-1x,58611,A69-1601,ANS MOUTON,595,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58611,active,2015_phd_verhelst,Anguilla anguilla,638
1214055,Acoustic,V13-1x,58612,A69-1601,ANS MOUTON,596,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58612,active,2015_phd_verhelst,Anguilla anguilla,639
1214056,Acoustic,V13-1x,58613,A69-1601,ANS MOUTON,597,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58613,active,2015_phd_verhelst,Anguilla anguilla,640
1214057,Acoustic,V13-1x,58614,A69-1601,ANS MOUTON,598,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58614,active,2015_dijle,Silurus glanis,641
1214059,Acoustic,V13-1x,58616,A69-1601,ANS MOUTON,600,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58616,active,2015_phd_verhelst,Anguilla anguilla,642
1214060,Acoustic,V13-1x,58617,A69-1601,ANS MOUTON,601,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58617,active,2015_phd_verhelst,Anguilla anguilla,643
1214061,Acoustic,V13-1x,58618,A69-1601,ANS MOUTON,602,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58618,active,2015_phd_verhelst,Anguilla anguilla,644
1214062,Acoustic,V13-1x,58619,A69-1601,ANS MOUTON,603,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58619,active,2015_dijle,Silurus glanis,645
1214063,Acoustic,V13-1x,58620,A69-1601,ANS MOUTON,604,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58620,active,2015_phd_verhelst,Anguilla anguilla,2160
1214064,Acoustic,V13-1x,58621,A69-1601,ANS MOUTON,605,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58621,active,2015_phd_verhelst,Anguilla anguilla,646
1214065,Acoustic,V13-1x,58622,A69-1601,ANS MOUTON,606,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58622,active,2015_phd_verhelst,Anguilla anguilla,647
1214066,Acoustic,V13-1x,58623,A69-1601,ANS MOUTON,607,,80,160,L,,allTags_readyForDb.csv,1583,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-58623,active,2015_phd_verhelst,Anguilla anguilla,648
1214072,Acoustic,V7-2x,34481,A69-1601,ANS MOUTON,613,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34481,ended,2013_albertkanaal,Salmo salar,519
1214073,Acoustic,V7-2x,34482,A69-1601,ANS MOUTON,614,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34482,ended,2013_albertkanaal,Salmo salar,520
1214074,Acoustic,V7-2x,34483,A69-1601,ANS MOUTON,615,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34483,ended,2013_albertkanaal,Salmo salar,521
1214075,Acoustic,V7-2x,34484,A69-1601,ANS MOUTON,616,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34484,ended,2013_albertkanaal,Salmo salar,522
1214076,Acoustic,V7-2x,34485,A69-1601,ANS MOUTON,617,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34485,ended,2013_albertkanaal,Salmo salar,523
1214077,Acoustic,V7-2x,34486,A69-1601,ANS MOUTON,618,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34486,ended,2013_albertkanaal,Salmo salar,525
1214077,Acoustic,V7-2x,34486,A69-1601,ANS MOUTON,618,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34486,ended,2013_albertkanaal,Salmo salar,524
1214078,Acoustic,V7-2x,34487,A69-1601,ANS MOUTON,619,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34487,ended,2013_albertkanaal,Salmo salar,526
1214079,Acoustic,V7-2x,34488,A69-1601,ANS MOUTON,620,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34488,ended,2013_albertkanaal,Salmo salar,527
1214080,Acoustic,V7-2x,34489,A69-1601,ANS MOUTON,621,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34489,ended,2013_albertkanaal,Salmo salar,528
1214081,Acoustic,V7-2x,34490,A69-1601,ANS MOUTON,622,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34490,ended,2013_albertkanaal,Salmo salar,529
1214082,Acoustic,V7-2x,34491,A69-1601,ANS MOUTON,623,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34491,ended,2013_albertkanaal,Salmo salar,530
1214083,Acoustic,V7-2x,34492,A69-1601,ANS MOUTON,624,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34492,ended,2013_albertkanaal,Salmo salar,531
1214084,Acoustic,V7-2x,34493,A69-1601,ANS MOUTON,625,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34493,ended,2013_albertkanaal,Salmo salar,532
1214085,Acoustic,V7-2x,34494,A69-1601,ANS MOUTON,626,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34494,ended,2013_albertkanaal,Salmo salar,533
1214086,Acoustic,V7-2x,34495,A69-1601,ANS MOUTON,627,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34495,ended,2013_albertkanaal,Salmo salar,534
1255023,Acoustic,V9-2x,47322,A69-1601,RAF BAEYENS,1418,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47322,ended,2013_albertkanaal,Anguilla anguilla,2294
1214087,Acoustic,V7-2x,34496,A69-1601,ANS MOUTON,628,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34496,ended,2013_albertkanaal,Salmo salar,535
1214088,Acoustic,V7-2x,34497,A69-1601,ANS MOUTON,629,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34497,ended,2013_albertkanaal,Salmo salar,536
1214089,Acoustic,V7-2x,34498,A69-1601,ANS MOUTON,630,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34498,ended,2013_albertkanaal,Salmo salar,537
1214090,Acoustic,V7-2x,34499,A69-1601,ANS MOUTON,631,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34499,ended,2013_albertkanaal,Salmo salar,538
1214091,Acoustic,V7-2x,34500,A69-1601,ANS MOUTON,632,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34500,ended,2013_albertkanaal,Salmo salar,539
1214092,Acoustic,V7-2x,34501,A69-1601,ANS MOUTON,633,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34501,ended,2013_albertkanaal,Salmo salar,540
1214093,Acoustic,V7-2x,34502,A69-1601,ANS MOUTON,634,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34502,ended,2013_albertkanaal,Salmo salar,541
1214094,Acoustic,V7-2x,34503,A69-1601,ANS MOUTON,635,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34503,ended,2013_albertkanaal,Salmo salar,543
1214094,Acoustic,V7-2x,34503,A69-1601,ANS MOUTON,635,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34503,ended,2013_albertkanaal,Salmo salar,542
1214095,Acoustic,V7-2x,34504,A69-1601,ANS MOUTON,636,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34504,ended,2013_albertkanaal,Salmo salar,544
1214096,Acoustic,V7-2x,34505,A69-1601,ANS MOUTON,637,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34505,ended,2013_albertkanaal,Salmo salar,545
1214097,Acoustic,V7-2x,34506,A69-1601,ANS MOUTON,638,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34506,ended,2013_albertkanaal,Salmo salar,546
1214098,Acoustic,V7-2x,34507,A69-1601,ANS MOUTON,639,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34507,ended,2013_albertkanaal,Salmo salar,547
1214099,Acoustic,V7-2x,34508,A69-1601,ANS MOUTON,640,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34508,ended,2013_albertkanaal,Salmo salar,548
1214100,Acoustic,V7-2x,34509,A69-1601,ANS MOUTON,641,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34509,ended,2013_albertkanaal,Salmo salar,549
1214101,Acoustic,V7-2x,34510,A69-1601,ANS MOUTON,642,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34510,ended,2013_albertkanaal,Salmo salar,550
1214102,Acoustic,V7-2x,34511,A69-1601,ANS MOUTON,643,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34511,ended,2013_albertkanaal,Salmo salar,551
1214103,Acoustic,V7-2x,34512,A69-1601,ANS MOUTON,644,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34512,ended,2013_albertkanaal,Salmo salar,552
1214104,Acoustic,V7-2x,34513,A69-1601,ANS MOUTON,645,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34513,ended,2013_albertkanaal,Salmo salar,553
1214105,Acoustic,V7-2x,34514,A69-1601,ANS MOUTON,646,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34514,ended,2013_albertkanaal,Salmo salar,554
1214106,Acoustic,V7-2x,34515,A69-1601,ANS MOUTON,647,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34515,ended,2013_albertkanaal,Salmo salar,555
1214107,Acoustic,V7-2x,34516,A69-1601,ANS MOUTON,648,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34516,ended,2013_albertkanaal,Salmo salar,556
1214108,Acoustic,V7-2x,34517,A69-1601,ANS MOUTON,649,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34517,ended,2013_albertkanaal,Salmo salar,2199
1214109,Acoustic,V7-2x,34518,A69-1601,ANS MOUTON,650,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34518,ended,2013_albertkanaal,Salmo salar,2200
1214110,Acoustic,V7-2x,34519,A69-1601,ANS MOUTON,651,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34519,ended,2013_albertkanaal,Salmo salar,2201
