serial_number,model_number,modem_address,expected_battery_life,ar_model_number,ar_serial_number,ar_expected_battery_life,ar_voltage_at_deploy,ar_tilt_after_deploy,ar_interrogate_code,ar_receive_frequency,ar_reply_frequency,ar_ping_rate,ar_enable_code_address,ar_release_code,ar_disable_code,ar_tilt_code,id_pk,receiver,built_in_tag_fk,status,receiver_type,manufacturer_fk,owner_group_fk,financing_project_fk,projectcode,owner_organisation
129567,VR2W,,,,,,,,,,,,,,,,1303,VR2W-129567,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
124062,VR2W,,,,,,,,,,,,,,,,1227,VR2W-124062,,Active,acoustic_telemetry,1,4,,maas,INBO
115445,VR2W,,,,,,,,,,,,,,,,1237,VR2W-115445,,Available,acoustic_telemetry,1,4,,bovenschelde,INBO
112291,VR2W,,,,,,,,,,,,,,,,1096,VR2W-112291,,Lost,acoustic_telemetry,1,4,,bovenschelde,INBO
122351,VR2W,,,,,,,,,,,,,,,,1074,VR2W-122351,,Active,acoustic_telemetry,1,4,,albert,INBO
450113,VR2C,,,,,,,,,,,,,,,,1311,VR2C-450113,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
127111,VR2W,,,,,,,,,,,,,,,,1212,VR2W-127111,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
127723,VR2W,,,,,,,,,,,,,,,,1274,VR2W-127723,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
480722,VR2Tx,,,,,,,,,,,,,,,,1297,VR2Tx-480722,,Active,acoustic_telemetry,1,7,,saeftinghe,VLIZ
127025,VR2W,,,,,,,,,,,,,,,,1160,VR2W-127025,,Available,acoustic_telemetry,1,4,,albert,INBO
112297,VR2W,,,,,,,,,,,,,,,,1221,VR2W-112297,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
127731,VR2W,,,,,,,,,,,,,,,,1236,VR2W-127731,,Active,acoustic_telemetry,1,4,,ws3,INBO
124066,VR2W,,,,,,,,,,,,,,,,1097,VR2W-124066,,Active,acoustic_telemetry,1,4,,maas,INBO
123814,VR2W,,,,,,,,,,,,,,,,1185,VR2W-123814,,Available,acoustic_telemetry,1,7,,ws1,VLIZ
122326,VR2W,,,,,,,,,,,,,,,,1056,VR2W-122326,,Active,acoustic_telemetry,1,4,,albert,INBO
127737,VR2W,,,,,,,,,,,,,,,,1115,VR2W-127737,,Active,acoustic_telemetry,1,4,,ws3,INBO
110779,VR2W,,,,,,,,,,,,,,,,773,VR2W-110779,,Active,acoustic_telemetry,1,6,,bpns,MARBIOL
545719,VR2AR,,,,,,,,,,,,,,,,1118,VR2AR-545719,1382,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
129568,VR2W,,,,,,,,,,,,,,,,1304,VR2W-129568,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
5326,VR2,,,,,,,,,,,,,,,,1313,VR2-5326,,Returned to manufacturer,acoustic_telemetry,1,4,,bovenschelde,INBO
114312,VR2W,,,,,,,,,,,,,,,,1230,VR2W-114312,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
129572,VR2W,,,,,,,,,,,,,,,,1308,VR2W-129572,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
126198,VR2W,,,,,,,,,,,,,,,,1049,VR2W-126198,,Lost,acoustic_telemetry,1,4,,albert,INBO
127032,VR2W,,,,,,,,,,,,,,,,1140,VR2W-127032,,Available,acoustic_telemetry,1,4,,albert,INBO
112290,VR2W,,,,,,,,,,,,,,,,1243,VR2W-112290,,Available,acoustic_telemetry,1,4,,albert,INBO
129563,VR2W,,,,,,,,,,,,,,,,1299,VR2W-129563,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
115439,VR2W,,,,,,,,,,,,,,,,1202,VR2W-115439,,Available,acoustic_telemetry,1,4,,albert,INBO
126195,VR2W,,,,,,,,,,,,,,,,1079,VR2W-126195,,Active,acoustic_telemetry,1,4,,albert,INBO
115434,VR2W,,,,,,,,,,,,,,,,1129,VR2W-115434,,Active,acoustic_telemetry,1,4,,ws2,INBO
129564,VR2W,,,,,,,,,,,,,,,,1300,VR2W-129564,,Active,acoustic_telemetry,1,4,,saeftinghe,INBO
122362,VR2W,,,,,,,,,,,,,,,,1231,VR2W-122362,,Lost,acoustic_telemetry,1,4,,dijle,INBO
122362,VR2W,,,,,,,,,,,,,,,,1231,VR2W-122362,,Lost,acoustic_telemetry,1,4,,demer,INBO
546049,VR2AR,,,,,,,,,,,,,,,,1267,VR2AR-546049,1390,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
122364,VR2W,,,,,,,,,,,,,,,,1054,VR2W-122364,,Active,acoustic_telemetry,1,4,,maas,INBO
450116,VR2C,,,,,,,,,,,,,,,,1287,VR2C-450116,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
124067,VR2W,,,,,,,,,,,,,,,,1132,VR2W-124067,,Active,acoustic_telemetry,1,4,,albert,INBO
122338,VR2W,,,,,,,,,,,,,,,,1232,VR2W-122338,,Lost,acoustic_telemetry,1,4,,ws2,INBO
126196,VR2W,,,,,,,,,,,,,,,,1123,VR2W-126196,,Available,acoustic_telemetry,1,4,,albert,INBO
127734,VR2W,,,,,,,,,,,,,,,,1181,VR2W-127734,,Active,acoustic_telemetry,1,4,,ws3,INBO
123835,VR2W,,,,,,,,,,,,,,,,1041,VR2W-123835,,Available,acoustic_telemetry,1,4,,bpns,INBO
123826,VR2W,,,,,,,,,,,,,,,,1072,VR2W-123826,,Lost,acoustic_telemetry,1,7,,ws1,VLIZ
124073,VR2W,,,,,,,,,,,,,,,,1247,VR2W-124073,,Lost,acoustic_telemetry,1,4,,ws2,INBO
124076,VR2W,,,,,,,,,,,,,,,,1149,VR2W-124076,,Active,acoustic_telemetry,1,4,,maas,INBO
124076,VR2W,,,,,,,,,,,,,,,,1149,VR2W-124076,,Active,acoustic_telemetry,1,4,,demer,INBO
129571,VR2W,,,,,,,,,,,,,,,,1307,VR2W-129571,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
124075,VR2W,,,,,,,,,,,,,,,,1082,VR2W-124075,,Lost,acoustic_telemetry,1,4,,albert,INBO
122331,VR2W,,,,,,,,,,,,,,,,1219,VR2W-122331,,Available,acoustic_telemetry,1,4,,albert,INBO
113521,VR2W,,,,,,,,,,,,,,,,1059,VR2W-113521,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
127727,VR2W,,,,,,,,,,,,,,,,1138,VR2W-127727,,Lost,acoustic_telemetry,1,4,,ws1,INBO
122341,VR2W,,,,,,,,,,,,,,,,1187,VR2W-122341,,Lost,acoustic_telemetry,1,4,,demer,INBO
123828,VR2W,,,,,,,,,,,,,,,,1052,VR2W-123828,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
545588,VR2AR,,,,,,,,,,,,,,,,1255,VR2AR-545588,,Returned to manufacturer,acoustic_telemetry,1,7,,ws1,VLIZ
547668,VR2AR,,,,,,,,,,,,,,,,1777,VR2AR-547668,2713,Active,acoustic_telemetry,1,7,,bpns,VLIZ
112295,VR2W,,,,,,,,,,,,,,,,1050,VR2W-112295,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
480062,VR2Tx,,,,,,,,,,,,,,,,1213,VR2Tx-480062,1395,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
546043,VR2AR,,,,,,,,,,,,,,,,1261,VR2AR-546043,1384,Active,acoustic_telemetry,1,7,,bpns,VLIZ
110781,VR2W,,,,,,,,,,,,,,,,775,VR2W-110781,,Broken,acoustic_telemetry,1,6,,bpns,MARBIOL
119056,VR2W,,,,,,,,,,,,,,,,1023,VR2W-119056,,Active,acoustic_telemetry,1,8,,maas,SVN
122321,VR2W,,,,,,,,,,,,,,,,1222,VR2W-122321,,Available,acoustic_telemetry,1,4,,albert,INBO
129570,VR2W,,,,,,,,,,,,,,,,1306,VR2W-129570,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
480720,VR2Tx,,,,,,,,,,,,,,,,1295,VR2Tx-480720,,Active,acoustic_telemetry,1,7,,saeftinghe,VLIZ
124071,VR2W,,,,,,,,,,,,,,,,1192,VR2W-124071,,Active,acoustic_telemetry,1,4,,ws2,INBO
127736,VR2W,,,,,,,,,,,,,,,,1069,VR2W-127736,,Active,acoustic_telemetry,1,4,,ws2,INBO
130999,VR2W,,,,,,,,,,,,,,,,1324,VR2W-130999,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
546050,VR2AR,,,,,,,,,,,,,,,,1270,VR2AR-546050,1391,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
123821,VR2W,,,,,,,,,,,,,,,,1121,VR2W-123821,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
115430,VR2W,,,,,,,,,,,,,,,,1162,VR2W-115430,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
112290,VR2W,,,,,,,,,,,,,,,,1243,VR2W-112290,,Available,acoustic_telemetry,1,4,,dijle,INBO
127720,VR2W,,,,,,,,,,,,,,,,1200,VR2W-127720,,Active,acoustic_telemetry,1,4,,albert,INBO
113522,VR2W,,,,,,,,,,,,,,,,1022,VR2W-113522,,Available,acoustic_telemetry,1,4,,albert,INBO
123819,VR2W,,,,,,,,,,,,,,,,1175,VR2W-123819,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
480722,VR2Tx,,,,,,,,,,,,,,,,1297,VR2Tx-480722,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
127721,VR2W,,,,,,,,,,,,,,,,1257,VR2W-127721,,Active,acoustic_telemetry,1,4,,albert,INBO
131979,VR2W,,,,,,,,,,,,,,,,1622,VR2W-131979,,Lost,acoustic_telemetry,1,7,,ws1,VLIZ
480723,VR2Tx,,,,,,,,,,,,,,,,1289,VR2Tx-480723,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
119057,VR2W,,,,,,,,,,,,,,,,1155,VR2W-119057,,Active,acoustic_telemetry,1,8,,maas,SVN
120878,VR2W,,,,,,,,,,,,,,,,1099,VR2W-120878,,Active,acoustic_telemetry,1,4,,ws2,INBO
5936,VR2,,,,,,,,,,,,,,,,1094,VR2-5936,,Returned to manufacturer,acoustic_telemetry,1,4,,bovenschelde,INBO
114535,VR2W,,,,,,,,,,,,,,,,1169,VR2W-114535,,Lost,acoustic_telemetry,1,4,,bovenschelde,INBO
123812,VR2W,,,,,,,,,,,,,,,,1092,VR2W-123812,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
127725,VR2W,,,,,,,,,,,,,,,,1098,VR2W-127725,,Active,acoustic_telemetry,1,4,,ws3,INBO
546900,VR2AR,,,,,,,,,,,,,,,,1364,VR2AR-546900,1943,Active,acoustic_telemetry,1,7,,ws2,VLIZ
127024,VR2W,,,,,,,,,,,,,,,,1093,VR2W-127024,,Available,acoustic_telemetry,1,4,,albert,INBO
122337,VR2W,,,,,,,,,,,,,,,,1163,VR2W-122337,,Lost,acoustic_telemetry,1,4,,demer,INBO
122359,VR2W,,,,,,,,,,,,,,,,1205,VR2W-122359,,Active,acoustic_telemetry,1,4,,albert,INBO
127726,VR2W,,,,,,,,,,,,,,,,1258,VR2W-127726,,Active,acoustic_telemetry,1,4,,albert,INBO
115438,VR2W,,,,,,,,,,,,,,,,1030,VR2W-115438,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
131002,VR2W,,,,,,,,,,,,,,,,1325,VR2W-131002,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
123831,VR2W,,,,,,,,,,,,,,,,1087,VR2W-123831,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
546052,VR2AR,,,,,,,,,,,,,,,,1272,VR2AR-546052,1393,Active,acoustic_telemetry,1,7,,bpns,VLIZ
546045,VR2AR,,,,,,,,,,,,,,,,1263,VR2AR-546045,1386,Active,acoustic_telemetry,1,7,,bpns,VLIZ
131980,VR2W,,,,,,,,,,,,,,,,1623,VR2W-131980,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
545564,VR2AR,,,,,,,,,,,,,,,,1254,VR2AR-545564,,Returned to manufacturer,acoustic_telemetry,1,7,,bpns,VLIZ
120873,VR2W,,,,,,,,,,,,,,,,1112,VR2W-120873,,Active,acoustic_telemetry,1,4,,ws2,INBO
122332,VR2W,,,,,,,,,,,,,,,,1046,VR2W-122332,,Active,acoustic_telemetry,1,4,,maas,INBO
122344,VR2W,,,,,,,,,,,,,,,,1061,VR2W-122344,,Lost,acoustic_telemetry,1,4,,demer,INBO
130998,VR2W,,,,,,,,,,,,,,,,1323,VR2W-130998,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
113525,VR2W,,,,,,,,,,,,,,,,1206,VR2W-113525,,Available,acoustic_telemetry,1,4,,albert,INBO
124070,VR2W,,,,,,,,,,,,,,,,1179,VR2W-124070,,Lost,acoustic_telemetry,1,4,,demer,INBO
122155,VR2W,,,,,,,,,,,,,,,,1189,VR2W-122155,,Active,acoustic_telemetry,1,4,,maas,INBO
119048,VR2W,,,,,,,,,,,,,,,,1207,VR2W-119048,,Active,acoustic_telemetry,1,8,,maas,SVN
107448,VR2W,,,,,,,,,,,,,,,,1248,VR2W-107448,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
115435,VR2W,,,,,,,,,,,,,,,,1076,VR2W-115435,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
122330,VR2W,,,,,,,,,,,,,,,,1034,VR2W-122330,,Available,acoustic_telemetry,1,4,,demer,INBO
124060,VR2W,,,,,,,,,,,,,,,,1176,VR2W-124060,,Active,acoustic_telemetry,1,4,,demer,INBO
120875,VR2W,,,,,,,,,,,,,,,,1117,VR2W-120875,,Lost,acoustic_telemetry,1,4,,ws2,INBO
124070,VR2W,,,,,,,,,,,,,,,,1179,VR2W-124070,,Lost,acoustic_telemetry,1,4,,dijle,INBO
112294,VR2W,,,,,,,,,,,,,,,,1134,VR2W-112294,,Active,acoustic_telemetry,1,4,,saeftinghe,INBO
119049,VR2W,,,,,,,,,,,,,,,,1119,VR2W-119049,,Available,acoustic_telemetry,1,8,,maas,SVN
120095,VR2W,,,,,,,,,,,,,,,,1156,VR2W-120095,,Active,acoustic_telemetry,1,8,,maas,SVN
129569,VR2W,,,,,,,,,,,,,,,,1305,VR2W-129569,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
110778,VR2W,,,,,,,,,,,,,,,,772,VR2W-110778,,Active,acoustic_telemetry,1,6,,bpns,MARBIOL
122156,VR2W,,,,,,,,,,,,,,,,1360,VR2W-122156,,Active,acoustic_telemetry,1,4,,maas,INBO
547657,VR2AR,,,,,,,,,,,,,,,,1769,VR2AR-547657,2705,Active,acoustic_telemetry,1,7,,bpns,VLIZ
123823,VR2W,,,,,,,,,,,,,,,,1226,VR2W-123823,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
546046,VR2AR,,,,,,,,,,,,,,,,1264,VR2AR-546046,1387,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
112370,VR2W,,,,,,,,,,,,,,,,1103,VR2W-112370,,Active,acoustic_telemetry,1,4,,ws2,INBO
129711,VR2W,,,,,,,,,,,,,,,,1294,VR2W-129711,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
122320,VR2W,,,,,,,,,,,,,,,,1062,VR2W-122320,,Available,acoustic_telemetry,1,4,,demer,INBO
123820,VR2W,,,,,,,,,,,,,,,,1172,VR2W-123820,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
126197,VR2W,,,,,,,,,,,,,,,,1201,VR2W-126197,,Active,acoustic_telemetry,1,4,,albert,INBO
120874,VR2W,,,,,,,,,,,,,,,,1135,VR2W-120874,,Active,acoustic_telemetry,1,4,,ws2,INBO
123818,VR2W,,,,,,,,,,,,,,,,1154,VR2W-123818,,Lost,acoustic_telemetry,1,7,,ws1,VLIZ
122320,VR2W,,,,,,,,,,,,,,,,1062,VR2W-122320,,Available,acoustic_telemetry,1,4,,dijle,INBO
123826,VR2W,,,,,,,,,,,,,,,,1072,VR2W-123826,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
122336,VR2W,,,,,,,,,,,,,,,,1070,VR2W-122336,,Active,acoustic_telemetry,1,4,,albert,INBO
124078,VR2W,,,,,,,,,,,,,,,,1234,VR2W-124078,,Active,acoustic_telemetry,1,4,,maas,INBO
124078,VR2W,,,,,,,,,,,,,,,,1234,VR2W-124078,,Active,acoustic_telemetry,1,4,,demer,INBO
112299,VR2W,,,,,,,,,,,,,,,,1025,VR2W-112299,,Lost,acoustic_telemetry,1,4,,ws2,INBO
112370,VR2W,,,,,,,,,,,,,,,,1103,VR2W-112370,,Active,acoustic_telemetry,1,4,,ws1,INBO
123817,VR2W,,,,,,,,,,,,,,,,1063,VR2W-123817,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
112290,VR2W,,,,,,,,,,,,,,,,1243,VR2W-112290,,Available,acoustic_telemetry,1,4,,bovenschelde,INBO
122340,VR2W,,,,,,,,,,,,,,,,1078,VR2W-122340,,Active,acoustic_telemetry,1,4,,albert,INBO
124077,VR2W,,,,,,,,,,,,,,,,1210,VR2W-124077,,Active,acoustic_telemetry,1,4,,albert,INBO
127026,VR2W,,,,,,,,,,,,,,,,1044,VR2W-127026,,Available,acoustic_telemetry,1,4,,dijle,INBO
545588,VR2AR,,,,,,,,,,,,,,,,1255,VR2AR-545588,,Returned to manufacturer,acoustic_telemetry,1,7,,bpns,VLIZ
127031,VR2W,,,,,,,,,,,,,,,,1120,VR2W-127031,,Available,acoustic_telemetry,1,4,,albert,INBO
127027,VR2W,,,,,,,,,,,,,,,,1122,VR2W-127027,,Lost,acoustic_telemetry,1,4,,albert,INBO
122349,VR2W,,,,,,,,,,,,,,,,1127,VR2W-122349,,Available,acoustic_telemetry,1,4,,albert,INBO
481063,VR2Tx,,,,,,,,,,,,,,,,1322,VR2Tx-481063,1429,Active,acoustic_telemetry,1,7,,bpns,VLIZ
126202,VR2W,,,,,,,,,,,,,,,,1133,VR2W-126202,,Lost,acoustic_telemetry,1,4,,ws2,INBO
122358,VR2W,,,,,,,,,,,,,,,,1108,VR2W-122358,,Active,acoustic_telemetry,1,4,,albert,INBO
134899,VR2W,,,,,,,,,,,,,,,,2210,VR2W-134899,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
123821,VR2W,,,,,,,,,,,,,,,,1121,VR2W-123821,,Available,acoustic_telemetry,1,7,,ws1,VLIZ
127033,VR2W,,,,,,,,,,,,,,,,1077,VR2W-127033,,Available,acoustic_telemetry,1,4,,albert,INBO
110784,VR2W,,,,,,,,,,,,,,,,778,VR2W-110784,,Lost,acoustic_telemetry,1,6,,bpns,MARBIOL
122339,VR2W,,,,,,,,,,,,,,,,1126,VR2W-122339,,Active,acoustic_telemetry,1,4,,demer,INBO
124064,VR2W,,,,,,,,,,,,,,,,1024,VR2W-124064,,Lost,acoustic_telemetry,1,4,,demer,INBO
123813,VR2W,,,,,,,,,,,,,,,,1250,VR2W-123813,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
112298,VR2W,,,,,,,,,,,,,,,,1095,VR2W-112298,,Lost,acoustic_telemetry,1,4,,bovenschelde,INBO
122256,VR2W,,,,,,,,,,,,,,,,1141,VR2W-122256,,Lost,acoustic_telemetry,1,4,,maas,INBO
115428,VR2W,,,,,,,,,,,,,,,,1157,VR2W-115428,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
480722,VR2Tx,,,,,,,,,,,,,,,,1297,VR2Tx-480722,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
115436,VR2W,,,,,,,,,,,,,,,,1106,VR2W-115436,,Active,acoustic_telemetry,1,4,,albert,INBO
127739,VR2W,,,,,,,,,,,,,,,,1241,VR2W-127739,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
547654,VR2AR,,,,,,,,,,,,,,,,1766,VR2AR-547654,2702,Active,acoustic_telemetry,1,7,,bpns,VLIZ
112289,VR2W,,,,,,,,,,,,,,,,1158,VR2W-112289,,Broken,acoustic_telemetry,1,4,,ws2,INBO
123824,VR2W,,,,,,,,,,,,,,,,1242,VR2W-123824,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
113529,VR2W,,,,,,,,,,,,,,,,1244,VR2W-113529,,Active,acoustic_telemetry,1,4,,albert,INBO
115432,VR2W,,,,,,,,,,,,,,,,1057,VR2W-115432,,Lost,acoustic_telemetry,1,4,,ws2,INBO
450111,VR2C,,,,,,,,,,,,,,,,1286,VR2C-450111,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
122319,VR2W,,,,,,,,,,,,,,,,1164,VR2W-122319,,Available,acoustic_telemetry,1,4,,albert,INBO
546045,VR2AR,,,,,,,,,,,,,,,,1263,VR2AR-546045,1386,Active,acoustic_telemetry,1,7,,ws2,VLIZ
127029,VR2W,,,,,,,,,,,,,,,,1197,VR2W-127029,,Active,acoustic_telemetry,1,4,,albert,INBO
4231,VR2,,,,,,,,,,,,,,,,1033,VR2-4231,,Returned to manufacturer,acoustic_telemetry,1,4,,bovenschelde,INBO
124069,VR2W,,,,,,,,,,,,,,,,1246,VR2W-124069,,Lost,acoustic_telemetry,1,4,,albert,INBO
123833,VR2W,,,,,,,,,,,,,,,,1167,VR2W-123833,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
120882,VR2W,,,,,,,,,,,,,,,,1064,VR2W-120882,,Active,acoustic_telemetry,1,4,,ws2,INBO
480721,VR2Tx,,,,,,,,,,,,,,,,1296,VR2Tx-480721,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
112291,VR2W,,,,,,,,,,,,,,,,1096,VR2W-112291,,Lost,acoustic_telemetry,1,4,,ws2,INBO
129572,VR2W,,,,,,,,,,,,,,,,1308,VR2W-129572,,Active,acoustic_telemetry,1,7,,saeftinghe,VLIZ
546900,VR2AR,,,,,,,,,,,,,,,,1364,VR2AR-546900,1943,Active,acoustic_telemetry,1,7,,bpns,VLIZ
120887,VR2W,,,,,,,,,,,,,,,,1145,VR2W-120887,,Active,acoustic_telemetry,1,4,,ws2,INBO
129568,VR2W,,,,,,,,,,,,,,,,1304,VR2W-129568,,Lost,acoustic_telemetry,1,7,,saeftinghe,VLIZ
123830,VR2W,,,,,,,,,,,,,,,,1180,VR2W-123830,,Broken,acoustic_telemetry,1,7,,ws1,VLIZ
122345,VR2W,,,,,,,,,,,,,,,,1109,VR2W-122345,,Lost,acoustic_telemetry,1,4,,demer,INBO
129565,VR2W,,,,,,,,,,,,,,,,1301,VR2W-129565,,Active,acoustic_telemetry,1,4,,saeftinghe,INBO
546621,VR2AR,,,,,,,,,,,,,,,,1329,VR2AR-546621,1426,Available,acoustic_telemetry,1,7,,bpns,VLIZ
127724,VR2W,,,,,,,,,,,,,,,,1168,VR2W-127724,,Available,acoustic_telemetry,1,4,,albert,INBO
127715,VR2W,,,,,,,,,,,,,,,,1055,VR2W-127715,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
546899,VR2AR,,,,,,,,,,,,,,,,1363,VR2AR-546899,1942,Active,acoustic_telemetry,1,7,,bpns,VLIZ
122348,VR2W,,,,,,,,,,,,,,,,1218,VR2W-122348,,Available,acoustic_telemetry,1,4,,demer,INBO
123815,VR2W,,,,,,,,,,,,,,,,1113,VR2W-123815,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
123834,VR2W,,,,,,,,,,,,,,,,1051,VR2W-123834,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
113526,VR2W,,,,,,,,,,,,,,,,1161,VR2W-113526,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
123822,VR2W,,,,,,,,,,,,,,,,1028,VR2W-123822,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
129563,VR2W,,,,,,,,,,,,,,,,1299,VR2W-129563,,Active,acoustic_telemetry,1,7,,saeftinghe,VLIZ
122323,VR2W,,,,,,,,,,,,,,,,1240,VR2W-122323,,Lost,acoustic_telemetry,1,4,,demer,INBO
123827,VR2W,,,,,,,,,,,,,,,,1183,VR2W-123827,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
120879,VR2W,,,,,,,,,,,,,,,,1035,VR2W-120879,,Lost,acoustic_telemetry,1,4,,ws2,INBO
122355,VR2W,,,,,,,,,,,,,,,,1159,VR2W-122355,,Lost,acoustic_telemetry,1,4,,albert,INBO
122356,VR2W,,,,,,,,,,,,,,,,1090,VR2W-122356,,Lost,acoustic_telemetry,1,4,,albert,INBO
122365,VR2W,,,,,,,,,,,,,,,,1130,VR2W-122365,,Active,acoustic_telemetry,1,4,,maas,INBO
