projectname,projectmember,tag_code_space,person_id,animal_id,scientific_name,common_name,length,length_type,length_units,length2,length2_type,length2_units,weight_units,age,age_units,sex,life_stage,capture_location,capture_depth,utc_release_date_time,comments,est_tag_life,wild_or_hatchery,stock,dna_sample_taken,treatment_type,dissolved_oxygen,sedative,sedative_concentration,temperature_change,holding_temperature,preop_holding_period,post_op_holding_period,surgery_location,date_of_surgery,anaesthetic,buffer,anaesthetic_concentration,buffer_concentration_in_anaesthetic,anesthetic_concentration_in_recirculation,buffer_concentration_in_recirculation,id_pk,catched_date_time,capture_latitude,capture_longitude,release_latitude,release_longitude,surgery_latitude,surgery_longitude,recapture_date,implant_type,implant_method,date_modified,date_created,release_location,length3,length3_type,length3_units,length4,length4_type,length4_units,weight,end_date_tag,capture_method,project_fk,animal_tag_release_id_pk,thelma_converted_code,projectcode,tag_full_id
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,74.8,total length,cm,8.5,horizontal eye diameter,mm,g,106.4526,durif index,female,FIII,BOEREKREEK,,2012-07-24T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,BOEREKREEK,2012-07-24T00:00:00Z,Clove oil,,0.3ml/L,,,,442,2012-07-24T16:26:30Z,51.259843,3.578509,51.259843,3.578509,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,BOEREKREEK,7.3,vertical eye diameter,mm,37.1,pectoral fin length,mm,864.4,2015-09-22T00:00:00Z,double fyke nets,15,102,,2012_leopoldkanaal,A69-1601-31858
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,63.4,total length,cm,8.2,horizontal eye diameter,mm,g,118.5056,durif index,female,FIII,ZWARTESLUISBEEK,,2012-07-19T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-19T00:00:00Z,Clove oil,,0.3ml/L,,,,443,2012-07-19T11:36:47Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,7.2,vertical eye diameter,mm,32.5,pectoral fin length,mm,461,2015-09-17T00:00:00Z,double fyke nets,15,103,,2012_leopoldkanaal,A69-1601-31859
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,61,total length,cm,6.6,horizontal eye diameter,mm,g,100.1274,durif index,female,FIII,KLEINE KIL,,2012-07-19T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (NOORDSTRAAT),2012-07-19T00:00:00Z,Clove oil,,0.3ml/L,,,,444,2012-07-19T14:06:19Z,51.252364,3.787419,51.268459,3.719043,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (NOORDSTRAAT),6.4,vertical eye diameter,mm,30.1,pectoral fin length,mm,444.4,2015-09-17T00:00:00Z,double fyke nets,15,104,,2012_leopoldkanaal,A69-1601-31860
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,60.2,total length,cm,6.6,horizontal eye diameter,mm,g,100.69925,durif index,female,FII,KLEINE KIL,,2012-07-19T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (NOORDSTRAAT),2012-07-19T00:00:00Z,Clove oil,,0.3ml/L,,,,445,2012-07-19T14:36:30Z,51.252364,3.787419,51.268459,3.719043,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (NOORDSTRAAT),6.1,vertical eye diameter,mm,26.6,pectoral fin length,mm,382.8,2015-09-17T00:00:00Z,double fyke nets,15,105,,2012_leopoldkanaal,A69-1601-31861
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,61.3,total length,cm,8.4,horizontal eye diameter,mm,g,125.2864,durif index,female,FV,KLEINE KIL,,2012-07-20T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (NOORDSTRAAT),2012-07-20T00:00:00Z,Clove oil,,0.3ml/L,,,,446,2012-07-20T14:19:21Z,51.252364,3.787419,51.268459,3.719043,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (NOORDSTRAAT),8.1,vertical eye diameter,mm,34.4,pectoral fin length,mm,446,2015-09-18T00:00:00Z,double fyke nets,15,106,,2012_leopoldkanaal,A69-1601-31862
2013 Albertkanaal,1,A69-1601,,,Salmo salar,Atlantic salmon,166,fork length,mm,,,,g,,,unknown,,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,2016-04-06T00:00:00Z,,197,hatchery,,,,,,,,,,,,,,,,,,,2205,2016-04-06T00:00:00Z,,,51.097419,5.111118,,,,,,2019-03-14T10:53:31Z,2016-09-12T13:36:18Z,pompgemaal Ham,,,,,,,49.7,2016-06-09T00:00:00Z,,18,108,,2013_albertkanaal,A69-1601-34523
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,59.2,total length,cm,6.55,horizontal eye diameter,mm,g,98.5067,durif index,female,FIII,KLEINE KIL,,2012-07-20T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (NOORDSTRAAT),2012-07-20T00:00:00Z,Clove oil,,0.3ml/L,,,,447,2012-07-20T14:59:33Z,51.252364,3.787419,51.268459,3.719043,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (NOORDSTRAAT),5.9,vertical eye diameter,mm,30.9,pectoral fin length,mm,405.2,2015-09-18T00:00:00Z,double fyke nets,15,110,,2012_leopoldkanaal,A69-1601-31863
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,59.5,total length,cm,7.8,horizontal eye diameter,mm,g,116.573,durif index,female,FV,KLEINE KIL,,2012-07-17T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (NOORDSTRAAT),2012-07-17T00:00:00Z,Clove oil,,0.3ml/L,,,,448,2012-07-17T16:52:19Z,51.252364,3.787419,51.268459,3.719043,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (NOORDSTRAAT),7,vertical eye diameter,mm,33.4,pectoral fin length,mm,386.5,2015-09-15T00:00:00Z,double fyke nets,15,111,,2012_leopoldkanaal,A69-1601-31864
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,59.2,total length,cm,6.95,horizontal eye diameter,mm,g,96.2129,durif index,female,FIII,ZWARTESLUISBEEK,,2012-07-18T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-18T00:00:00Z,Clove oil,,0.3ml/L,,,,449,2012-07-18T10:52:49Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,7.1,vertical eye diameter,mm,24.6,pectoral fin length,mm,422,2015-09-16T00:00:00Z,double fyke nets,15,112,,2012_leopoldkanaal,A69-1601-31865
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,75.1,total length,cm,8.6,horizontal eye diameter,mm,g,98.6635,durif index,female,FIV,ZWARTESLUISBEEK,,2012-07-18T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-18T00:00:00Z,Clove oil,,0.3ml/L,,,,450,2012-07-18T11:53:46Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,8.4,vertical eye diameter,mm,41.8,pectoral fin length,mm,1034,2015-09-16T00:00:00Z,double fyke nets,15,113,,2012_leopoldkanaal,A69-1601-31866
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,63.5,total length,cm,7.5,horizontal eye diameter,mm,g,122.4023,durif index,female,FIII,KLEINE KIL,,2012-07-18T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (NOORDSTRAAT),2012-07-18T00:00:00Z,Clove oil,,0.3ml/L,,,,451,2012-07-18T14:32:49Z,51.252364,3.787419,51.268459,3.719043,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (NOORDSTRAAT),7.1,vertical eye diameter,mm,27.5,pectoral fin length,mm,357.3,2015-09-16T00:00:00Z,double fyke nets,15,114,,2012_leopoldkanaal,A69-1601-31867
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,71.2,total length,cm,6.95,horizontal eye diameter,mm,g,94.7362,durif index,female,FIII,ZWARTESLUISBEEK,,2012-07-19T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-19T00:00:00Z,Clove oil,,0.3ml/L,,,,452,2012-07-19T10:43:20Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,7.85,vertical eye diameter,mm,30.5,pectoral fin length,mm,780,2015-09-17T00:00:00Z,double fyke nets,15,115,,2012_leopoldkanaal,A69-1601-31868
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,63.1,total length,cm,7.2,horizontal eye diameter,mm,g,96.1859,durif index,female,FIII,ZWARTESLUISBEEK,,2012-07-17T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-17T00:00:00Z,Clove oil,,0.3ml/L,,,,453,2012-07-17T13:33:20Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,6.15,vertical eye diameter,mm,30.8,pectoral fin length,mm,540.8,2015-09-15T00:00:00Z,double fyke nets,15,116,,2012_leopoldkanaal,A69-1601-31869
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,55.6,total length,cm,7.4,horizontal eye diameter,mm,g,89.8622,durif index,female,FIII,ZWARTESLUISBEEK,,2012-07-17T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-17T00:00:00Z,Clove oil,,0.3ml/L,,,,454,2012-07-17T13:47:50Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,7.1,vertical eye diameter,mm,28.6,pectoral fin length,mm,446,2015-09-15T00:00:00Z,double fyke nets,15,117,,2012_leopoldkanaal,A69-1601-31870
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,66.2,total length,cm,7.25,horizontal eye diameter,mm,g,97.4969,durif index,female,FIII,ZWARTESLUISBEEK,,2012-07-17T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-17T00:00:00Z,Clove oil,,0.3ml/L,,,,455,2012-07-17T14:01:14Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,6.6,vertical eye diameter,mm,29,pectoral fin length,mm,600,2015-09-15T00:00:00Z,double fyke nets,15,118,,2012_leopoldkanaal,A69-1601-31871
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,61.5,total length,cm,7.8,horizontal eye diameter,mm,g,95.7415,durif index,female,FIII,KLEINE KIL,,2012-07-17T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (NOORDSTRAAT),2012-07-17T00:00:00Z,Clove oil,,0.3ml/L,,,,456,2012-07-17T16:07:54Z,51.252364,3.787419,51.268459,3.719043,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (NOORDSTRAAT),6.7,vertical eye diameter,mm,29.3,pectoral fin length,mm,536.3,2015-09-15T00:00:00Z,double fyke nets,15,119,,2012_leopoldkanaal,A69-1601-31872
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,61.8,total length,cm,6.3,horizontal eye diameter,mm,g,108.1319,durif index,female,FII,KLEINE KIL,,2012-07-17T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (NOORDSTRAAT),2012-07-17T00:00:00Z,Clove oil,,0.3ml/L,,,,457,2012-07-17T16:15:52Z,51.252364,3.787419,51.268459,3.719043,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (NOORDSTRAAT),6.1,vertical eye diameter,mm,26.75,pectoral fin length,mm,353,2015-09-15T00:00:00Z,double fyke nets,15,120,,2012_leopoldkanaal,A69-1601-31873
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,61.1,total length,cm,6.05,horizontal eye diameter,mm,g,97.744225,durif index,female,FII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-06T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-06T00:00:00Z,Clove oil,,0.3ml/L,,,,458,2012-07-06T15:56:45Z,51.266644,3.661414,51.26603,3.672103,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEGEMEERSBEEK,6.3,vertical eye diameter,mm,24.25,pectoral fin length,mm,402,2015-09-04T00:00:00Z,double fyke nets,15,121,,2012_leopoldkanaal,A69-1601-31874
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,58.2,total length,cm,7.2,horizontal eye diameter,mm,g,104.9944,durif index,female,FIII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-06T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-06T00:00:00Z,Clove oil,,0.3ml/L,,,,459,2012-07-06T16:10:22Z,51.266644,3.661414,51.26603,3.672103,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEGEMEERSBEEK,7.1,vertical eye diameter,mm,28.6,pectoral fin length,mm,377,2015-09-04T00:00:00Z,double fyke nets,15,122,,2012_leopoldkanaal,A69-1601-31875
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,51,total length,cm,5.1,horizontal eye diameter,mm,g,79.99725,durif index,female,FII,ZWARTESLUISBEEK,,2012-07-17T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-17T00:00:00Z,Clove oil,,0.3ml/L,,,,460,2012-07-17T11:43:37Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,6.6,vertical eye diameter,mm,23.6,pectoral fin length,mm,291.3,2015-09-15T00:00:00Z,double fyke nets,15,123,,2012_leopoldkanaal,A69-1601-31876
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,71.2,total length,cm,9.5,horizontal eye diameter,mm,g,134.2442,durif index,female,FV,ZWARTESLUISBEEK,,2012-07-17T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-17T00:00:00Z,Clove oil,,0.3ml/L,,,,461,2012-07-17T12:11:58Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,8.1,vertical eye diameter,mm,38.6,pectoral fin length,mm,663.1,2015-09-15T00:00:00Z,double fyke nets,15,124,,2012_leopoldkanaal,A69-1601-31877
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,55.5,total length,cm,6.8,horizontal eye diameter,mm,g,100.6157,durif index,female,FIII,ZWARTESLUISBEEK,,2012-07-17T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZWARTESLUISBEEK,2012-07-17T00:00:00Z,Clove oil,,0.3ml/L,,,,462,2012-07-17T11:53:54Z,51.270849,3.738884,51.270849,3.738884,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ZWARTESLUISBEEK,6.6,vertical eye diameter,mm,30.3,pectoral fin length,mm,335.5,2015-09-15T00:00:00Z,double fyke nets,15,125,,2012_leopoldkanaal,A69-1601-31878
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,56,total length,cm,5.95,horizontal eye diameter,mm,g,99.40395,durif index,female,FII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-05T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-05T00:00:00Z,Clove oil,,0.3ml/L,,,,463,2012-07-05T13:03:49Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),4.95,vertical eye diameter,mm,26.1,pectoral fin length,mm,246,2015-09-03T00:00:00Z,double fyke nets,15,126,,2012_leopoldkanaal,A69-1601-31879
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,57.5,total length,cm,6.4,horizontal eye diameter,mm,g,99.19105,durif index,female,FII,LEGEMEERSBEEK,,2012-07-06T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEGEMEERSBEEK,2012-07-06T00:00:00Z,Clove oil,,0.3ml/L,,,,464,2012-07-06T15:25:50Z,51.26603,3.672103,51.26603,3.672103,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEGEMEERSBEEK,6.3,vertical eye diameter,mm,24.2,pectoral fin length,mm,317,2015-09-04T00:00:00Z,double fyke nets,15,127,,2012_leopoldkanaal,A69-1601-31880
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,60.5,total length,cm,6.75,horizontal eye diameter,mm,g,98.80665,durif index,female,FII,ISABELLAGEMAAL,,2012-07-06T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ISABELLAGEMAAL,2012-07-06T00:00:00Z,Clove oil,,0.3ml/L,,,,465,2012-07-06T15:37:46Z,51.271815,3.712344,51.271815,3.712344,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,ISABELLAGEMAAL,6.35,vertical eye diameter,mm,24.6,pectoral fin length,mm,402,2015-09-04T00:00:00Z,double fyke nets,15,128,,2012_leopoldkanaal,A69-1601-31881
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,57.9,total length,cm,5.3,horizontal eye diameter,mm,g,93.80375,durif index,female,FII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-05T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-05T00:00:00Z,Clove oil,,0.3ml/L,,,,466,2012-07-05T11:47:11Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),5.8,vertical eye diameter,mm,28.55,pectoral fin length,mm,356,2015-09-03T00:00:00Z,double fyke nets,15,129,,2012_leopoldkanaal,A69-1601-31882
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,53.1,total length,cm,6.9,horizontal eye diameter,mm,g,89.8476,durif index,female,FII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-05T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-05T00:00:00Z,Clove oil,,0.3ml/L,,,,467,2012-07-05T12:53:47Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),6.3,vertical eye diameter,mm,24.3,pectoral fin length,mm,305,2015-09-03T00:00:00Z,double fyke nets,15,130,,2012_leopoldkanaal,A69-1601-31883
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,49.5,total length,cm,6.4,horizontal eye diameter,mm,g,87.3931,durif index,female,FII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-05T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-05T00:00:00Z,Clove oil,,0.3ml/L,,,,468,2012-07-05T11:34:51Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),6.2,vertical eye diameter,mm,23.5,pectoral fin length,mm,221,2015-09-03T00:00:00Z,double fyke nets,15,131,,2012_leopoldkanaal,A69-1601-31884
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,53.2,total length,cm,6.4,horizontal eye diameter,mm,g,92.4891,durif index,female,FII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-05T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-05T00:00:00Z,Clove oil,,0.3ml/L,,,,469,2012-07-05T11:17:40Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),6.2,vertical eye diameter,mm,26.5,pectoral fin length,mm,285,2015-09-03T00:00:00Z,double fyke nets,15,132,,2012_leopoldkanaal,A69-1601-31885
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,60.1,total length,cm,7.05,horizontal eye diameter,mm,g,109.884575,durif index,female,FII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-05T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-05T00:00:00Z,Clove oil,,0.3ml/L,,,,470,2012-07-05T11:02:59Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),5.8,vertical eye diameter,mm,26.45,pectoral fin length,mm,310,2015-09-03T00:00:00Z,double fyke nets,15,133,,2012_leopoldkanaal,A69-1601-31886
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,57.5,total length,cm,6.5,horizontal eye diameter,mm,g,97.3674,durif index,female,FIII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-04T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-04T00:00:00Z,Clove oil,,0.3ml/L,,,,471,2012-07-04T12:03:54Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),6,vertical eye diameter,mm,29,pectoral fin length,mm,360.8,2015-09-02T00:00:00Z,double fyke nets,15,134,,2012_leopoldkanaal,A69-1601-31887
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,72.7,total length,cm,9.7,horizontal eye diameter,mm,g,139.0234,durif index,female,FV,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-04T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-04T00:00:00Z,Clove oil,,0.3ml/L,,,,472,2012-07-04T11:42:00Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),8.8,vertical eye diameter,mm,37,pectoral fin length,mm,674.6,2015-09-02T00:00:00Z,double fyke nets,15,135,,2012_leopoldkanaal,A69-1601-31888
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,76.4,total length,cm,9.7,horizontal eye diameter,mm,g,112.5041,durif index,female,FIV,LEGEMEERSBEEK,,2012-07-03T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEGEMEERSBEEK,2012-07-03T00:00:00Z,Clove oil,,0.3ml/L,,,,473,2012-07-03T10:38:35Z,51.26603,3.672103,51.26603,3.672103,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEGEMEERSBEEK,8.9,vertical eye diameter,mm,38.3,pectoral fin length,mm,980,2015-09-01T00:00:00Z,double fyke nets,15,136,,2012_leopoldkanaal,A69-1601-31889
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,57.1,total length,cm,6.8,horizontal eye diameter,mm,g,98.2766,durif index,female,FIII,LEGEMEERSBEEK,,2012-07-04T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEGEMEERSBEEK,2012-07-04T00:00:00Z,Clove oil,,0.3ml/L,,,,474,2012-07-04T10:24:25Z,51.26603,3.672103,51.26603,3.672103,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEGEMEERSBEEK,6.3,vertical eye diameter,mm,26.6,pectoral fin length,mm,344,2015-09-02T00:00:00Z,double fyke nets,15,137,,2012_leopoldkanaal,A69-1601-31890
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,62.6,total length,cm,6.85,horizontal eye diameter,mm,g,101.0273,durif index,female,FIII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-03T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-03T00:00:00Z,Clove oil,,0.3ml/L,,,,475,2012-07-03T12:45:00Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),7,vertical eye diameter,mm,30.2,pectoral fin length,mm,504,2015-09-01T00:00:00Z,double fyke nets,15,138,,2012_leopoldkanaal,A69-1601-31891
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,57.4,total length,cm,6.45,horizontal eye diameter,mm,g,104.1746,durif index,female,FIII,LEOPOLDKANAAL (STENENSCHUURBRUG),,2012-07-03T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEOPOLDKANAAL (STENENSCHUURBRUG),2012-07-03T00:00:00Z,Clove oil,,0.3ml/L,,,,476,2012-07-03T12:31:20Z,51.266644,3.661414,51.266644,3.661414,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEOPOLDKANAAL (STENENSCHUURBRUG),6.35,vertical eye diameter,mm,27.2,pectoral fin length,mm,299,2015-09-01T00:00:00Z,double fyke nets,15,139,,2012_leopoldkanaal,A69-1601-31892
2012 Leopoldkanaal,1,A69-1601,20,,Anguilla anguilla,European eel,59.2,total length,cm,7.1,horizontal eye diameter,mm,g,107.7381,durif index,female,FIII,LEGEMEERSBEEK,,2012-07-03T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,LEGEMEERSBEEK,2012-07-03T00:00:00Z,Clove oil,,0.3ml/L,,,,477,2012-07-03T11:00:27Z,51.26603,3.672103,51.26603,3.672103,,,,,,2016-02-02T11:28:21Z,2016-02-02T11:28:21Z,LEGEMEERSBEEK,6.75,vertical eye diameter,mm,27.6,pectoral fin length,mm,352,2015-09-01T00:00:00Z,double fyke nets,15,140,,2012_leopoldkanaal,A69-1601-31893
