projectname,projectmember,tag_code_space,person_id,animal_id,scientific_name,common_name,length,length_type,length_units,length2,length2_type,length2_units,weight_units,age,age_units,sex,life_stage,capture_location,capture_depth,utc_release_date_time,comments,est_tag_life,wild_or_hatchery,stock,dna_sample_taken,treatment_type,dissolved_oxygen,sedative,sedative_concentration,temperature_change,holding_temperature,preop_holding_period,post_op_holding_period,surgery_location,date_of_surgery,anaesthetic,buffer,anaesthetic_concentration,buffer_concentration_in_anaesthetic,anesthetic_concentration_in_recirculation,buffer_concentration_in_recirculation,id_pk,catched_date_time,capture_latitude,capture_longitude,release_latitude,release_longitude,surgery_latitude,surgery_longitude,recapture_date,implant_type,implant_method,date_modified,date_created,release_location,length3,length3_type,length3_units,length4,length4_type,length4_units,weight,end_date_tag,capture_method,project_fk,animal_tag_release_id_pk,thelma_converted_code,projectcode,tag_full_id
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,910,total length,mm,41.62,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-11-26T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,709,2015-11-26T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-28T08:42:20Z,2016-02-02T11:48:40Z,HH5,12.18,horizontal eye diameter,mm,10.95,vertical eye diameter,mm,1257.2,2017-04-16T00:00:00Z,double fyke nets,18,638,,2013_albertkanaal,A69-1601-38730
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,900,total length,mm,43.95,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-02T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,710,2015-12-02T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:51:43Z,2016-02-02T11:48:40Z,HH5,11.14,horizontal eye diameter,mm,9.97,vertical eye diameter,mm,1454.2,2017-04-22T00:00:00Z,double fyke nets,18,639,,2013_albertkanaal,A69-1601-38731
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,867,total length,mm,42.94,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-02T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,711,2015-12-02T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:52:23Z,2016-02-02T11:48:40Z,HH5,11.39,horizontal eye diameter,mm,11.16,vertical eye diameter,mm,1251.6,2017-04-22T00:00:00Z,double fyke nets,18,640,,2013_albertkanaal,A69-1601-38732
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,922,total length,mm,38.32,pectoral fin length,mm,g,,,female,FIII,sluis genk,,2015-12-02T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,712,2015-12-02T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:53:07Z,2016-02-02T11:48:40Z,HH5,10.4,horizontal eye diameter,mm,9.98,vertical eye diameter,mm,1982.6,2017-04-22T00:00:00Z,double fyke nets,18,641,,2013_albertkanaal,A69-1601-38733
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,736,total length,mm,37.8,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-02T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,713,2015-12-02T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:53:52Z,2016-02-02T11:48:40Z,HH5,9.25,horizontal eye diameter,mm,9.15,vertical eye diameter,mm,758,2017-04-22T00:00:00Z,double fyke nets,18,642,,2013_albertkanaal,A69-1601-38734
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,917,total length,mm,43.02,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-10T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,714,2015-12-10T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:57:51Z,2016-02-02T11:48:40Z,HH5,11.58,horizontal eye diameter,mm,11.58,vertical eye diameter,mm,1648.8,2017-04-30T00:00:00Z,double fyke nets,18,643,,2013_albertkanaal,A69-1601-38735
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,770,total length,mm,36.01,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-10T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,715,2015-12-10T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:58:36Z,2016-02-02T11:48:40Z,HH5,10.93,horizontal eye diameter,mm,10.48,vertical eye diameter,mm,957.5,2017-04-30T00:00:00Z,double fyke nets,18,644,,2013_albertkanaal,A69-1601-38736
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,850,total length,mm,46.77,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-11T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,716,2015-12-11T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:59:20Z,2016-02-02T11:48:40Z,HH5,13.23,horizontal eye diameter,mm,11.76,vertical eye diameter,mm,1368.4,2017-05-01T00:00:00Z,double fyke nets,18,645,,2013_albertkanaal,A69-1601-38737
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,720,total length,mm,31.04,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-11T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,717,2015-12-11T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T09:01:10Z,2016-02-02T11:48:40Z,HH5,11.33,horizontal eye diameter,mm,11.32,vertical eye diameter,mm,684.9,2017-05-01T00:00:00Z,double fyke nets,18,646,,2013_albertkanaal,A69-1601-38738
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,777,total length,mm,37.35,pectoral fin length,mm,g,,,female,FIII,sluis genk,,2015-12-16T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,718,2015-12-16T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T09:01:58Z,2016-02-02T11:48:40Z,HH5,9.33,horizontal eye diameter,mm,8.13,vertical eye diameter,mm,1059.6,2017-05-06T00:00:00Z,double fyke nets,18,647,,2013_albertkanaal,A69-1601-38739
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,846,total length,mm,37.24,pectoral fin length,mm,g,,,female,FIII,sluis genk,,2015-12-17T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,719,2015-12-17T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T09:02:49Z,2016-02-02T11:48:40Z,HH5,10.09,horizontal eye diameter,mm,9.73,vertical eye diameter,mm,1096.9,2017-05-07T00:00:00Z,double fyke nets,18,648,,2013_albertkanaal,A69-1601-38740
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,818,total length,mm,41.3,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-23T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2312,2016-11-23T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:22:58Z,2016-12-07T10:49:23Z,HH5,11.6,horizontal eye diameter,mm,9.9,vertical eye diameter,mm,1180,2018-04-14T00:00:00Z,double fyke nets,18,649,,2013_albertkanaal,A69-1601-38741
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,915,total length,mm,37.1,pectoral fin length,mm,g,,,female,FIII,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2313,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:23:14Z,2016-12-07T10:50:51Z,HH5,10.65,horizontal eye diameter,mm,10.3,vertical eye diameter,mm,1503,2018-04-16T00:00:00Z,double fyke nets,18,650,,2013_albertkanaal,A69-1601-38742
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,830,total length,mm,35.95,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2314,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:23:26Z,2016-12-07T10:51:30Z,HH5,10.85,horizontal eye diameter,mm,10.2,vertical eye diameter,mm,1282,2018-04-16T00:00:00Z,double fyke nets,18,651,,2013_albertkanaal,A69-1601-38743
2013 Albertkanaal,1,A69-1105,40,,Anguilla anguilla,European eel,890,total length,mm,42.03,pectoral fin length,mm,g,,,female,FIII,sluis genk,,2015-12-01T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,721,2015-12-01T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:48:28Z,2016-02-02T14:21:05Z,HH5,10.36,horizontal eye diameter,mm,9.52,vertical eye diameter,mm,1274.6,2016-09-27T00:00:00Z,double fyke nets,18,654,,2013_albertkanaal,A69-1105-101
2013 Albertkanaal,1,A69-1105,40,,Anguilla anguilla,European eel,945,total length,mm,48.37,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-02T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,723,2015-12-02T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:49:14Z,2016-02-02T14:21:05Z,HH5,11.59,horizontal eye diameter,mm,11.2,vertical eye diameter,mm,1671.9,2016-09-28T00:00:00Z,double fyke nets,18,655,,2013_albertkanaal,A69-1105-103
2013 Albertkanaal,1,A69-1105,40,,Anguilla anguilla,European eel,797,total length,mm,38.86,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-02T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,722,2015-12-02T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:48:49Z,2016-02-02T14:21:05Z,HH5,10.29,horizontal eye diameter,mm,9.77,vertical eye diameter,mm,1076.5,2016-09-28T00:00:00Z,double fyke nets,18,656,,2013_albertkanaal,A69-1105-102
2013 Albertkanaal,1,A69-1105,40,,Anguilla anguilla,European eel,820,total length,mm,43.34,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-02T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,724,2015-12-02T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:49:53Z,2016-02-02T14:21:05Z,HH5,11.13,horizontal eye diameter,mm,11.11,vertical eye diameter,mm,1278.6,2016-09-28T00:00:00Z,double fyke nets,18,657,,2013_albertkanaal,A69-1105-104
2013 Albertkanaal,1,A69-1105,40,,Anguilla anguilla,European eel,850,total length,mm,44.76,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-02T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,725,2015-12-02T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:50:53Z,2016-02-02T14:21:05Z,HH5,10.35,horizontal eye diameter,mm,9.49,vertical eye diameter,mm,1251.3,2016-09-28T00:00:00Z,double fyke nets,18,658,,2013_albertkanaal,A69-1105-105
2013 Albertkanaal,1,A69-1105,40,,Anguilla anguilla,European eel,862,total length,mm,38.58,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-03T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,726,2015-12-03T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:54:52Z,2016-02-02T14:21:05Z,HH5,11.13,horizontal eye diameter,mm,11.43,vertical eye diameter,mm,1004.6,2016-09-29T00:00:00Z,double fyke nets,18,659,,2013_albertkanaal,A69-1105-106
2013 Albertkanaal,1,A69-1105,40,,Anguilla anguilla,European eel,906,total length,mm,44.52,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-03T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,727,2015-12-03T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:55:33Z,2016-02-02T14:21:05Z,HH5,11.4,horizontal eye diameter,mm,12.13,vertical eye diameter,mm,1271.8,2016-09-29T00:00:00Z,double fyke nets,18,660,,2013_albertkanaal,A69-1105-107
2013 Albertkanaal,1,A69-1105,40,,Anguilla anguilla,European eel,832,total length,mm,36.6,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-03T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,728,2015-12-03T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2016-12-08T08:56:20Z,2016-02-02T14:21:05Z,HH5,11.6,horizontal eye diameter,mm,10.71,vertical eye diameter,mm,1171.2,2016-09-29T00:00:00Z,double fyke nets,18,661,,2013_albertkanaal,A69-1105-108
2013 Albertkanaal,1,A69-1105,40,,Anguilla anguilla,European eel,852,total length,mm,37.42,pectoral fin length,mm,g,,,female,FV,sluis genk,,2015-12-03T00:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,729,2015-12-03T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T16:26:01Z,2016-02-02T14:21:05Z,HH5,11.8,horizontal eye diameter,mm,10.57,vertical eye diameter,mm,1124.1,2016-09-29T00:00:00Z,double fyke nets,18,662,,2013_albertkanaal,A69-1105-109
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,857,total length,mm,33.9,pectoral fin length,mm,g,,,female,FIII,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2315,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:23:37Z,2016-12-07T10:52:13Z,HH5,11.55,horizontal eye diameter,mm,10.4,vertical eye diameter,mm,1212,2018-04-16T00:00:00Z,double fyke nets,18,663,,2013_albertkanaal,A69-1601-38744
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,799,total length,mm,40.5,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2316,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:23:51Z,2016-12-07T10:52:59Z,HH5,10.05,horizontal eye diameter,mm,9.7,vertical eye diameter,mm,1227,2018-04-16T00:00:00Z,double fyke nets,18,664,,2013_albertkanaal,A69-1601-38745
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,787,total length,mm,40.95,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2317,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:24:03Z,2016-12-07T10:53:45Z,HH5,11.5,horizontal eye diameter,mm,9.75,vertical eye diameter,mm,824,2018-04-16T00:00:00Z,double fyke nets,18,665,,2013_albertkanaal,A69-1601-38746
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,762,total length,mm,39.35,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2318,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:24:15Z,2016-12-07T10:54:23Z,HH5,10.5,horizontal eye diameter,mm,9.6,vertical eye diameter,MM,1046,2018-04-16T00:00:00Z,double fyke nets,18,666,,2013_albertkanaal,A69-1601-38747
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,853,total length,mm,38.55,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2319,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:24:32Z,2016-12-07T10:55:17Z,HH5,10.9,horizontal eye diameter,mm,10.25,vertical eye diameter,mm,1199,2018-04-16T00:00:00Z,double fyke nets,18,667,,2013_albertkanaal,A69-1601-38748
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,897,total length,mm,41.55,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2320,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:24:44Z,2016-12-07T10:56:06Z,HH5,10.6,horizontal eye diameter,mm,10.3,vertical eye diameter,mm,1385,2018-04-16T00:00:00Z,double fyke nets,18,668,,2013_albertkanaal,A69-1601-38749
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,760,total length,mm,37.25,pectoral fin length,mm,g,,,female,FIII,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2321,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:24:56Z,2016-12-07T10:57:20Z,HH5,9.15,horizontal eye diameter,mm,9.1,vertical eye diameter,mm,861,2018-04-16T00:00:00Z,double fyke nets,18,669,,2013_albertkanaal,A69-1601-38750
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,1010,total length,mm,42.2,pectoral fin length,mm,g,,,female,FIII,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2322,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:25:26Z,2016-12-07T10:58:40Z,HH5,10.95,horizontal eye diameter,mm,10.5,vertical eye diameter,mm,2093,2018-04-16T00:00:00Z,double fyke nets,18,670,,2013_albertkanaal,A69-1601-38751
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,745,total length,mm,36.1,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2323,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:25:42Z,2016-12-07T10:59:15Z,HH5,9.55,horizontal eye diameter,mm,9.95,vertical eye diameter,mm,904,2018-04-16T00:00:00Z,double fyke nets,18,671,,2013_albertkanaal,A69-1601-38752
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,926,total length,mm,40.95,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2324,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:25:56Z,2016-12-07T10:59:49Z,HH5,11.25,horizontal eye diameter,mm,11.1,vertical eye diameter,mm,1779,2018-04-16T00:00:00Z,double fyke nets,18,672,,2013_albertkanaal,A69-1601-38753
2013 Albertkanaal,1,A69-1601,40,,Anguilla anguilla,European eel,891,total length,mm,40,pectoral fin length,mm,g,,,female,FV,sluis Genk,,2016-11-25T00:00:00Z,,,wild,,,,,,,,,,,,,,,,,,,2325,2016-11-25T00:00:00Z,50.936,5.492112,51.016368,5.233414,,,,,,2019-03-14T15:26:09Z,2016-12-07T11:00:36Z,HH5,11.2,horizontal eye diameter,mm,10.45,vertical eye diameter,mm,1556,2018-04-16T00:00:00Z,double fyke nets,18,673,,2013_albertkanaal,A69-1601-38754
2011 Rivierprik,1,A69-1303,20,,Lampetra fluviatilis,river lamprey,40.6,total length,cm,,,,g,,,female,,WEIR ASPER,,2012-01-10T15:20:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,571,2012-01-10T00:00:00Z,,,,,,,,,,2017-01-23T10:44:04Z,2016-02-02T11:28:21Z,Bovenschelde Zwijnaarde - T.h.v. receiver stroomop stuw Tijarm,,,,,,,106,2012-06-12T13:00:00Z,,20,1125,,2011_rivierprik,A69-1303-41250
2013 Albertkanaal,1,A69-1601,40,,Salmo salar,Atlantic salmon,32,total length,cm,,,,g,,,unknown,,Ereze: Salmoniculture du Service Public Wallon (SPW) situe  Ereze. Les poissons proviennent de la production de smolts 2013.,,2015-04-22T00:00:00Z,,,hatchery,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,516,2015-04-22T00:00:00Z,,,50.614681,5.604782,,,,,,2019-03-14T09:30:15Z,2016-02-02T11:28:21Z,Grosses Battes,,,,,,,408.9,2015-06-25T00:00:00Z,,18,1139,,2013_albertkanaal,A69-1601-34478
2013 Albertkanaal,1,A69-1601,40,,Salmo salar,Atlantic salmon,31.1,total length,cm,,,,g,,,unknown,,Ereze: Salmoniculture du Service Public Wallon (SPW) situe  Ereze. Les poissons proviennent de la production de smolts 2013.,,2015-04-22T00:00:00Z,,,hatchery,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,517,2015-04-22T00:00:00Z,,,50.614681,5.604782,,,,,,2019-03-14T09:30:23Z,2016-02-02T11:28:21Z,Grosses Battes,,,,,,,308.2,2015-06-25T00:00:00Z,,18,1140,,2013_albertkanaal,A69-1601-34479
2013 Albertkanaal,1,A69-1601,40,,Salmo salar,Atlantic salmon,28,total length,cm,,,,g,,,unknown,,Ereze: Salmoniculture du Service Public Wallon (SPW) situe  Ereze. Les poissons proviennent de la production de smolts 2013.,,2015-04-22T00:00:00Z,,,hatchery,,,INTERNAL TAGGING,,,,,,,,,,,,,,,,518,2015-04-22T00:00:00Z,,,50.614681,5.604782,,,,,,2019-03-14T09:30:30Z,2016-02-02T11:28:21Z,Grosses Battes,,,,,,,287.3,2015-06-25T00:00:00Z,,18,1141,,2013_albertkanaal,A69-1601-34480
PhD Jan Reubens,0,A69-1303,30,T09,Gadus morhua,Atlantic cod,34.4,total length,cm,,,,,,,unknown,,D6,,2010-08-09T13:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,D6,2010-09-08T00:00:00Z,2-phenoxyethanol,,0.3ml/L,,,,671,2010-08-09T13:00:00Z,51.55066667,2.923666667,51.55066667,2.923666667,,,,,,2016-10-04T09:55:09Z,2016-02-02T11:48:40Z,D6,,,,,,,,2011-09-18T13:00:00Z,line fishing,16,1096,,phd_reubens,A69-1303-20692
PhD Jan Reubens,0,A69-1303,30,T10,Gadus morhua,Atlantic cod,32.8,total length,cm,,,,,,,unknown,,D6,,2010-08-09T13:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,D6,2010-09-08T00:00:00Z,2-phenoxyethanol,,0.3ml/L,,,,672,2010-08-09T13:00:00Z,51.55066667,2.923666667,51.55066667,2.923666667,,,,,,2016-10-04T09:55:59Z,2016-02-02T11:48:40Z,D6,,,,,,,,2011-09-18T13:00:00Z,line fishing,16,1097,,phd_reubens,A69-1303-20693
2015 PhD Verhelst,1,A69-1602,10,,Anguilla anguilla,European eel,64,total length,cm,8.63,horizontal eye diameter,mm,g,108.966,durif index,female,FV,ZEESCHELDE (RINGVAART. MERELBEKE),,2017-09-12T16:30:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZEESCHELDE (RINGVAART. MERELBEKE),2017-09-12T14:30:00Z,Clove oil,,0.02 ml/L,,,,2401,2017-09-12T14:44:00Z,51.006946,3.75252,51.006681,3.77807,,,,,,2017-09-13T15:02:44Z,2017-09-12T18:29:24Z,ZEESCHELDE (RINGVAART. MERELBEKE),7.75,vertical eye diameter,mm,33.24,pectoral fin length,mm,593,2020-06-30T16:30:00Z,double fyke nets,17,1390,,2015_phd_verhelst,A69-1602-30330
2015 PhD Verhelst,1,A69-1602,10,,Anguilla anguilla,European eel,58,total length,cm,8.56,horizontal eye diameter,mm,g,125.869,durif index,female,FV,ZEESCHELDE (RINGVAART. MERELBEKE),,2017-09-15T13:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZEESCHELDE (RINGVAART. MERELBEKE),2017-09-15T11:30:00Z,Clove oil,,0.02 ml/L,,,,2411,2017-09-15T12:18:00Z,51.006946,3.75252,51.006681,3.77807,,,,,,2017-09-15T14:03:10Z,2017-09-15T14:03:10Z,ZEESCHELDE (RINGVAART. MERELBEKE),8.26,vertical eye diameter,mm,36.7,pectoral fin length,mm,428.5,2020-07-03T13:00:00Z,double fyke nets,17,1400,,2015_phd_verhelst,A69-1602-30331
2015 PhD Verhelst,1,A69-1602,10,,Anguilla anguilla,European eel,63,total length,cm,9.26,horizontal eye diameter,mm,g,151.845,durif index,female,FV,ZEESCHELDE (RINGVAART. MERELBEKE),,2017-09-19T15:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZEESCHELDE (RINGVAART. MERELBEKE),2017-09-19T13:00:00Z,Clove oil,,0.02 ml/L,,,,2413,2017-09-19T13:20:00Z,51.006946,3.75252,51.006681,3.77807,,,,,,2017-09-19T15:12:03Z,2017-09-19T15:12:03Z,ZEESCHELDE (RINGVAART. MERELBEKE),9.17,vertical eye diameter,mm,32.27,pectoral fin length,mm,555.5,2020-07-06T13:00:00Z,double fyke nets,17,1402,,2015_phd_verhelst,A69-1602-30332
2015 PhD Verhelst,1,A69-1602,10,,Anguilla anguilla,European eel,61.5,total length,cm,7.52,horizontal eye diameter,mm,g,103.852,durif index,female,FIII,ZEESCHELDE (RINGVAART. MERELBEKE),,2017-09-19T15:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZEESCHELDE (RINGVAART. MERELBEKE),2017-09-19T13:00:00Z,Clove oil,,0.02 ml/L,,,,2414,2017-09-19T13:32:00Z,51.006946,3.75252,51.006681,3.77807,,,,,,2017-09-19T15:13:51Z,2017-09-19T15:13:51Z,ZEESCHELDE (RINGVAART. MERELBEKE),7.41,vertical eye diameter,mm,29.96,pectoral fin length,mm,494,2020-07-07T15:00:00Z,double fyke nets,17,1403,,2015_phd_verhelst,A69-1602-30333
2015 PhD Verhelst,1,A69-1602,10,,Anguilla anguilla,European eel,64.4,total length,cm,9.44,horizontal eye diameter,mm,g,114.564,durif index,female,FV,ZEESCHELDE (RINGVAART. MERELBEKE),,2017-09-19T15:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZEESCHELDE (RINGVAART. MERELBEKE),2017-09-19T13:00:00Z,Clove oil,,0.02 ml/L,,,,2415,2017-09-19T13:54:00Z,51.006946,3.75252,51.006681,3.77807,,,,,,2017-09-19T15:15:42Z,2017-09-19T15:15:42Z,ZEESCHELDE (RINGVAART. MERELBEKE),8.84,vertical eye diameter,mm,30.85,pectoral fin length,mm,614.3,2020-07-07T15:00:00Z,double fyke nets,17,1404,,2015_phd_verhelst,A69-1602-30334
2015 PhD Verhelst,1,A69-1602,10,,Anguilla anguilla,European eel,72,total length,cm,8.26,horizontal eye diameter,mm,g,131.054,durif index,female,FIII,ZEESCHELDE (RINGVAART. MERELBEKE),,2017-09-15T13:00:00Z,,,wild,,,INTERNAL TAGGING,,,,,,,,ZEESCHELDE (RINGVAART. MERELBEKE),2017-09-15T11:30:00Z,Clove oil,,0.02 ml/L,,,,2412,2017-09-15T12:40:00Z,51.006946,3.75252,51.006681,3.77807,,,,,,2017-09-15T14:04:40Z,2017-09-15T14:04:40Z,ZEESCHELDE (RINGVAART. MERELBEKE),7.25,vertical eye diameter,mm,30.26,pectoral fin length,mm,534.9,2020-07-03T13:00:00Z,double fyke nets,17,1401,,2015_phd_verhelst,A69-1602-30335
