receiver,receiver_status,projectname,projectcode,projectmember,drop_dead_date,download_date_time,deploy_date_time,recover_date_time,bottom_depth,riser_length,instrument_depth,check_complete_time,sync_date_time,voltage_at_deploy,ar_confirm,data_downloaded,voltage_at_download,time_drift,comments,id_pk,receiver_fk,location_name,location_manager,location_description,deploy_lat,deploy_long,recover_lat,recover_long,station_name,intended_lat,intended_long,date_created,date_modified,battery_install_date,ar_battery_install_date,distance_to_mouth,source,transmit_profile,transmit_power_output,log_temperature_stats_period,log_temperature_sample_period,log_tilt_sample_period,log_noise_stats_period,log_noise_sample_period,log_depth_stats_period,log_depth_sample_period,project_fk,mooring_type,deployment_type,activation_datetime,valid_data_until_datetime
VR2W-127031,Available,Albertkanaal,albert,1,,2015-10-06T00:00:00Z,2015-07-13T00:00:00Z,2015-10-06T00:00:00Z,,,,,,,,VR2W_127031_20151006_1.csv,,,,3014,1120,S16,,VPS netwerk Ham,51.097907,5.109191,,,S16,51.097907,5.109191,2017-09-29T10:08:48Z,2017-09-29T10:10:37Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127022,Available,Albertkanaal,albert,1,,2015-10-05T00:00:00Z,2015-07-13T00:00:00Z,2015-10-05T00:00:00Z,,,,,,,,VR2W_127022_20151005_1.csv,,,"synchronisatietag 65045, has_weight:, is_moored:, deploy_number:1",2960,1165,S17,,VPS netwerk Ham,51.098163,5.109424,,,S17,51.098163,5.109424,2017-09-29T07:14:01Z,2017-09-29T07:15:11Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127022,Available,Albertkanaal,albert,1,,2016-01-28T00:00:00Z,2015-10-05T00:00:00Z,2016-01-28T00:00:00Z,,,,,,,,VR2W_127022_20160128_1.csv,,,,2961,1165,S17,,VPS netwerk Ham,51.098163,5.109424,,,S17,51.098163,5.109424,2017-09-29T07:15:11Z,2017-09-29T07:22:09Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2AR-545718,Active,PC4C,pc4c,0,2018-09-01T00:00:00Z,2017-09-29T00:00:00Z,2017-07-04T00:00:00Z,2017-09-28T00:00:00Z,,,,,,,,VR2AR_545718_20170929_1.csv,,,,2726,1031,PC4C-C05-1,,,51.66781,2.799806,51.66771,2.79979,PC4C-C05-1,51.66771794,2.7997980915,2017-07-07T14:36:32Z,2017-09-29T07:29:07Z,,,,,Sync,High,43200,3600,600,600,600,21600,3600,617,,acoustic_telemetry,,
VR2W-124068,Lost,Albertkanaal,albert,1,2016-09-29T00:00:00Z,,2015-09-29T00:00:00Z,2015-12-24T00:00:00Z,,,,,,,,,,,Bij controle eind 2015 was de receiver verdwenen,2955,1143,11,,RO Maas aan een trapje; thv sociéte Mantegro,50.702052,5.67876,,,ak-13,,,2017-09-29T06:51:29Z,2017-10-25T12:06:41Z,,,,source excel inbo,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127022,Available,Albertkanaal,albert,1,,2015-07-13T00:00:00Z,2015-07-09T00:00:00Z,2015-07-13T00:00:00Z,,,,,,,,VR2W_127022_20150713_1.csv,,,,2962,1165,S17,,VPS netwerk Ham,51.098163,5.109424,,,S17,51.098163,5.109424,2017-09-29T07:22:09Z,2017-09-29T07:30:41Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127738,Active,Zeeschelde,zeeschelde,1,2018-07-12T00:00:00Z,2018-01-31T00:00:00Z,2017-10-17T00:00:00Z,2018-01-31T00:00:00Z,,,,,,,,VR2W_127738_20180131_1.csv,,,,3065,1253,BURCHT,8,"Burcht, RO aan bord 'zinker olieleiding' ; petroleumkaai/benzineweg, jaagpad nemen aan Q8",51.19068,4.33602,51.1907,4.336,s-9a,51.19068,4.33602,2017-10-19T08:55:27Z,2018-02-05T18:41:21Z,,,,,,,,,,,,,,5,,acoustic_telemetry,,
VR2W-127022,Available,Albertkanaal,albert,1,2017-08-04T00:00:00Z,2017-10-27T00:00:00Z,2017-06-23T00:00:00Z,2017-10-27T00:00:00Z,,,,,,,,VR2W_127022_20171027_1.csv,,,,2715,1165,S17,,VPS netwerk Ham,51.098163,5.109424,,,S17,51.098163,5.109424,2017-07-04T11:49:15Z,2017-11-08T13:43:19Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127023,Available,Albertkanaal,albert,1,,2015-07-13T00:00:00Z,2015-07-09T00:00:00Z,2015-07-13T00:00:00Z,,,,,,,,VR2W_127023_20150713_1.csv,,,"synchronisatietag 65040, has_weight:, is_moored:, deploy_number:1",2965,1088,S02,,VPS netwerk Ham,51.096973,5.110242,,,S02,51.096973,5.110242,2017-09-29T07:36:27Z,2017-09-29T07:37:00Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127023,Available,Albertkanaal,albert,1,2016-07-13T00:00:00Z,2016-01-08T00:00:00Z,2015-10-05T00:00:00Z,2016-01-08T00:00:00Z,,,,,,,,VR2W_127023_20160108_1.csv,,,"synchronisatietag 65040, has_weight:, is_moored:, deploy_number:1",1509,1088,S02,,VPS netwerk Ham,51.096973,5.110242,,,S02,51.096973,5.110242,2016-01-22T10:59:28Z,2017-09-29T07:38:08Z,,,,source excel inbo,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-124062,Active,Maas,maas,1,2016-10-15T00:00:00Z,2014-11-12T00:00:00Z,2014-04-03T00:00:00Z,2014-11-12T00:00:00Z,,,,,,,,VR2W_124062_20141112_1.csv,,,"Michael, has_weight:, is_moored:, deploy_number:1",1584,1227,6,"",Maas LO; aan een trapje aan het Aaquarium,50.62285,5.580676,,,ak-4,,,2016-01-22T10:59:28Z,2017-09-29T06:29:25Z,,,,source excel inbo,,,,,,,,,,13,,acoustic_telemetry,,
VR2W-124062,Active,Maas,maas,1,2016-10-15T00:00:00Z,2015-09-29T00:00:00Z,2014-11-12T00:00:00Z,2015-09-29T00:00:00Z,,,,,,,,VR2W_124062_20150929_1.csv,,,,2946,1227,6,"",Maas LO; aan een trapje aan het Aaquarium,50.62285,5.580676,,,ak-4,,,2017-09-29T06:29:25Z,2017-09-29T06:30:03Z,,,,source excel inbo,,,,,,,,,,13,,acoustic_telemetry,,
VR2W-124062,Active,Maas,maas,1,2016-10-15T00:00:00Z,,2015-09-29T00:00:00Z,,,,,,,,,,,,,2947,1227,6,"",Maas LO; aan een trapje aan het Aaquarium,50.62285,5.580676,,,ak-4,,,2017-09-29T06:30:03Z,2017-09-29T06:30:03Z,,,,source excel inbo,,,,,,,,,,13,,acoustic_telemetry,,
VR2W-124063,Active,Maas,maas,1,2016-09-29T00:00:00Z,2014-11-12T00:00:00Z,2014-04-03T00:00:00Z,2014-11-12T00:00:00Z,,,,,,,,VR2W_124063_20141112_1.csv,,,"Michael, has_weight:, is_moored:, deploy_number:1",1577,1089,7,"",RO afledingskanaal; voor de brug 'Bressoux'; ter hoogte van rue Douffet,50.636918,5.585103,,,ak-7,,,2016-01-22T10:59:28Z,2017-09-29T06:32:26Z,,,,source excel inbo,,,,,,,,,,13,,acoustic_telemetry,,
VR2Tx-480061,Active,BPNS,bpns,0,2018-09-04T00:00:00Z,2018-03-13T00:00:00Z,2017-04-04T00:00:00Z,2018-03-12T23:00:00Z,,,,,,,,VR2Tx_480061_20180313_1.csv,,,,3520,1107,bpns-BIRKENFELS,,,51.649333,2.533833333,51.64933,2.53383,bpns-BIRKENFELS,51.649333,2.533833333,2018-03-27T13:37:42Z,2018-03-27T13:51:03Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-127023,Available,Albertkanaal,albert,1,,2015-09-30T00:00:00Z,2015-07-13T00:00:00Z,2015-09-30T00:00:00Z,,,,,,,,VR2W_127023_20150930_1.csv,,,,2966,1088,S02,,VPS netwerk Ham,51.096973,5.110242,,,S02,51.096973,5.110242,2017-09-29T07:37:00Z,2017-09-29T07:38:44Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127023,Available,Albertkanaal,albert,1,,2015-10-05T00:00:00Z,2015-09-30T00:00:00Z,2015-10-05T00:00:00Z,,,,,,,,VR2W_127023_20151005_1.csv,,,,2967,1088,S02,,VPS netwerk Ham,51.096973,5.110242,,,S02,51.096973,5.110242,2017-09-29T07:38:44Z,2017-09-29T07:43:07Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127023,Available,Albertkanaal,albert,1,2016-07-13T00:00:00Z,2016-08-24T00:00:00Z,2016-04-11T00:00:00Z,2016-08-24T00:00:00Z,,,,,,,,VR2W_127023_20160824_1.csv,,,,1830,1088,S07,,VPS netwerk Ham,51.096973,5.110242,,,S07,51.096973,5.110242,2016-01-28T12:04:24Z,2017-09-29T07:53:13Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127023,Available,Albertkanaal,albert,1,,2016-04-11T00:00:00Z,2016-02-11T00:00:00Z,2016-04-11T00:00:00Z,,,,,,,,VR2W_127023_20160411_1.csv,,,,2970,1088,S02,,VPS netwerk Ham,51.096973,5.110242,,,S02,51.096973,5.110242,2017-09-29T07:53:52Z,2017-09-29T07:56:28Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127024,Available,Albertkanaal,albert,1,,2015-07-13T00:00:00Z,2015-07-09T00:00:00Z,2015-07-13T00:00:00Z,,,,,,,,VR2W_127024_20150713_1.csv,,,"synchronisatietag 65042, has_weight:, is_moored:, deploy_number:1",2972,1093,S13,,VPS netwerk Ham,51.097103,5.111644,,,S13,51.097103,5.111644,2017-09-29T08:01:26Z,2017-09-29T08:01:45Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127024,Available,Albertkanaal,albert,1,2017-08-04T00:00:00Z,2016-08-31T00:00:00Z,2016-01-28T00:00:00Z,2016-08-31T00:00:00Z,,,,,,,,VR2W_127024_20160831_1.csv,,,"synchronisatietag 65042, has_weight:, is_moored:, deploy_number:1",1511,1093,S13,,VPS netwerk Ham,51.097103,5.111644,,,S13,51.097103,5.111644,2016-01-22T10:59:28Z,2017-09-29T08:03:26Z,,,,source excel inbo,,,,,,,,,,14,,acoustic_telemetry,,
VR2AR-546891,Active,PC4C,pc4c,0,2018-09-01T00:00:00Z,2017-09-29T00:00:00Z,2017-07-04T09:00:00Z,2017-09-28T00:00:00Z,,,,,,,,VR2AR_546891_20170929_1.csv,,,,2725,1352,PC4C-F05-2,,,51.70418,2.80918,51.70405,2.80895,PC4C-F05-2,51.7040514,2.80895223,2017-07-06T14:19:08Z,2017-09-29T08:16:38Z,,,,,Sync,High,43200,3600,600,600,600,21600,3600,617,,acoustic_telemetry,,
VR2W-127023,Available,Albertkanaal,albert,1,2017-08-04T00:00:00Z,2017-10-26T00:00:00Z,2017-06-23T00:00:00Z,2017-10-26T00:00:00Z,,,,,,,,VR2W_127023_20171026_1.csv,,,,2716,1088,S07,,VPS netwerk Ham,51.096973,5.110242,,,S07,51.096973,5.110242,2017-07-04T12:56:54Z,2017-11-08T14:40:50Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127031,Available,Albertkanaal,albert,1,,2016-01-28T00:00:00Z,2015-10-06T00:00:00Z,2016-01-28T00:00:00Z,,,,,,,,VR2W_127031_20160128_1.csv,,,,3015,1120,S16,,VPS netwerk Ham,51.097907,5.109191,,,S16,51.097907,5.109191,2017-09-29T10:10:37Z,2017-09-29T10:16:07Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2AR-546620,Active,PC4C,pc4c,0,2018-09-01T00:00:00Z,2018-01-11T00:00:00Z,2017-09-28T00:00:00Z,2018-01-11T00:00:00Z,,,,,,,,VR2AR_546620_20180111_1.csv,,,,2975,1328,PC4C-F05-2,,,51.70418,2.80918,51.70405,2.80895,PC4C-F05-2,51.7040514,2.80895223,2017-09-29T08:05:45Z,2018-01-14T18:41:35Z,,,,,Sync,High,43200,3600,600,600,600,21600,3600,617,,acoustic_telemetry,,
POD-2422,Available,Lifewatch,cpod-lifewatch,0,,2017-03-22T10:53:00Z,2016-08-30T09:50:00Z,2017-03-22T10:53:00Z,,,,,,,,,,,,2590,1335,,,,51.5666667,2.983333,,,bpns-Lottobuoy,,,2017-03-21T10:53:29Z,2017-03-27T07:34:41Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2016-08-26T11:49:00Z,2016-10-04T21:30:00Z
POD-2420,Lost,Lifewatch,cpod-lifewatch,0,2016-08-02T00:00:00Z,2017-03-22T07:40:00Z,2016-05-02T08:02:00Z,2016-06-28T09:00:00Z,,,,,,,,,,,,2583,1340,,,,51.2891667,2.8653333,,,bpns-Oostendebank Oost,,,2017-03-21T10:40:14Z,2017-10-02T09:37:43Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2016-04-19T06:53:00Z,2016-06-28T11:30:00Z
POD-2750,Lost,Lifewatch,cpod-lifewatch,0,2016-10-14T00:00:00Z,2017-03-21T13:10:00Z,2016-07-14T12:45:00Z,2016-10-24T14:00:00Z,,,,,,,,,,,battery exploded,2586,1339,,,,51.704417,2.812594,,,bpns-Reefballs Belwind,,,2017-03-21T10:45:32Z,2017-04-11T13:55:58Z,,,,,,,,,,,,,,638,bottom-mooring,cpod,2016-07-14T06:41:00Z,2016-09-09T23:30:00Z
POD-2423,Lost,Lifewatch,cpod-lifewatch,0,2014-09-20T00:00:00Z,2017-03-22T12:32:00Z,2014-06-23T00:00:00Z,2014-09-17T12:00:00Z,,,,,,,,,,,,2573,1337,,,,51.5666667,2.983333,,,bpns-Lottobuoy,,,2017-03-21T09:57:59Z,2017-04-04T08:17:10Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2014-06-20T14:24:00Z,2014-08-09T11:30:00Z
VR2W-120095,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-15T16:10:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_120095_20180323_1.csv,,,,3192,1156,Midden voor gemaal,,Twee stenen,52.220129,4.973093,,,Vinkeveen gemaal,,,2017-10-20T15:44:00Z,2018-04-20T16:44:31Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-129572,Active,BPNS,bpns,0,2019-08-14T00:00:00Z,2018-09-26T00:00:00Z,2018-03-14T12:00:00Z,2018-09-26T00:00:00Z,,,,,,,,VR2W_129572_20180926_1.csv,,,LOST,3514,1308,Buitenratel,,,51.1937,2.4653,,,bpns-buitenratel,,,2018-03-19T11:58:53Z,2018-09-28T05:17:41Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-120096,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-15T10:35:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_120096_20180323_1.csv,,,,3193,1580,Bij palenrij rechts,,Twee stenen,52.339692,4.84694,,,Schinkelsluis,,,2017-10-20T15:44:00Z,2018-04-20T16:45:33Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-119064,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-14T13:11:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_119064_20180323_1.csv,,,,3211,1604,NZK zijde,,"Twee stenen, achter laatste paal, evenwijdig aan palenrij ",52.437818,4.826197,,,Zaangemaal 3,,,2017-10-20T15:44:00Z,2018-04-20T16:45:36Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-119062,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-14T10:40:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_119062_20180323_1.csv,,,,3210,1603,Bij kleine sluis,,Twee stenen,52.430802,4.783545,,,Overtoom 2,,,2017-10-20T15:44:00Z,2018-04-20T16:56:56Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-120097,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-15T16:20:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_120097_20180323_1.csv,,,,3194,1581,Voor sluis links,,"Enkele steen, vast aan 3e paal van links.",52.220603,4.972182,,,Vinkeveen sluis,,,2017-10-20T15:44:00Z,2018-04-20T17:09:24Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-120098,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-19T14:00:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_120098_20180323_1.csv,,,,3195,1582,40 meter voor kanaal,,Twee stenen,52.394583,4.772506,,,Halfweg NZKzijde,,,2017-10-20T15:44:00Z,2018-04-20T17:09:27Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-130584,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-15T14:10:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_130584_20180323_1.csv,,,,3196,1583,Slootje,,"Twee stenen, steen aan linker oever",52.242178,5.047687,,,Loosdracht 2b gemaal,,,2017-10-20T15:44:00Z,2018-04-20T17:09:38Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-130586,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-14T16:27:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_130586_20180323_1.csv,,,,3198,1585,Zaan,,"Enkele steen, derde pilarenrij, Aan metalen kruis achterkant dieptebord, steen ligt links van bord",52.463171,4.812326,,,Koog ad Zaan,,,2017-10-20T15:44:00Z,2018-04-20T17:09:41Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-130587,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-14T15:30:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_130587_20180323_1.csv,,,,3199,1586,NZK zijde,,"Twee stenen, verlengde palenblok ",52.383677,4.907053,,,Willem 2 sluis 2,,,2017-10-20T15:44:00Z,2018-04-20T17:10:22Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-130585,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2018-03-23T00:00:00Z,2017-09-14T14:35:00Z,2018-03-23T00:00:00Z,,,,,,,,VR2W_130585_20180323_1.csv,,,,3197,1584,Polderzijde,,"Twee stenen, meest rechtse paal",52.408992,4.909988,,,Kadoelen 2,,,2017-10-20T15:44:00Z,2018-04-20T17:18:00Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-110778,Active,BPNS,bpns,0,2017-05-13T00:00:00Z,2018-03-14T00:00:00Z,2017-04-04T00:00:00Z,2018-03-14T00:00:00Z,,,,,,,,VR2W_110778_20180314_1.csv,,,No connection at first; replaced,2650,772,KB-2,,,51.350667,2.703666667,,,bpns-KB2,51.350667,2.703666667,2017-04-07T07:22:40Z,2018-03-22T21:40:53Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2AR-546891,Active,PC4C,pc4c,0,2019-03-11T00:00:00Z,2018-03-13T00:00:00Z,2018-01-11T11:00:00Z,2018-03-12T23:00:00Z,,,,,,,,VR2AR_546891_20180313_1.csv,,,,3391,1352,PC4C-F05-2,,,51.70403,2.80869,51.70405,2.80895,PC4C-F05-2,51.7040514,2.80895223,2018-01-14T18:41:35Z,2018-03-27T13:33:17Z,,,,,Sync,High,43200,3600,600,600,600,21600,3600,617,,acoustic_telemetry,,
VR2AR-546894,Active,PC4C,pc4c,0,2019-03-11T00:00:00Z,2018-03-13T00:00:00Z,2018-01-11T11:00:00Z,2018-03-12T23:00:00Z,,,,,,,,VR2AR_546894_20180313_1.csv,,,,3393,1355,PC4C-F05-5,,,51.70131,2.80888,51.70135,2.80896,PC4C-F05-5,51.70135405,2.808963589,2018-01-14T18:44:57Z,2018-03-27T13:33:37Z,,,,,Sync,High,43200,3600,600,600,600,21600,3600,617,,acoustic_telemetry,,
VR2W-122329,Active,Westerschelde 2,ws2,1,2017-12-22T00:00:00Z,2018-03-30T00:00:00Z,2017-02-15T00:00:00Z,2018-03-29T00:00:00Z,,,,,,,,VR2W_122329_20180330_1.csv,,,,2540,1233,Q2C,,Rechteroever in de Schelde,51.4169613,3.7188079,51.41696,3.71881,ws-2C,51.4169613,3.7188079,2017-02-15T19:24:34Z,2018-03-30T11:22:02Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-127715,Active,BPNS,bpns,0,2017-08-02T00:00:00Z,2018-03-29T00:00:00Z,2016-05-02T00:00:00Z,2018-03-26T23:30:00Z,,,,,,,,VR2W_127715_20180329_1.csv,,,,2064,1055,bpns-Kilmore,,,51.3955,2.4965,51.3955,2.4965,bpns-Kilmore,51.3955,2.4965,2016-05-26T12:08:01Z,2018-03-30T12:15:09Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
POD-409,Available,Lifewatch,cpod-lifewatch,0,2017-06-10T00:00:00Z,2017-08-16T15:04:00Z,2017-03-10T10:00:00Z,2017-08-09T13:00:00Z,,,,,,,,,,,Data processing: issues with trains of quality Lo,2602,1351,,,,51.704417,2.812594,,,bpns-Reefballs Belwind,,,2017-03-21T11:19:39Z,2017-09-29T09:21:42Z,,,,,,,,,,,,,,638,bottom-mooring,cpod,2017-03-08T14:34:00Z,2017-08-09T12:30:00Z
POD-2421,Active,Lifewatch,cpod-lifewatch,0,2016-01-26T00:00:00Z,2017-03-23T20:10:00Z,2015-10-26T00:00:00Z,2016-08-19T09:00:00Z,,,,,,,,,,,,2579,1336,,,,51.4611667,3.107,,,bpns-WK12,,,2017-03-21T10:28:17Z,2017-04-05T06:49:33Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2015-09-23T15:52:00Z,2015-12-20T11:00:00Z
POD-2730,Active,Lifewatch,cpod-lifewatch,0,,2017-03-24T14:38:00Z,2016-10-25T14:00:00Z,2017-03-24T14:38:00Z,,,,,,,,,,,,2594,1343,,,,51.704417,2.812594,,,bpns-Reefballs Belwind,,,2017-03-21T11:02:10Z,2017-03-27T07:23:55Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2016-10-21T10:55:00Z,2017-03-10T11:30:00Z
POD-2729,Active,Lifewatch,cpod-lifewatch,0,2016-01-06T00:00:00Z,2017-03-27T08:56:00Z,2015-10-06T00:00:00Z,2016-07-14T00:00:00Z,,,,,,,,,,,,2578,1342,,,,51.704417,2.812594,,,bpns-Reefballs Belwind,,,2017-03-21T10:25:32Z,2017-04-11T13:51:32Z,,,,,,,,,,,,,,638,bottom-mooring,cpod,2015-09-23T14:23:00Z,2016-03-10T06:30:00Z
POD-2750,Lost,Lifewatch,cpod-lifewatch,0,2017-03-06T00:00:00Z,,2016-12-09T08:35:00Z,,,,,,,,,,,,LOST,2598,1339,,,,51.2891666667,2.8653333333,,,bpns-Oostendebank Oost,,,2017-03-21T11:11:14Z,2017-04-05T06:38:33Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2016-12-06T13:30:00Z,
POD-2724,Lost,Lifewatch,cpod-lifewatch,0,2016-12-19T00:00:00Z,2017-03-30T15:14:00Z,2016-08-19T09:00:00Z,2016-12-14T09:00:00Z,,,,,,,,,,,battery was still on,2587,1341,,,,51.4553333333,3.102,,,bpns-WK9,,,2017-03-21T10:46:49Z,2017-04-11T13:58:59Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2016-08-17T13:02:00Z,2016-12-14T09:00:00Z
POD-2420,Lost,Lifewatch,cpod-lifewatch,0,2016-01-10T10:00:00Z,2017-03-21T15:30:00Z,2015-10-01T12:00:00Z,2016-03-10T11:07:00Z,,,,,,,,,,,,2576,1340,,,,51.4325,2.802,,,bpns-VG2,,,2017-03-21T10:19:55Z,2017-04-04T08:08:55Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2015-09-23T16:03:00Z,2015-11-30T12:30:00Z
POD-2723,Lost,Lifewatch,cpod-lifewatch,0,2016-10-14T00:00:00Z,2017-03-24T11:22:00Z,2016-07-14T07:35:00Z,2016-10-24T11:11:00Z,,,,,,,,,,,,2584,1345,,,,51.2891667,2.8653333,,,bpns-Oostendebank Oost,,,2017-03-21T10:42:00Z,2017-04-05T06:43:42Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2016-06-27T07:42:00Z,2016-10-01T08:00:00Z
POD-2578,Available,Lifewatch,cpod-lifewatch,0,2017-03-14T00:00:00Z,2017-03-30T15:43:00Z,2016-12-14T09:00:00Z,2017-03-29T17:22:00Z,,,,,,,,,,,,2597,1347,,,,51.4553333333,3.102,,,bpns-WK9,,,2017-03-21T11:08:28Z,2017-04-05T14:45:43Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2016-12-06T13:24:00Z,2017-03-29T17:30:00Z
POD-2730,Active,Lifewatch,cpod-lifewatch,0,2016-01-31T00:00:00Z,2017-03-22T07:53:00Z,2015-10-29T00:00:00Z,2016-01-20T00:00:00Z,,,,,,,,,,,,2580,1343,,,,51.2325,2.6431667,,,bpns-D1,,,2017-03-21T10:29:39Z,2017-04-05T14:50:08Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2015-09-23T15:44:00Z,2015-11-20T04:30:00Z
POD-2578,Available,Lifewatch,cpod-lifewatch,0,2017-01-24T00:00:00Z,,2016-10-24T07:40:00Z,2016-12-01T10:00:00Z,,,,,,,,,,,,2592,1347,,,,51.2891666667,2.8653333333,,,bpns-Oostendebank Oost,,,2017-03-21T10:57:46Z,2017-09-21T12:03:55Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2016-10-05T10:40:00Z,2016-12-01T09:30:00Z
POD-2421,Active,Lifewatch,cpod-lifewatch,0,2014-10-17T10:00:00Z,2017-03-31T08:32:00Z,2014-07-17T12:25:00Z,2014-09-22T00:00:00Z,,,,,,,,,,,,2623,1336,,,,51.669075,2.8019683,,,bpns-Belwind C05,,,2017-03-31T08:22:08Z,2017-04-04T08:07:20Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2014-07-16T15:54:00Z,2014-09-19T19:25:00Z
POD-2751,Lost,Lifewatch,cpod-lifewatch,0,2015-12-23T00:00:00Z,,2015-09-23T00:00:00Z,,,,,,,,,,,,LOST,2627,1338,,,,51.2871667,2.8791667,,,bpns-Wenduinebank West,,,2017-03-31T13:45:36Z,2017-04-05T06:44:08Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2015-09-23T15:09:00Z,
POD-2422,Available,Lifewatch,cpod-lifewatch,0,2017-06-10T00:00:00Z,2017-06-20T11:02:00Z,2017-03-10T15:31:00Z,2017-06-20T10:40:00Z,,,,,,,,,,,,2622,1335,,,,51.4491666667,2.8786666667,,,bpns-Gootebank,,,2017-03-27T07:47:28Z,2017-10-02T09:06:36Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2017-02-15T09:16:00Z,2017-06-20T10:00:00Z
POD-2730,Active,Lifewatch,cpod-lifewatch,0,2017-07-04T11:00:00Z,,2017-04-04T11:40:00Z,2017-09-01T00:00:00Z,,,,,,,,,,,"STRANDED,",2629,1343,,,,51.6493333,2.5338333,,,bpns-Birkenfels,,,2017-04-05T06:27:20Z,2017-10-09T10:14:01Z,,,,,,,,,,,,,,638,bottom-mooring,cpod,2017-03-13T13:48:00Z,2017-07-24T13:00:00Z
POD-2977,Available,Lifewatch,cpod-lifewatch,0,2017-06-29T00:00:00Z,,2017-03-29T00:00:00Z,2017-06-20T09:30:00Z,,,,,,,,,,,Retrieval: pod FULL of barnacles (inside metal casing as well),2625,1349,,,,51.4553333333,3.102,,,bpns-WK9,,,2017-03-31T13:37:21Z,2017-09-25T10:03:52Z,,,,,,,,,,,,,,638,surface-buoy,cpod,2017-03-17T13:09:00Z,2017-06-20T07:30:00Z
