receiver,receiver_status,projectname,projectcode,projectmember,drop_dead_date,download_date_time,deploy_date_time,recover_date_time,bottom_depth,riser_length,instrument_depth,check_complete_time,sync_date_time,voltage_at_deploy,ar_confirm,data_downloaded,voltage_at_download,time_drift,comments,id_pk,receiver_fk,location_name,location_manager,location_description,deploy_lat,deploy_long,recover_lat,recover_long,station_name,intended_lat,intended_long,date_created,date_modified,battery_install_date,ar_battery_install_date,distance_to_mouth,source,transmit_profile,transmit_power_output,log_temperature_stats_period,log_temperature_sample_period,log_tilt_sample_period,log_noise_stats_period,log_noise_sample_period,log_depth_stats_period,log_depth_sample_period,project_fk,mooring_type,deployment_type,activation_datetime,valid_data_until_datetime
VR2W-123832,Active,Westerschelde 1,ws1,0,2016-12-09T00:00:00Z,2016-09-21T00:00:00Z,2016-03-24T00:00:00Z,2016-09-21T00:00:00Z,,,,,,,,VR2W_123832_20160921_1.csv,,,,2023,1065,OG-10,5,"",51.474675,3.510681,51.47468,3.51068,ws-OG10,,,2016-03-24T20:13:21Z,2016-09-21T21:00:02Z,,,,,,,,,,,,,,613,,acoustic_telemetry,,
VR2-5326,Returned to manufacturer,Bovenschelde,bovenschelde,1,,2012-02-02T00:00:00Z,2011-01-01T00:00:00Z,2012-02-02T00:00:00Z,,,,,,,,VR2_5326_20120202_1.csv,,,,2388,1313,Bovenschelde - Halverwege Merelbeke/Asper,,,50.972336097,3.7015051195,,,MerAsp,,,2016-10-18T14:20:35Z,2016-10-18T14:21:44Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2-5326,Returned to manufacturer,Bovenschelde,bovenschelde,1,,2012-02-28T00:00:00Z,2012-02-02T00:00:00Z,2012-02-28T00:00:00Z,,,,,,,,VR2_5326_20120228_1.csv,,,,2389,1313,Bovenschelde - Halverwege Merelbeke/Asper,,,50.972336097,3.7015051195,,,MerAsp,,,2016-10-18T14:21:44Z,2016-10-18T14:21:45Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2-5326,Returned to manufacturer,Bovenschelde,bovenschelde,1,,2012-09-03T00:00:00Z,2012-02-28T00:00:00Z,2012-09-03T00:00:00Z,,,,,,,,VR2_5326_20120903_1.csv,,,,2390,1313,Bovenschelde - Halverwege Merelbeke/Asper,,,50.972336097,3.7015051195,,,MerAsp,,,2016-10-18T14:21:45Z,2016-10-18T14:21:46Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-115442,Active,Zeeschelde,zeeschelde,1,2017-02-23T00:00:00Z,2017-04-12T00:00:00Z,2016-09-27T00:00:00Z,2017-04-12T00:00:00Z,,,,,,,,VR2W_115442_20170412_1.csv,,,,2245,1235,Bornem,,"Buitenland 58-60, Bornem; RO onder de brug (aanlegsteiger)",51.11414,4.24123,51.1141,4.2412,s-7,51.11414,4.24123,2016-09-27T16:01:21Z,2017-04-12T19:35:05Z,,,,,,,,,,,,,,5,,acoustic_telemetry,,
VR2AR-546893,Active,PC4C,pc4c,0,2018-09-01T00:00:00Z,2017-09-29T00:00:00Z,2017-07-04T09:00:00Z,2017-09-28T00:00:00Z,,,,,,,,VR2AR_546893_20170929_1.csv,,,,2738,1354,PC4C-F05-4,,,51.702026,2.810773,51.70203,2.81083,PC4C-F05-4,51.70203177,2.810839611,2017-07-07T14:56:26Z,2017-09-29T08:51:39Z,,,,,Sync,High,43200,3600,600,600,600,21600,3600,617,,acoustic_telemetry,,
VR2W-122362,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-04-28T00:00:00Z,2015-04-23T00:00:00Z,2015-04-28T00:00:00Z,,,,,,,,VR2W_122362_20150428_1.csv,,,,1768,1231,"","","SO stuw, LO op top ""eilandje""",51.0229057,4.497271313,,,M-3,,,2016-01-28T11:53:16Z,2016-01-28T11:53:17Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-122362,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-04-29T00:00:00Z,2015-04-28T00:00:00Z,2015-04-29T00:00:00Z,,,,,,,,VR2W_122362_20150429_1.csv,,,,1769,1231,"","","SO stuw, LO op top ""eilandje""",51.0229057,4.497271313,,,M-3,,,2016-01-28T11:53:17Z,2016-01-28T11:53:17Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-127726,Active,Albertkanaal,albert,1,2017-10-11T00:00:00Z,2017-06-19T00:00:00Z,2016-10-11T00:00:00Z,2017-06-19T00:00:00Z,,,,,,,,VR2W_127726_20170619_1.csv,,,,2450,1258,HH3,,"Klein Spanjestraat (Hasselt), LO 1km SA van de brug thv infrabel peilbuis",50.973296,5.270083,,,HH3,,,2016-11-10T14:41:54Z,2017-09-29T10:58:26Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122322,Active,Zeeschelde,zeeschelde,1,2015-10-20T00:00:00Z,2016-02-23T00:00:00Z,2015-06-15T00:00:00Z,2016-02-23T00:00:00Z,,,,,,,,VR2W_122322_20160223_1.csv,,,,1741,1043,"","",Berlare,51.02032,3.96965,51.0203,3.9696,s-2a,,,2016-01-28T11:07:14Z,2016-02-25T17:54:04Z,,,,,,,,,,,,,,5,,acoustic_telemetry,,
VR2W-122362,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-05-28T00:00:00Z,2015-09-24T00:00:00Z,,,,,,,,VR2W_122362_20150924_1.csv,,,,1772,1231,"","","SO stuw, LO op top ""eilandje""",51.0229057,4.497271313,,,M-3,,,2016-01-28T11:53:40Z,2016-01-28T11:53:48Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-122362,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-11-09T00:00:00Z,,,,,,,,VR2W_122362_20151109_1.csv,,,,1773,1231,"","","SO stuw, LO op top ""eilandje""",51.0229057,4.497271313,,,M-3,,,2016-01-28T11:53:48Z,2016-01-28T11:53:48Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-124078,Available,Maas,maas,1,2016-06-09T00:00:00Z,2016-01-11T00:00:00Z,2015-06-09T00:00:00Z,2016-01-11T00:00:00Z,,,,,,,,VR2W_124078_20160111_1.csv,,,,1813,1234,ma-1,,RO stroomop stuw Borgharen (aan boompje),50.863936,5.699716,,,ma-1,,,2016-01-28T12:03:55Z,2016-10-05T16:16:50Z,,,,,,,,,,,,,,13,,acoustic_telemetry,,
VR2W-122367,Active,Demer,demer,1,2015-10-27T00:00:00Z,2015-01-23T00:00:00Z,2015-01-07T00:00:00Z,2015-02-12T00:00:00Z,,,,,,,,VR2W_122367_20150123_1.csv,,,,1780,1110,de-12,,"Sint-Amands, nabij 'De Veerman'",51.05593,4.20024,,,de-12,,,2016-01-28T11:58:42Z,2016-10-05T20:29:23Z,,,,,,,,,,,,,,7,,acoustic_telemetry,,
VR2W-112286,Available,Bovenschelde,bovenschelde,1,,2012-02-07T00:00:00Z,2011-01-01T00:00:00Z,2012-02-07T00:00:00Z,,,,,,,,VR2W_112286_20120207_1.csv,,,,2392,1170,Westervak Ringvaart - Stroomop Complex Merelbeke,,,51.0140628396,3.7207401151,,,RingvWz,,,2016-10-18T14:27:35Z,2016-10-18T14:28:35Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-122367,Active,Zeeschelde,zeeschelde,1,2015-10-27T00:00:00Z,2016-02-23T00:00:00Z,2015-06-16T00:00:00Z,2016-02-23T00:00:00Z,,,,,,,,VR2W_122367_20160223_1.csv,,,,1782,1110,"","","Sint-Amands, nabij 'De Veerman'",51.05593,4.20024,51.0559,4.2002,s-4b,,,2016-01-28T11:58:46Z,2016-02-25T18:06:51Z,,,,,,,,,,,,,,5,,acoustic_telemetry,,
VR2W-122367,Active,Zeeschelde,zeeschelde,1,2015-10-27T00:00:00Z,2015-06-16T00:00:00Z,2015-04-20T00:00:00Z,2015-06-16T00:00:00Z,,,,,,,,VR2W_122367_20150616_1.csv,,,,1781,1110,s-4b,,"Sint-Amands, nabij 'De Veerman'",51.05593,4.20024,51.0559,4.2002,s-4b,,,2016-01-28T11:58:43Z,2016-10-05T17:21:37Z,,,,,,,,,,,,,,5,,acoustic_telemetry,,
VR2W-126194,Active,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2016-12-13T00:00:00Z,2016-01-13T00:00:00Z,2016-12-13T00:00:00Z,,,,,,,,VR2W_126194_20161213_1.csv,,,,1817,1198,Royersluis Albertkanaal,"",trapje in kademuur RO,51.242076,4.403539,,,ak-42,,,2016-01-28T12:04:01Z,2016-12-14T13:01:49Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-110781,Broken,BPNS,bpns,0,,,2014-10-01T00:00:00Z,,,,,,,,,,,,"mobiele receivers, hangen aan een boot, has_weight:, is_moored:, deploy_number:1",1330,775,mobiele receiver,"","",,,,,"",,,2016-01-22T10:59:28Z,2016-01-22T10:59:28Z,,,,source excel inbo,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-110783,Broken,Thorntonbank,thornton,0,,2010-11-01T00:00:00Z,2010-08-09T00:00:00Z,2010-11-01T00:00:00Z,,,,,,,,VR2W_110783_20101101_1.csv,,,,1282,777,R09,,,51.54692,2.93085,51.54692,2.93085,R09,51.54692,2.93085,2015-12-10T17:40:39Z,2015-12-10T17:40:57Z,,,,,,,,,,,,,,1,,acoustic_telemetry,,
VR2C-450136,Available,BPNS,bpns,0,2015-04-21T00:00:00Z,2015-08-13T00:00:00Z,2015-06-25T00:00:00Z,2015-08-13T00:00:00Z,,,,,,,,VR2C69_450136_20150813_1.csv,,,", has_weight:, is_moored:, deploy_number:1",1392,1204,bpns-LottoBuoy,,@ Lottobuoy,51.5666667,2.983333,,,bpns-LottoBuoy,51.5666667,2.983333,2016-01-22T10:59:28Z,2016-09-26T16:05:05Z,,,,source excel inbo,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-114165,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2017-11-30T00:00:00Z,2017-09-18T12:58:00Z,2017-11-30T00:00:00Z,,,,,,,,VR2W_114165_20171130_1.csv,,,,3237,1638,zuidzijde,,Paal,52.462798,4.633995,,,Noordzeekanaal,,,2017-10-20T15:44:00Z,2018-04-20T15:09:16Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-132408,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2017-11-30T00:00:00Z,2017-09-18T10:19:00Z,2017-11-30T00:00:00Z,,,,,,,,VR2W_132408_20171130_1.csv,,,,3240,1641,zuidzijde,,Paal,52.470319,4.594701,,,Spuisluis Noordzee,,,2017-10-20T15:44:00Z,2018-04-20T17:13:09Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-132409,Active,Noordzeekanaal 2017-2018,Noordzeekanaal,0,,2017-11-30T00:00:00Z,2017-09-18T10:28:00Z,2017-11-30T00:00:00Z,,,,,,,,VR2W_132409_20171130_1.csv,,,,3241,1642,noordzijde,,Paal,52.471207,4.595198,,,Spuisluis Noordzee,,,2017-10-20T15:44:00Z,2018-04-20T17:17:02Z,,,,,,,,,,,,,,620,,acoustic_telemetry,,
VR2W-124070,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-05-28T00:00:00Z,2015-09-24T00:00:00Z,,,,,,,,VR2W_124070_20150924_1.csv,,,,1805,1179,"","",LO rond wateruitlaat,51.02082596,4.498485779,,,M-2,,,2016-01-28T11:59:57Z,2016-01-28T12:00:06Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-124070,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-11-09T00:00:00Z,,,,,,,,VR2W_124070_20151109_1.csv,,,,1806,1179,"","",LO rond wateruitlaat,51.02082596,4.498485779,,,M-2,,,2016-01-28T12:00:06Z,2016-01-28T12:03:22Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-126194,Active,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2015-08-24T00:00:00Z,2015-05-20T00:00:00Z,2015-08-24T00:00:00Z,,,,,,,,VR2W_126194_20150824_1.csv,,,,1815,1198,Royersluis Albertkanaal,"",trapje in kademuur RO,51.242076,4.403539,51.242076,4.403539,ak-42,,,2016-01-28T12:03:56Z,2016-01-28T12:03:56Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-126194,Active,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2016-01-13T00:00:00Z,2015-08-24T00:00:00Z,2016-01-13T00:00:00Z,,,,,,,,VR2W_126194_20160113_1.csv,,,,1816,1198,Royersluis Albertkanaal,"",trapje in kademuur RO,51.242076,4.403539,,,ak-42,,,2016-01-28T12:03:56Z,2016-01-28T12:04:01Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2AR-546047,Active,BPNS,bpns,0,2017-06-04T00:00:00Z,2016-10-27T00:00:00Z,2016-09-20T00:00:00Z,2016-10-25T10:00:00Z,,,,,,,,VR2AR_546047_20161027_1.csv,,,,2212,1265,bpns-CNB08,,,51.6707,2.79492,51.67072,2.79478,bpns-CNB08,,,2016-09-23T09:40:41Z,2016-10-27T13:35:17Z,,,,,Sync,High,86400,3600,600,600,600,3600,3600,9,,acoustic_telemetry,,
VR2W-126195,Active,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2015-05-20T00:00:00Z,2014-12-23T00:00:00Z,2015-05-20T00:00:00Z,,,,,,,,VR2W_126195_20150520_1.csv,,,", has_weight:TRUE, is_moored:TRUE, deploy_number:1",1486,1079,Royersluis Schelde,"",staketsel opgelet enkel te bereiken met LW,51.239128,4.397469,51.239128,4.397469,ak-41,,,2016-01-22T10:59:28Z,2016-01-28T12:04:02Z,,,,source excel inbo,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-122364,Active,Demer,demer,1,2016-10-15T00:00:00Z,2015-01-23T00:00:00Z,2015-01-07T00:00:00Z,2015-01-23T00:00:00Z,,,,,,,,VR2W_122364_20150123_2.csv,,,,1776,1054,de-13,,aan voetgangersbrug in de zwarte beek op rechter oever aan een boom,50.9918161,5.0578433,,,de-13,,,2016-01-28T11:56:22Z,2017-01-16T11:26:55Z,,,,,,,,,,,,,,7,,acoustic_telemetry,,
VR2W-124076,Available,Demer,demer,1,2016-06-09T00:00:00Z,2015-01-23T00:00:00Z,2015-01-07T00:00:00Z,2015-01-23T00:00:00Z,,,,,,,,VR2W_124076_20150123_1.csv,,,,1810,1149,de-12,,LO Demer net SA van de steunbeer aan oogvijs,50.9911178,5.0574492,,,de-12,,,2016-01-28T12:03:55Z,2017-01-16T10:52:50Z,,,,,,,,,,,,,,7,,acoustic_telemetry,,
VR2W-124076,Available,Maas,maas,1,2016-06-09T00:00:00Z,2016-01-11T00:00:00Z,2015-06-09T00:00:00Z,2016-01-11T00:00:00Z,,,,,,,,VR2W_124076_20160111_1.csv,,,,1811,1149,"LO stroomop stuw Borgharen, aan ingang vistrap",,"LO stroomop stuw Borgharen, aan ingang vistrap",50.865472,5.697744,,,ma-2,,,2016-01-28T12:03:55Z,2017-06-15T13:37:36Z,,,,,,,,,,,,,,13,,acoustic_telemetry,,
VR2W-122364,Active,Demer,demer,1,2016-10-15T00:00:00Z,2015-02-13T00:00:00Z,2015-01-23T00:00:00Z,2015-02-13T00:00:00Z,,,,,,,,VR2W_122364_20150213_1.csv,,,,1778,1054,de-13,,aan voetgangersbrug in de zwarte beek op rechter oever aan een boom,50.9918161,5.0578433,,,de-13,,,2016-01-28T11:57:04Z,2017-01-16T11:26:31Z,,,,,,,,,,,,,,7,,acoustic_telemetry,,
VR2W-122362,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2017-01-26T00:00:00Z,2015-11-09T00:00:00Z,2017-01-26T00:00:00Z,,,,,,,,VR2W_122362_20170126_1.csv,,,,1774,1231,M-3,,"SO stuw, LO op top ""eilandje""
Nekkerspoel-borcht, Mechelen",51.0229057,4.497271313,,,M-3,51.0229057,4.497271313,2016-01-28T11:53:48Z,2017-01-26T14:42:09Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-124070,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2017-01-26T00:00:00Z,2015-11-09T00:00:00Z,2017-01-26T00:00:00Z,,,,,,,,VR2W_124070_20170126_1.csv,,,,1807,1179,m-2,,"LO rond wateruitlaat, Hanswijk De Brecht 8, Mechelen",51.02082596,4.498485779,,,M-2,51.02082596,4.498485779,2016-01-28T12:03:22Z,2017-01-26T14:47:48Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-112286,Available,Leopoldkanaal,leopold,1,,2015-11-18T00:00:00Z,2015-01-12T00:00:00Z,2015-11-18T00:00:00Z,,,,,,,,VR2W_112286_20151118_1.csv,,,", has_weight:, is_moored:, deploy_number:",1332,1170,BOEREKREEK NATUURRESERVAAT,,,51.2596961,3.5803334000000002,0,0,bh-10,51.2596961,3.5803334000000002,2016-01-22T10:59:28Z,2016-07-18T12:06:54Z,,,,source excel inbo,,,,,,,,,,4,,acoustic_telemetry,,
VR2W-113529,Active,Leopoldkanaal,leopold,1,,2015-11-18T00:00:00Z,2015-01-29T00:00:00Z,2015-11-18T00:00:00Z,,,,,,,,VR2W_113529_20151118_1.csv,,,", has_weight:, is_moored:, deploy_number:",1338,1244,STUW SINT LAUREINS SO (vervanging),,,51.2505032,3.544414,0,0,bh-6,51.2505032,3.544414,2016-01-22T10:59:28Z,2016-07-19T09:32:16Z,,,,source excel inbo,,,,,,,,,,4,,acoustic_telemetry,,
VR2W-126195,Active,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2016-01-13T00:00:00Z,2015-05-20T00:00:00Z,2016-01-13T00:00:00Z,,,,,,,,VR2W_126195_20160113_1.csv,,,,1818,1079,Royersluis Schelde,"",staketsel opgelet enkel te bereiken met LW,51.239128,4.397469,,,ak-41,,,2016-01-28T12:04:02Z,2016-01-28T12:04:02Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-126196,Available,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2016-01-13T00:00:00Z,2015-08-24T00:00:00Z,2016-01-13T00:00:00Z,,,,,,,,VR2W_126196_20160113_1.csv,,,,1820,1123,Boudewijnsluis Albertkanaal,"",trapje steiger,51.273737,4.332208,,,ak-44,,,2016-01-28T12:04:03Z,2016-01-28T12:04:04Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-126197,Active,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2016-01-13T00:00:00Z,2015-08-24T00:00:00Z,2016-01-13T00:00:00Z,,,,,,,,VR2W_126197_20160113_1.csv,,,,1822,1201,Boudewijnsluis Schelde,"",grijs uitkijkpostje,51.280982,4.329702,,,ak-45,,,2016-01-28T12:04:04Z,2016-01-28T12:04:06Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-124076,Available,Maas,maas,1,,2017-11-17T00:00:00Z,2016-12-12T00:00:00Z,2017-11-17T00:00:00Z,,,,,,,,VR2W_124076_20171117_1.csv,,,,1812,1149,"LO stroomop stuw Borgharen, aan ingang vistrap",,"LO stroomop stuw Borgharen, aan ingang vistrap",50.865472,5.697744,,,ma-2,,,2016-01-28T12:03:55Z,2017-12-08T12:57:30Z,,,,,,,,,,,,,,13,,acoustic_telemetry,,
VR2W-126198,Lost,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2016-01-13T00:00:00Z,2015-08-24T00:00:00Z,2016-01-13T00:00:00Z,,,,,,,,VR2W_126198_20160113_1.csv,,,,1824,1049,Zandvlietsluis Albertkanaal,"",trap,51.344943,4.290537,,,ak-46,,,2016-01-28T12:04:07Z,2016-01-28T12:04:07Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-126199,Lost,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2016-01-13T00:00:00Z,2015-08-24T00:00:00Z,2016-01-13T00:00:00Z,,,,,,,,VR2W_126199_20160113_1.csv,,,,1826,1084,Zandvlietsluis Schelde,"",in de muur met bevestiging van potloodfuiken,51.345793,4.278738,,,ak-47,,,2016-01-28T12:04:23Z,2016-01-28T12:04:24Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-126200,Active,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2015-08-24T00:00:00Z,2014-12-23T00:00:00Z,2015-08-24T00:00:00Z,,,,,,,,VR2W_126200_20150824_1.csv,,,", has_weight:TRUE, is_moored:TRUE, deploy_number:1",1492,1068,Schelde-Rijn verbinding,"",haak in kademuur aan knik in betonnen wand,51.367743,4.3015,51.367743,4.3015,ak-48,,,2016-01-22T10:59:28Z,2016-01-28T12:04:24Z,,,,source excel inbo,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-126200,Active,Albertkanaal,albert,1,2015-12-22T00:00:00Z,2016-01-13T00:00:00Z,2015-08-24T00:00:00Z,2016-01-13T00:00:00Z,,,,,,,,VR2W_126200_20160113_1.csv,,,,1828,1068,Schelde-Rijn verbinding,"",haak in kademuur aan knik in betonnen wand,51.367743,4.3015,,,ak-48,,,2016-01-28T12:04:24Z,2016-01-28T12:04:24Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127026,Available,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-05-15T00:00:00Z,2015-04-21T00:00:00Z,2015-05-15T00:00:00Z,,,,,,,,VR2W_127026_20150515_1.csv,,,", has_weight:, is_moored:, deploy_number:1",1591,1044,"","","stroomaf de stuw, op rechteroever recht tegenover de M-4",51.025057,4.495476,,,M-4A,,,2016-01-22T10:59:28Z,2016-01-28T12:14:05Z,,,,source excel inbo,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-127026,Available,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-05-28T00:00:00Z,2015-05-15T00:00:00Z,2015-05-28T00:00:00Z,,,,,,,,VR2W_127026_20150528_1.csv,,,,1831,1044,"","","stroomaf de stuw, op rechteroever recht tegenover de M-4",51.025057,4.495476,,,M-4A,,,2016-01-28T12:14:05Z,2016-01-28T12:14:38Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-127026,Available,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-05-28T00:00:00Z,2015-09-24T00:00:00Z,,,,,,,,VR2W_127026_20150924_1.csv,,,,1832,1044,"","","stroomaf de stuw, op rechteroever recht tegenover de M-4",51.025057,4.495476,,,M-4A,,,2016-01-28T12:14:38Z,2016-01-28T12:15:04Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-127026,Available,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-11-09T00:00:00Z,,,,,,,,VR2W_127026_20151109_1.csv,,,,1833,1044,"","","stroomaf de stuw, op rechteroever recht tegenover de M-4",51.025057,4.495476,,,M-4A,,,2016-01-28T12:15:04Z,2016-01-28T12:19:56Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-127724,Available,Albertkanaal,albert,1,2016-11-25T00:00:00Z,2016-01-07T00:00:00Z,2015-11-25T00:00:00Z,2016-01-07T00:00:00Z,,,,,,,,VR2W_127724_20160107_1.csv,,,", has_weight:, is_moored:, deploy_number:1",1600,1168,"",8,Genenbosstraat Lummen RO SA van de brug ,51.016368,5.233414,,,HH5,,,2016-01-22T10:59:28Z,2016-01-28T12:21:53Z,,,,source excel inbo,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-123833,Broken,BPNS,bpns,0,2015-09-18T00:00:00Z,2015-07-01T00:00:00Z,2014-06-25T00:00:00Z,2015-07-01T00:00:00Z,,,,,,,,VR2W_123833_20150701_1.csv,,,", has_weight:, is_moored:, deploy_number:",1461,1167,GARDEN CITY,1,,51.485333,2.298666667,,,bpns-GARDENCITY,51.485333,2.298666667,2016-01-22T10:59:28Z,2016-07-20T10:18:43Z,,,,source excel inbo,,,,,,,,,,9,,acoustic_telemetry,,
VR2AR-545564,Returned to manufacturer,BPNS,bpns,0,,2015-03-04T00:00:00Z,2015-02-25T00:00:00Z,2015-03-04T00:00:00Z,,,,,,,,VR2AR_545564_20150403_1.csv,,,,1677,1254,500m,,,51.4066,3.459,51.4066,3.459,Belreef 2,51.4066,3.459,2016-01-27T11:04:58Z,2016-04-11T11:51:01Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-127111,Lost,BPNS,bpns,0,2016-08-11T00:00:00Z,,2015-06-30T00:00:00Z,2016-02-17T00:00:49Z,,,,,,,,,,,Lost,1836,1212,bpns-BIRKENFELS,,,51.649333,2.533833333,,,bpns-BIRKENFELS,51.649333,2.533833333,2016-01-28T12:20:13Z,2016-03-07T11:17:12Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-127726,Active,Albertkanaal,albert,1,2016-11-25T00:00:00Z,2016-01-07T00:00:00Z,2015-11-25T00:00:00Z,2016-01-07T00:00:00Z,,,,,,,,VR2W_127726_20160107_1.csv,,,,1840,1258,HH3,,"Klein Spanjestraat (Hasselt), LO 1km SA van de brug thv infrabel peilbuis",50.973296,5.270083,,,HH3,50.973296,5.270083,2016-01-28T12:25:09Z,2016-10-05T22:31:30Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-112286,Available,Bovenschelde,bovenschelde,1,,2012-02-28T00:00:00Z,2012-02-07T00:00:00Z,2012-02-28T00:00:00Z,,,,,,,,VR2W_112286_20120228_1.csv,,,,2393,1170,Westervak Ringvaart - Stroomop Complex Merelbeke,,,51.0140628396,3.7207401151,,,RingvWz,,,2016-10-18T14:28:35Z,2016-10-18T14:28:35Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-127720,Available,Albertkanaal,albert,1,2016-11-25T00:00:00Z,2016-10-11T00:00:00Z,2016-01-07T00:00:00Z,2016-10-11T00:00:00Z,,,,,,,,VR2W_127720_20161011_1.csv,,,,1837,1200,"",8,SO brug zandstraat/bergstraat  Ham; RO aan groen bord,51.092742,5.137916,,,HH9,,,2016-01-28T12:20:13Z,2016-11-10T13:15:06Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-126198,Lost,Albertkanaal,albert,1,2015-12-22T00:00:00Z,,2016-01-13T00:00:00Z,2016-12-13T00:00:00Z,,,,,,,,,,,Bij uitleesronde op 131216 ontdekt dat de receiver verdwenen was. De kabel is doorgetrokken (was uitgerafeld). Waarschijnlijk een boot die daar even heeft aangemeerd en zo de receiverkabels heeft meegenomen...,1825,1049,Zandvlietsluis Albertkanaal,,trap,51.344943,4.290537,,,ak-46,,,2016-01-28T12:04:07Z,2016-12-14T12:36:57Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-112286,Available,Bovenschelde,bovenschelde,1,,2012-07-23T00:00:00Z,2012-02-28T00:00:00Z,2012-06-30T00:00:00Z,,,,,,,,VR2W_112286_20120723_1.csv,,,,2394,1170,Westervak Ringvaart - Stroomop Complex Merelbeke,,,51.0140628396,3.7207401151,,,RingvWz,,,2016-10-18T14:28:35Z,2016-10-18T14:31:29Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-127724,Available,Albertkanaal,albert,1,2016-11-25T00:00:00Z,2016-10-11T00:00:00Z,2016-01-07T00:00:00Z,2016-10-11T00:00:00Z,,,,,,,,VR2W_127724_20161011_1.csv,,,,1839,1168,"",8,Genenbosstraat Lummen RO SA van de brug ,51.016368,5.233414,,,HH5,,,2016-01-28T12:21:53Z,2016-11-10T13:16:46Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
