eventid,occurrenceid,eventdate,scientificname,kingdom
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366563:occurrence-detection,2015-12-18T20:35:35Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366564:occurrence-detection,2015-12-18T20:35:56Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366565:occurrence-detection,2015-12-18T20:36:18Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366566:occurrence-detection,2015-12-18T20:36:40Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366567:occurrence-detection,2015-12-18T20:37:03Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366568:occurrence-detection,2015-12-18T20:37:26Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366569:occurrence-detection,2015-12-18T20:37:53Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366570:occurrence-detection,2015-12-18T20:38:23Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366571:occurrence-detection,2015-12-18T20:38:48Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366572:occurrence-detection,2015-12-18T20:39:17Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366573:occurrence-detection,2015-12-18T20:39:53Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366574:occurrence-detection,2015-12-18T20:40:27Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366575:occurrence-detection,2015-12-18T20:40:59Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366576:occurrence-detection,2015-12-18T20:41:24Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366577:occurrence-detection,2015-12-18T20:41:55Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366578:occurrence-detection,2015-12-18T20:42:17Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366579:occurrence-detection,2015-12-18T20:42:41Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366580:occurrence-detection,2015-12-18T20:43:07Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366581:occurrence-detection,2015-12-18T20:43:39Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366582:occurrence-detection,2015-12-18T20:44:04Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366583:occurrence-detection,2015-12-18T20:44:33Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366584:occurrence-detection,2015-12-18T20:44:55Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366585:occurrence-detection,2015-12-18T20:45:16Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366586:occurrence-detection,2015-12-18T20:45:38Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366587:occurrence-detection,2015-12-18T20:46:02Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366588:occurrence-detection,2015-12-18T20:46:26Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366589:occurrence-detection,2015-12-18T20:46:55Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366590:occurrence-detection,2015-12-18T20:47:32Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366591:occurrence-detection,2015-12-18T20:48:08Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366592:occurrence-detection,2015-12-18T20:48:43Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366593:occurrence-detection,2015-12-18T20:49:15Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366594:occurrence-detection,2015-12-18T20:49:43Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366595:occurrence-detection,2015-12-18T20:50:18Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366596:occurrence-detection,2015-12-18T20:50:50Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366597:occurrence-detection,2015-12-18T20:51:17Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366598:occurrence-detection,2015-12-18T20:51:49Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366599:occurrence-detection,2015-12-18T20:52:16Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366600:occurrence-detection,2015-12-18T20:52:48Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366601:occurrence-detection,2015-12-18T20:53:15Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366602:occurrence-detection,2015-12-18T20:53:49Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366603:occurrence-detection,2015-12-18T20:54:19Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366604:occurrence-detection,2015-12-18T20:54:42Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366605:occurrence-detection,2015-12-18T20:55:07Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366606:occurrence-detection,2015-12-18T20:55:35Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366607:occurrence-detection,2015-12-18T20:56:10Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366608:occurrence-detection,2015-12-18T20:56:41Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366609:occurrence-detection,2015-12-18T20:57:06Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366610:occurrence-detection,2015-12-18T20:57:35Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366611:occurrence-detection,2015-12-18T20:58:18Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366612:occurrence-detection,2015-12-18T20:58:40Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366613:occurrence-detection,2015-12-18T20:59:03Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366614:occurrence-detection,2015-12-18T20:59:27Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366615:occurrence-detection,2015-12-18T20:59:54Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366616:occurrence-detection,2015-12-18T21:00:27Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366617:occurrence-detection,2015-12-18T21:00:54Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366618:occurrence-detection,2015-12-18T21:01:29Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366619:occurrence-detection,2015-12-18T21:02:00Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366620:occurrence-detection,2015-12-18T21:02:26Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366621:occurrence-detection,2015-12-18T21:02:57Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366622:occurrence-detection,2015-12-18T21:03:21Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366623:occurrence-detection,2015-12-18T21:03:46Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366624:occurrence-detection,2015-12-18T21:04:16Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366625:occurrence-detection,2015-12-18T21:04:39Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366626:occurrence-detection,2015-12-18T21:05:04Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366627:occurrence-detection,2015-12-18T21:05:31Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366628:occurrence-detection,2015-12-18T21:06:05Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366629:occurrence-detection,2015-12-18T21:06:36Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366630:occurrence-detection,2015-12-18T21:07:00Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366631:occurrence-detection,2015-12-18T21:07:27Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366632:occurrence-detection,2015-12-18T21:07:59Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366633:occurrence-detection,2015-12-18T21:08:27Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366634:occurrence-detection,2015-12-18T21:09:01Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366635:occurrence-detection,2015-12-18T21:09:32Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366636:occurrence-detection,2015-12-18T21:09:56Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366637:occurrence-detection,2015-12-18T21:10:23Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366638:occurrence-detection,2015-12-18T21:10:56Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366639:occurrence-detection,2015-12-18T21:11:24Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366640:occurrence-detection,2015-12-18T21:11:59Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366641:occurrence-detection,2015-12-18T21:12:32Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366642:occurrence-detection,2015-12-18T21:13:01Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366643:occurrence-detection,2015-12-18T21:13:37Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366644:occurrence-detection,2015-12-18T21:14:12Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366645:occurrence-detection,2015-12-18T21:14:44Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366646:occurrence-detection,2015-12-18T21:15:12Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366647:occurrence-detection,2015-12-18T21:15:46Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366648:occurrence-detection,2015-12-18T21:16:17Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366649:occurrence-detection,2015-12-18T21:16:41Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366650:occurrence-detection,2015-12-18T21:17:08Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366651:occurrence-detection,2015-12-18T21:17:42Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366652:occurrence-detection,2015-12-18T21:18:11Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366653:occurrence-detection,2015-12-18T21:18:32Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366654:occurrence-detection,2015-12-18T21:18:53Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366655:occurrence-detection,2015-12-18T21:19:37Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366656:occurrence-detection,2015-12-18T21:20:50Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366657:occurrence-detection,2015-12-18T21:21:49Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366658:occurrence-detection,2015-12-18T21:22:48Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366659:occurrence-detection,2015-12-18T21:23:22Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366660:occurrence-detection,2015-12-18T21:24:37Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366661:occurrence-detection,2015-12-18T21:25:53Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366662:occurrence-detection,2015-12-18T21:31:03Z,Anguilla anguilla,Animalia
etn:albert:1596:event-receiver-deployment,etn:2013_albertkanaal:728:24366663:occurrence-detection,2015-12-18T22:03:17Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568387:occurrence-detection,2015-12-19T00:23:22Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568390:occurrence-detection,2015-12-19T00:24:30Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568391:occurrence-detection,2015-12-19T00:25:58Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568404:occurrence-detection,2015-12-19T00:35:05Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568405:occurrence-detection,2015-12-19T00:35:27Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568411:occurrence-detection,2015-12-19T00:38:57Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568414:occurrence-detection,2015-12-19T00:40:11Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568416:occurrence-detection,2015-12-19T00:40:47Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568418:occurrence-detection,2015-12-19T00:41:23Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568420:occurrence-detection,2015-12-19T00:42:49Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568422:occurrence-detection,2015-12-19T00:43:13Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568424:occurrence-detection,2015-12-19T00:43:39Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568426:occurrence-detection,2015-12-19T00:44:11Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568428:occurrence-detection,2015-12-19T00:44:38Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568432:occurrence-detection,2015-12-19T00:48:28Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568434:occurrence-detection,2015-12-19T00:48:55Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568436:occurrence-detection,2015-12-19T00:49:29Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568439:occurrence-detection,2015-12-19T00:50:23Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568441:occurrence-detection,2015-12-19T00:50:49Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568443:occurrence-detection,2015-12-19T00:51:20Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568444:occurrence-detection,2015-12-19T00:52:09Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568446:occurrence-detection,2015-12-19T00:52:39Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568447:occurrence-detection,2015-12-19T00:53:02Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568448:occurrence-detection,2015-12-19T00:53:54Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568450:occurrence-detection,2015-12-19T00:54:57Z,Anguilla anguilla,Animalia
etn:albert:1595:event-receiver-deployment,etn:2013_albertkanaal:728:23568482:occurrence-detection,2015-12-19T01:15:35Z,Anguilla anguilla,Animalia
etn:albert:1604:event-receiver-deployment,etn:2013_albertkanaal:728:24186694:occurrence-detection,2015-12-19T07:07:49Z,Anguilla anguilla,Animalia
etn:albert:1604:event-receiver-deployment,etn:2013_albertkanaal:728:24186695:occurrence-detection,2015-12-19T07:09:24Z,Anguilla anguilla,Animalia
etn:albert:1604:event-receiver-deployment,etn:2013_albertkanaal:728:24186696:occurrence-detection,2015-12-19T07:09:47Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24067970:occurrence-detection,2015-12-19T07:11:04Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24067971:occurrence-detection,2015-12-19T07:11:40Z,Anguilla anguilla,Animalia
etn:albert:1604:event-receiver-deployment,etn:2013_albertkanaal:728:24186697:occurrence-detection,2015-12-19T07:11:41Z,Anguilla anguilla,Animalia
etn:albert:1604:event-receiver-deployment,etn:2013_albertkanaal:728:24186698:occurrence-detection,2015-12-19T07:12:18Z,Anguilla anguilla,Animalia
etn:albert:1604:event-receiver-deployment,etn:2013_albertkanaal:728:24186699:occurrence-detection,2015-12-19T07:12:55Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068004:occurrence-detection,2015-12-19T07:58:44Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068005:occurrence-detection,2015-12-19T07:59:42Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068008:occurrence-detection,2015-12-19T08:01:36Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068010:occurrence-detection,2015-12-19T08:03:40Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068011:occurrence-detection,2015-12-19T08:04:14Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068226:occurrence-detection,2015-12-19T12:34:01Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068228:occurrence-detection,2015-12-19T12:34:31Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068230:occurrence-detection,2015-12-19T12:34:54Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068234:occurrence-detection,2015-12-19T12:42:19Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068235:occurrence-detection,2015-12-19T12:42:41Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068236:occurrence-detection,2015-12-19T12:43:03Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068237:occurrence-detection,2015-12-19T12:43:28Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068238:occurrence-detection,2015-12-19T12:43:55Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068240:occurrence-detection,2015-12-19T12:46:15Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068253:occurrence-detection,2015-12-19T12:59:07Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068254:occurrence-detection,2015-12-19T12:59:32Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068255:occurrence-detection,2015-12-19T12:59:59Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068256:occurrence-detection,2015-12-19T13:00:33Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068258:occurrence-detection,2015-12-19T13:01:04Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068259:occurrence-detection,2015-12-19T13:01:28Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068260:occurrence-detection,2015-12-19T13:01:54Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068262:occurrence-detection,2015-12-19T13:02:24Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068263:occurrence-detection,2015-12-19T13:02:49Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068264:occurrence-detection,2015-12-19T13:03:47Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068265:occurrence-detection,2015-12-19T13:05:50Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068267:occurrence-detection,2015-12-19T13:07:20Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068268:occurrence-detection,2015-12-19T13:07:48Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068270:occurrence-detection,2015-12-19T13:08:49Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068272:occurrence-detection,2015-12-19T13:09:25Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068275:occurrence-detection,2015-12-19T13:10:32Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068277:occurrence-detection,2015-12-19T13:11:30Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068278:occurrence-detection,2015-12-19T13:12:26Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068279:occurrence-detection,2015-12-19T13:14:12Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068280:occurrence-detection,2015-12-19T13:15:14Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068282:occurrence-detection,2015-12-19T13:16:08Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068284:occurrence-detection,2015-12-19T13:16:35Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068285:occurrence-detection,2015-12-19T13:17:32Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068287:occurrence-detection,2015-12-19T13:18:04Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068288:occurrence-detection,2015-12-19T13:18:28Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068289:occurrence-detection,2015-12-19T13:18:56Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068291:occurrence-detection,2015-12-19T13:20:04Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068292:occurrence-detection,2015-12-19T13:20:32Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068294:occurrence-detection,2015-12-19T13:21:08Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068295:occurrence-detection,2015-12-19T13:21:41Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068296:occurrence-detection,2015-12-19T13:22:45Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068297:occurrence-detection,2015-12-19T13:23:20Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068299:occurrence-detection,2015-12-19T13:24:17Z,Anguilla anguilla,Animalia
etn:albert:1509:event-receiver-deployment,etn:2013_albertkanaal:728:24068300:occurrence-detection,2015-12-19T13:24:47Z,Anguilla anguilla,Animalia
