type,modified,language,license,rightsHolder,institutionCode,datasetID,datasetName,basisOfRecord,eventID,samplingProtocol,eventDate,locality,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,occurrenceID,recordedBy,scientificName,kingdom,phylum,vernacularName,taxonRank
event,2019-03-14T10:52:52Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2199:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2199:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:52:58Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2200:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2200:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:53:06Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2201:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2201:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:53:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2202:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2202:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:53:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2203:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2203:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:53:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2204:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2204:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:53:39Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2206:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2206:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:53:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2207:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2207:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:53:54Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2208:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2208:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:54:00Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2209:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2209:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:54:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2210:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2210:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:54:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2211:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2211:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:51:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2212:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2212:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:51:50Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2213:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2213:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:51:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2214:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2214:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:52:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2216:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2216:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:52:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2215:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2215:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T10:52:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2217:event-capture,,2016-04-06T00:00:00Z,Erezée: Salmoniculture du Service Public Wallon (SPW) située à Erezée.,,,WGS84,30,2013_albertkanaal:2217:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-28T08:43:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:705:event-capture,double fyke nets,2015-11-25T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:705:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-28T08:43:02Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:706:event-capture,double fyke nets,2015-11-26T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:706:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-28T08:42:47Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:707:event-capture,double fyke nets,2015-11-26T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:707:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-28T08:42:34Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:708:event-capture,double fyke nets,2015-11-26T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:708:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-28T08:42:20Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:709:event-capture,double fyke nets,2015-11-26T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:709:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:51:43Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:710:event-capture,double fyke nets,2015-12-02T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:710:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:52:23Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:711:event-capture,double fyke nets,2015-12-02T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:711:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:53:07Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:712:event-capture,double fyke nets,2015-12-02T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:712:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:53:52Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:713:event-capture,double fyke nets,2015-12-02T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:713:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:57:51Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:714:event-capture,double fyke nets,2015-12-10T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:714:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:58:36Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:715:event-capture,double fyke nets,2015-12-10T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:715:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:59:20Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:716:event-capture,double fyke nets,2015-12-11T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:716:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T09:01:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:717:event-capture,double fyke nets,2015-12-11T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:717:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T09:01:58Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:718:event-capture,double fyke nets,2015-12-16T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:718:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T09:02:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:719:event-capture,double fyke nets,2015-12-17T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:719:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:22:58Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2312:event-capture,double fyke nets,2016-11-23T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2312:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:23:14Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2313:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2313:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:23:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2314:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2314:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:48:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:721:event-capture,double fyke nets,2015-12-01T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:721:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:49:14Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:723:event-capture,double fyke nets,2015-12-02T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:723:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:48:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:722:event-capture,double fyke nets,2015-12-02T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:722:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:49:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:724:event-capture,double fyke nets,2015-12-02T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:724:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:50:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:725:event-capture,double fyke nets,2015-12-02T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:725:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:54:52Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:726:event-capture,double fyke nets,2015-12-03T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:726:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:55:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:727:event-capture,double fyke nets,2015-12-03T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:727:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:56:20Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:728:event-capture,double fyke nets,2015-12-03T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:728:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T16:26:01Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:729:event-capture,double fyke nets,2015-12-03T00:00:00Z,sluis genk,50.936,5.492112,WGS84,30,2013_albertkanaal:729:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:23:37Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2315:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2315:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:23:51Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2316:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2316:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:24:03Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2317:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2317:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-04-11T13:28:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2318:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2318:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:24:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2319:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2319:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:24:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2320:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2320:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:24:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2321:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2321:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:25:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2322:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2322:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:25:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2323:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2323:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:25:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2324:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2324:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T15:26:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2325:event-capture,double fyke nets,2016-11-25T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2325:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2017-01-23T10:44:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2011_rivierprik:571:event-capture,,2012-01-10T00:00:00Z,WEIR ASPER,,,WGS84,30,2011_rivierprik:571:occurrence-capture,20,Lampetra fluviatilis,Animalia,Chordata,river lamprey,species
event,2019-03-14T09:30:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:516:event-capture,,2015-04-22T00:00:00Z,Ereze: Salmoniculture du Service Public Wallon (SPW) situe  Ereze. Les poissons proviennent de la production de smolts 2013.,,,WGS84,30,2013_albertkanaal:516:occurrence-capture,40,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T09:30:23Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:517:event-capture,,2015-04-22T00:00:00Z,Ereze: Salmoniculture du Service Public Wallon (SPW) situe  Ereze. Les poissons proviennent de la production de smolts 2013.,,,WGS84,30,2013_albertkanaal:517:occurrence-capture,40,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T09:30:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:518:event-capture,,2015-04-22T00:00:00Z,Ereze: Salmoniculture du Service Public Wallon (SPW) situe  Ereze. Les poissons proviennent de la production de smolts 2013.,,,WGS84,30,2013_albertkanaal:518:occurrence-capture,40,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2016-10-04T09:55:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:671:event-capture,line fishing,2010-08-09T13:00:00Z,D6,51.55066667,2.923666667,WGS84,30,phd_reubens:671:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-10-04T09:55:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:672:event-capture,line fishing,2010-08-09T13:00:00Z,D6,51.55066667,2.923666667,WGS84,30,phd_reubens:672:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2017-09-21T15:04:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:2426:event-capture,double fyke nets,2017-09-21T12:04:00Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:2426:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2017-09-20T15:43:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:2418:event-capture,double fyke nets,2017-09-20T12:08:00Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:2418:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2017-09-21T15:02:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:2425:event-capture,double fyke nets,2017-09-21T11:40:00Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:2425:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
