type,modified,language,license,rightsHolder,institutionCode,datasetID,datasetName,basisOfRecord,eventID,samplingProtocol,eventDate,locality,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,occurrenceID,recordedBy,scientificName,kingdom,phylum,vernacularName,taxonRank
event,2019-03-19T15:07:03Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2335:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2335:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-19T15:07:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2336:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2336:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-19T14:54:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2342:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2342:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-19T15:07:47Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2339:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2339:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-19T15:11:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2341:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2341:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-19T15:13:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2346:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2346:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-14T09:48:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2783:event-capture,double fyke nets,2017-11-10T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2783:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T09:49:06Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2784:event-capture,double fyke nets,2017-11-10T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2784:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T09:49:12Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2785:event-capture,double fyke nets,2017-11-10T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2785:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T09:49:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2786:event-capture,double fyke nets,2017-11-10T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2786:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T09:49:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2787:event-capture,double fyke nets,2017-11-10T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2787:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T09:49:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2788:event-capture,double fyke nets,2017-11-13T00:00:00Z,sluis Genk,50.936,5.492112,WGS84,30,2013_albertkanaal:2788:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-04-11T06:29:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:681:event-capture,line fishing,2010-10-01T13:00:00Z,D5,51.548,2.9295,WGS84,30,phd_reubens:681:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:59:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:682:event-capture,line fishing,2010-10-01T13:00:00Z,D5,51.548,2.9295,WGS84,30,phd_reubens:682:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-11T06:29:41Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:683:event-capture,line fishing,2010-10-01T00:00:00Z,D5,51.548,2.9295,WGS84,30,phd_reubens:683:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:55:41Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:684:event-capture,line fishing,2011-07-27T00:00:00Z,D6,51.55066667,2.923666667,WGS84,30,phd_reubens:684:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-12T06:49:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,homarus:251:event-capture,capture by hand while diving,2014-09-04T00:00:00Z,Reefballs Belwind,51.70442,2.8125,WGS84,30,homarus:251:occurrence-capture,30,Homarus gammarus,Animalia,Chordata,European lobster,species
event,2019-04-12T06:49:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,homarus:252:event-capture,capture by hand while diving,2014-09-04T00:00:00Z,Reefballs Belwind,51.70442,2.8125,WGS84,30,homarus:252:occurrence-capture,30,Homarus gammarus,Animalia,Chordata,European lobster,species
event,2016-02-02T11:48:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:685:event-capture,line fishing,2011-05-24T00:00:00Z,D6,51.55066667,2.923666667,WGS84,30,phd_reubens:685:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:53:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:686:event-capture,line fishing,2011-06-07T11:00:00Z,D6,51.55066667,2.923666667,WGS84,30,phd_reubens:686:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:55:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:687:event-capture,line fishing,2011-05-24T00:00:00Z,D6,51.55066667,2.923666667,WGS84,30,phd_reubens:687:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:53:50Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:688:event-capture,line fishing,2011-06-07T11:00:00Z,D6,51.55066667,2.923666667,WGS84,30,phd_reubens:688:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-10-04T10:01:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:689:event-capture,line fishing,2011-05-24T00:00:00Z,D5,51.548,2.9295,WGS84,30,phd_reubens:689:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-02-02T11:48:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:690:event-capture,line fishing,2011-05-24T00:00:00Z,D5,51.548,2.9295,WGS84,30,phd_reubens:690:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:52:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:691:event-capture,line fishing,2011-06-07T11:00:00Z,D3,51.54283333,2.941333333,WGS84,30,phd_reubens:691:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:53:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:692:event-capture,line fishing,2011-06-07T11:00:00Z,D3,51.54283333,2.941333333,WGS84,30,phd_reubens:692:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-10-04T10:03:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:693:event-capture,line fishing,2011-06-07T11:00:00Z,D5,51.548,2.9295,WGS84,30,phd_reubens:693:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-10-04T10:04:01Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:694:event-capture,line fishing,2011-06-07T11:00:00Z,D5,51.548,2.9295,WGS84,30,phd_reubens:694:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-10-04T10:04:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:695:event-capture,line fishing,2011-06-07T00:00:00Z,D5,51.548,2.9295,WGS84,30,phd_reubens:695:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:54:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:696:event-capture,line fishing,2011-06-07T11:00:00Z,D1,51.53766667,2.953,WGS84,30,phd_reubens:696:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:54:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:697:event-capture,line fishing,2011-06-07T11:00:00Z,D1,51.53766667,2.953,WGS84,30,phd_reubens:697:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:54:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:698:event-capture,line fishing,2011-06-07T11:00:00Z,D1,51.53766667,2.953,WGS84,30,phd_reubens:698:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-02-02T11:48:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:699:event-capture,line fishing,2011-07-27T00:00:00Z,D6,51.55066667,2.923666667,WGS84,30,phd_reubens:699:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2011_rivierprik:593:event-capture,,2011-12-14T14:30:00Z,WEIR MERELBEKE,,,WGS84,30,2011_rivierprik:593:occurrence-capture,20,Lampetra fluviatilis,Animalia,Chordata,river lamprey,species
