eventid,occurrenceid,scientificname,kingdom,vernacularname,sex,taxonrank
etn:2013_albertkanaal:2212:event-release,etn:2013_albertkanaal:2212:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2201:event-release,etn:2013_albertkanaal:2201:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2217:event-release,etn:2013_albertkanaal:2217:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2209:event-release,etn:2013_albertkanaal:2209:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2177:event-release,etn:2013_albertkanaal:2177:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2202:event-release,etn:2013_albertkanaal:2202:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2211:event-release,etn:2013_albertkanaal:2211:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2210:event-release,etn:2013_albertkanaal:2210:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2215:event-release,etn:2013_albertkanaal:2215:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2213:event-release,etn:2013_albertkanaal:2213:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2206:event-release,etn:2013_albertkanaal:2206:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2205:event-release,etn:2013_albertkanaal:2205:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2208:event-release,etn:2013_albertkanaal:2208:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2207:event-release,etn:2013_albertkanaal:2207:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2194:event-release,etn:2013_albertkanaal:2194:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2192:event-release,etn:2013_albertkanaal:2192:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2191:event-release,etn:2013_albertkanaal:2191:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2190:event-release,etn:2013_albertkanaal:2190:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2189:event-release,etn:2013_albertkanaal:2189:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2185:event-release,etn:2013_albertkanaal:2185:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2199:event-release,etn:2013_albertkanaal:2199:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2196:event-release,etn:2013_albertkanaal:2196:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2197:event-release,etn:2013_albertkanaal:2197:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2200:event-release,etn:2013_albertkanaal:2200:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2198:event-release,etn:2013_albertkanaal:2198:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:542:event-release,etn:2013_albertkanaal:542:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:515:event-release,etn:2013_albertkanaal:515:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:549:event-release,etn:2013_albertkanaal:549:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:553:event-release,etn:2013_albertkanaal:553:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:554:event-release,etn:2013_albertkanaal:554:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:555:event-release,etn:2013_albertkanaal:555:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:556:event-release,etn:2013_albertkanaal:556:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:284:event-release,etn:2013_albertkanaal:284:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:287:event-release,etn:2013_albertkanaal:287:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:288:event-release,etn:2013_albertkanaal:288:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2186:event-release,etn:2013_albertkanaal:2186:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:290:event-release,etn:2013_albertkanaal:290:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:291:event-release,etn:2013_albertkanaal:291:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:292:event-release,etn:2013_albertkanaal:292:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:293:event-release,etn:2013_albertkanaal:293:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:294:event-release,etn:2013_albertkanaal:294:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:300:event-release,etn:2013_albertkanaal:300:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:301:event-release,etn:2013_albertkanaal:301:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:285:event-release,etn:2013_albertkanaal:285:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:286:event-release,etn:2013_albertkanaal:286:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:516:event-release,etn:2013_albertkanaal:516:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:519:event-release,etn:2013_albertkanaal:519:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2154:event-release,etn:2013_albertkanaal:2154:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2174:event-release,etn:2013_albertkanaal:2174:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:311:event-release,etn:2013_albertkanaal:311:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:310:event-release,etn:2013_albertkanaal:310:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:312:event-release,etn:2013_albertkanaal:312:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:315:event-release,etn:2013_albertkanaal:315:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:363:event-release,etn:2013_albertkanaal:363:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:373:event-release,etn:2013_albertkanaal:373:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:376:event-release,etn:2013_albertkanaal:376:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:377:event-release,etn:2013_albertkanaal:377:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:307:event-release,etn:2013_albertkanaal:307:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:309:event-release,etn:2013_albertkanaal:309:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:313:event-release,etn:2013_albertkanaal:313:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:314:event-release,etn:2013_albertkanaal:314:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:308:event-release,etn:2013_albertkanaal:308:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:361:event-release,etn:2013_albertkanaal:361:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:362:event-release,etn:2013_albertkanaal:362:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:317:event-release,etn:2013_albertkanaal:317:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:318:event-release,etn:2013_albertkanaal:318:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:319:event-release,etn:2013_albertkanaal:319:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:322:event-release,etn:2013_albertkanaal:322:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:323:event-release,etn:2013_albertkanaal:323:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:321:event-release,etn:2013_albertkanaal:321:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:320:event-release,etn:2013_albertkanaal:320:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:339:event-release,etn:2013_albertkanaal:339:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:340:event-release,etn:2013_albertkanaal:340:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:347:event-release,etn:2013_albertkanaal:347:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:348:event-release,etn:2013_albertkanaal:348:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:389:event-release,etn:2013_albertkanaal:389:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:341:event-release,etn:2013_albertkanaal:341:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:343:event-release,etn:2013_albertkanaal:343:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:342:event-release,etn:2013_albertkanaal:342:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:344:event-release,etn:2013_albertkanaal:344:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:345:event-release,etn:2013_albertkanaal:345:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2292:event-release,etn:2013_albertkanaal:2292:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2293:event-release,etn:2013_albertkanaal:2293:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2358:event-release,etn:2013_albertkanaal:2358:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2299:event-release,etn:2013_albertkanaal:2299:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2308:event-release,etn:2013_albertkanaal:2308:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2307:event-release,etn:2013_albertkanaal:2307:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2309:event-release,etn:2013_albertkanaal:2309:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2322:event-release,etn:2013_albertkanaal:2322:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2323:event-release,etn:2013_albertkanaal:2323:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2297:event-release,etn:2013_albertkanaal:2297:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2291:event-release,etn:2013_albertkanaal:2291:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2298:event-release,etn:2013_albertkanaal:2298:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2296:event-release,etn:2013_albertkanaal:2296:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2303:event-release,etn:2013_albertkanaal:2303:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2301:event-release,etn:2013_albertkanaal:2301:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2304:event-release,etn:2013_albertkanaal:2304:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2319:event-release,etn:2013_albertkanaal:2319:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2317:event-release,etn:2013_albertkanaal:2317:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2311:event-release,etn:2013_albertkanaal:2311:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2320:event-release,etn:2013_albertkanaal:2320:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2316:event-release,etn:2013_albertkanaal:2316:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2315:event-release,etn:2013_albertkanaal:2315:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2290:event-release,etn:2013_albertkanaal:2290:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2305:event-release,etn:2013_albertkanaal:2305:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2321:event-release,etn:2013_albertkanaal:2321:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2314:event-release,etn:2013_albertkanaal:2314:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2313:event-release,etn:2013_albertkanaal:2313:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2324:event-release,etn:2013_albertkanaal:2324:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2300:event-release,etn:2013_albertkanaal:2300:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2295:event-release,etn:2013_albertkanaal:2295:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2310:event-release,etn:2013_albertkanaal:2310:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2306:event-release,etn:2013_albertkanaal:2306:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2318:event-release,etn:2013_albertkanaal:2318:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2014_demer:385:event-release,etn:2014_demer:385:occurrence-capture,Silurus glanis,Animalia,wels catfish,male,species
etn:2014_demer:383:event-release,etn:2014_demer:383:occurrence-capture,Squalius cephalus,Animalia,chub,female,species
etn:2014_demer:382:event-release,etn:2014_demer:382:occurrence-capture,Squalius cephalus,Animalia,chub,female,species
