"eventID","occurrenceID","measurementType","measurementValue","measurementUnit"
"urn:catalog:etn:phd_reubens:684:event-capture","urn:catalog:etn:phd_reubens:684:occurrence-capture","total length","37","cm"
"urn:catalog:etn:phd_reubens:685:event-capture","urn:catalog:etn:phd_reubens:685:occurrence-capture","total length","27.5","cm"
"urn:catalog:etn:phd_reubens:686:event-capture","urn:catalog:etn:phd_reubens:686:occurrence-capture","total length","38","cm"
"urn:catalog:etn:phd_reubens:687:event-capture","urn:catalog:etn:phd_reubens:687:occurrence-capture","total length","34","cm"
"urn:catalog:etn:phd_reubens:688:event-capture","urn:catalog:etn:phd_reubens:688:occurrence-capture","total length","36","cm"
"urn:catalog:etn:phd_reubens:689:event-capture","urn:catalog:etn:phd_reubens:689:occurrence-capture","total length","33","cm"
"urn:catalog:etn:phd_reubens:690:event-capture","urn:catalog:etn:phd_reubens:690:occurrence-capture","total length","32","cm"
"urn:catalog:etn:phd_reubens:691:event-capture","urn:catalog:etn:phd_reubens:691:occurrence-capture","total length","34","cm"
"urn:catalog:etn:phd_reubens:692:event-capture","urn:catalog:etn:phd_reubens:692:occurrence-capture","total length","34","cm"
"urn:catalog:etn:phd_reubens:693:event-capture","urn:catalog:etn:phd_reubens:693:occurrence-capture","total length","30","cm"
"urn:catalog:etn:phd_reubens:694:event-capture","urn:catalog:etn:phd_reubens:694:occurrence-capture","total length","30.5","cm"
"urn:catalog:etn:phd_reubens:695:event-capture","urn:catalog:etn:phd_reubens:695:occurrence-capture","total length","30","cm"
"urn:catalog:etn:phd_reubens:696:event-capture","urn:catalog:etn:phd_reubens:696:occurrence-capture","total length","37","cm"
"urn:catalog:etn:phd_reubens:697:event-capture","urn:catalog:etn:phd_reubens:697:occurrence-capture","total length","37.5","cm"
"urn:catalog:etn:phd_reubens:698:event-capture","urn:catalog:etn:phd_reubens:698:occurrence-capture","total length","38","cm"
"urn:catalog:etn:phd_reubens:699:event-capture","urn:catalog:etn:phd_reubens:699:occurrence-capture","total length","39","cm"
"urn:catalog:etn:2011_rivierprik:593:event-capture","urn:catalog:etn:2011_rivierprik:593:occurrence-capture","total length","40.2","cm"
"urn:catalog:etn:phd_reubens:700:event-capture","urn:catalog:etn:phd_reubens:700:occurrence-capture","total length","41","cm"
"urn:catalog:etn:phd_reubens:701:event-capture","urn:catalog:etn:phd_reubens:701:occurrence-capture","total length","37","cm"
"urn:catalog:etn:phd_reubens:702:event-capture","urn:catalog:etn:phd_reubens:702:occurrence-capture","total length","38","cm"
"urn:catalog:etn:phd_reubens:703:event-capture","urn:catalog:etn:phd_reubens:703:occurrence-capture","total length","31.5","cm"
"urn:catalog:etn:phd_reubens:674:event-capture","urn:catalog:etn:phd_reubens:674:occurrence-capture","total length","34.6","cm"
"urn:catalog:etn:phd_reubens:673:event-capture","urn:catalog:etn:phd_reubens:673:occurrence-capture","total length","34.6","cm"
"urn:catalog:etn:phd_reubens:675:event-capture","urn:catalog:etn:phd_reubens:675:occurrence-capture","total length","32.8","cm"
"urn:catalog:etn:phd_reubens:676:event-capture","urn:catalog:etn:phd_reubens:676:occurrence-capture","total length","31.4","cm"
"urn:catalog:etn:phd_reubens:678:event-capture","urn:catalog:etn:phd_reubens:678:occurrence-capture","total length","40","cm"
"urn:catalog:etn:phd_reubens:677:event-capture","urn:catalog:etn:phd_reubens:677:occurrence-capture","total length","37.5","cm"
"urn:catalog:etn:phd_reubens:679:event-capture","urn:catalog:etn:phd_reubens:679:occurrence-capture","total length","38","cm"
"urn:catalog:etn:phd_reubens:680:event-capture","urn:catalog:etn:phd_reubens:680:occurrence-capture","total length","31.5","cm"
"urn:catalog:etn:2013_albertkanaal:720:event-capture","urn:catalog:etn:2013_albertkanaal:720:occurrence-capture","total length","736","mm"
"urn:catalog:etn:2011_rivierprik:561:event-capture","urn:catalog:etn:2011_rivierprik:561:occurrence-capture","total length","39","cm"
"urn:catalog:etn:2011_rivierprik:562:event-capture","urn:catalog:etn:2011_rivierprik:562:occurrence-capture","total length","37.9","cm"
"urn:catalog:etn:2011_rivierprik:563:event-capture","urn:catalog:etn:2011_rivierprik:563:occurrence-capture","total length","39.2","cm"
"urn:catalog:etn:2011_rivierprik:564:event-capture","urn:catalog:etn:2011_rivierprik:564:occurrence-capture","total length","37.8","cm"
"urn:catalog:etn:2011_rivierprik:565:event-capture","urn:catalog:etn:2011_rivierprik:565:occurrence-capture","total length","38.4","cm"
"urn:catalog:etn:2011_rivierprik:566:event-capture","urn:catalog:etn:2011_rivierprik:566:occurrence-capture","total length","39.8","cm"
"urn:catalog:etn:2011_rivierprik:567:event-capture","urn:catalog:etn:2011_rivierprik:567:occurrence-capture","total length","39.3","cm"
"urn:catalog:etn:2011_rivierprik:568:event-capture","urn:catalog:etn:2011_rivierprik:568:occurrence-capture","total length","37.3","cm"
"urn:catalog:etn:2011_rivierprik:569:event-capture","urn:catalog:etn:2011_rivierprik:569:occurrence-capture","total length","37.5","cm"
"urn:catalog:etn:2011_rivierprik:570:event-capture","urn:catalog:etn:2011_rivierprik:570:occurrence-capture","total length","41","cm"
"urn:catalog:etn:2013_albertkanaal:704:event-capture","urn:catalog:etn:2013_albertkanaal:704:occurrence-capture","total length","820","mm"
"urn:catalog:etn:2011_rivierprik:572:event-capture","urn:catalog:etn:2011_rivierprik:572:occurrence-capture","total length","39.5","cm"
"urn:catalog:etn:2011_rivierprik:573:event-capture","urn:catalog:etn:2011_rivierprik:573:occurrence-capture","total length","41.3","cm"
"urn:catalog:etn:2011_rivierprik:574:event-capture","urn:catalog:etn:2011_rivierprik:574:occurrence-capture","total length","40","cm"
"urn:catalog:etn:2011_rivierprik:575:event-capture","urn:catalog:etn:2011_rivierprik:575:occurrence-capture","total length","41.2","cm"
"urn:catalog:etn:2011_rivierprik:576:event-capture","urn:catalog:etn:2011_rivierprik:576:occurrence-capture","total length","38.9","cm"
"urn:catalog:etn:2011_rivierprik:577:event-capture","urn:catalog:etn:2011_rivierprik:577:occurrence-capture","total length","40","cm"
"urn:catalog:etn:2011_rivierprik:578:event-capture","urn:catalog:etn:2011_rivierprik:578:occurrence-capture","total length","37.5","cm"
"urn:catalog:etn:2011_rivierprik:579:event-capture","urn:catalog:etn:2011_rivierprik:579:occurrence-capture","total length","37.1","cm"
"urn:catalog:etn:2011_rivierprik:580:event-capture","urn:catalog:etn:2011_rivierprik:580:occurrence-capture","total length","37.1","cm"
"urn:catalog:etn:2011_rivierprik:581:event-capture","urn:catalog:etn:2011_rivierprik:581:occurrence-capture","total length","35.6","cm"
"urn:catalog:etn:2011_rivierprik:582:event-capture","urn:catalog:etn:2011_rivierprik:582:occurrence-capture","total length","36.9","cm"
"urn:catalog:etn:2011_rivierprik:583:event-capture","urn:catalog:etn:2011_rivierprik:583:occurrence-capture","total length","39.6","cm"
"urn:catalog:etn:2011_rivierprik:584:event-capture","urn:catalog:etn:2011_rivierprik:584:occurrence-capture","total length","39.6","cm"
"urn:catalog:etn:2011_rivierprik:585:event-capture","urn:catalog:etn:2011_rivierprik:585:occurrence-capture","total length","38","cm"
"urn:catalog:etn:2011_rivierprik:586:event-capture","urn:catalog:etn:2011_rivierprik:586:occurrence-capture","total length","39.4","cm"
"urn:catalog:etn:2011_rivierprik:587:event-capture","urn:catalog:etn:2011_rivierprik:587:occurrence-capture","total length","40.8","cm"
"urn:catalog:etn:2011_rivierprik:588:event-capture","urn:catalog:etn:2011_rivierprik:588:occurrence-capture","total length","40.3","cm"
"urn:catalog:etn:2011_rivierprik:589:event-capture","urn:catalog:etn:2011_rivierprik:589:occurrence-capture","total length","38.1","cm"
"urn:catalog:etn:2013_albertkanaal:373:event-capture","urn:catalog:etn:2013_albertkanaal:373:occurrence-capture","total length","86.8","cm"
"urn:catalog:etn:2013_albertkanaal:515:event-capture","urn:catalog:etn:2013_albertkanaal:515:occurrence-capture","total length","29.7","cm"
"urn:catalog:etn:2011_rivierprik:590:event-capture","urn:catalog:etn:2011_rivierprik:590:occurrence-capture","total length","36.8","cm"
"urn:catalog:etn:2011_rivierprik:591:event-capture","urn:catalog:etn:2011_rivierprik:591:occurrence-capture","total length","39.8","cm"
"urn:catalog:etn:2011_rivierprik:592:event-capture","urn:catalog:etn:2011_rivierprik:592:occurrence-capture","total length","37","cm"
"urn:catalog:etn:2011_rivierprik:594:event-capture","urn:catalog:etn:2011_rivierprik:594:occurrence-capture","total length","39.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:438:event-capture","urn:catalog:etn:2012_leopoldkanaal:438:occurrence-capture","total length","62.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:439:event-capture","urn:catalog:etn:2012_leopoldkanaal:439:occurrence-capture","total length","85.3","cm"
"urn:catalog:etn:2012_leopoldkanaal:440:event-capture","urn:catalog:etn:2012_leopoldkanaal:440:occurrence-capture","total length","67.3","cm"
"urn:catalog:etn:2012_leopoldkanaal:441:event-capture","urn:catalog:etn:2012_leopoldkanaal:441:occurrence-capture","total length","69.8","cm"
"urn:catalog:etn:2012_leopoldkanaal:442:event-capture","urn:catalog:etn:2012_leopoldkanaal:442:occurrence-capture","total length","74.8","cm"
"urn:catalog:etn:2012_leopoldkanaal:443:event-capture","urn:catalog:etn:2012_leopoldkanaal:443:occurrence-capture","total length","63.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:444:event-capture","urn:catalog:etn:2012_leopoldkanaal:444:occurrence-capture","total length","61","cm"
"urn:catalog:etn:2012_leopoldkanaal:445:event-capture","urn:catalog:etn:2012_leopoldkanaal:445:occurrence-capture","total length","60.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:446:event-capture","urn:catalog:etn:2012_leopoldkanaal:446:occurrence-capture","total length","61.3","cm"
"urn:catalog:etn:2013_albertkanaal:2205:event-capture","urn:catalog:etn:2013_albertkanaal:2205:occurrence-capture","fork length","166","mm"
"urn:catalog:etn:2012_leopoldkanaal:447:event-capture","urn:catalog:etn:2012_leopoldkanaal:447:occurrence-capture","total length","59.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:448:event-capture","urn:catalog:etn:2012_leopoldkanaal:448:occurrence-capture","total length","59.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:449:event-capture","urn:catalog:etn:2012_leopoldkanaal:449:occurrence-capture","total length","59.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:450:event-capture","urn:catalog:etn:2012_leopoldkanaal:450:occurrence-capture","total length","75.1","cm"
"urn:catalog:etn:2012_leopoldkanaal:451:event-capture","urn:catalog:etn:2012_leopoldkanaal:451:occurrence-capture","total length","63.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:452:event-capture","urn:catalog:etn:2012_leopoldkanaal:452:occurrence-capture","total length","71.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:453:event-capture","urn:catalog:etn:2012_leopoldkanaal:453:occurrence-capture","total length","63.1","cm"
"urn:catalog:etn:2012_leopoldkanaal:454:event-capture","urn:catalog:etn:2012_leopoldkanaal:454:occurrence-capture","total length","55.6","cm"
"urn:catalog:etn:2012_leopoldkanaal:455:event-capture","urn:catalog:etn:2012_leopoldkanaal:455:occurrence-capture","total length","66.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:456:event-capture","urn:catalog:etn:2012_leopoldkanaal:456:occurrence-capture","total length","61.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:457:event-capture","urn:catalog:etn:2012_leopoldkanaal:457:occurrence-capture","total length","61.8","cm"
"urn:catalog:etn:2012_leopoldkanaal:458:event-capture","urn:catalog:etn:2012_leopoldkanaal:458:occurrence-capture","total length","61.1","cm"
"urn:catalog:etn:2012_leopoldkanaal:459:event-capture","urn:catalog:etn:2012_leopoldkanaal:459:occurrence-capture","total length","58.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:460:event-capture","urn:catalog:etn:2012_leopoldkanaal:460:occurrence-capture","total length","51","cm"
"urn:catalog:etn:2012_leopoldkanaal:461:event-capture","urn:catalog:etn:2012_leopoldkanaal:461:occurrence-capture","total length","71.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:462:event-capture","urn:catalog:etn:2012_leopoldkanaal:462:occurrence-capture","total length","55.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:463:event-capture","urn:catalog:etn:2012_leopoldkanaal:463:occurrence-capture","total length","56","cm"
"urn:catalog:etn:2012_leopoldkanaal:464:event-capture","urn:catalog:etn:2012_leopoldkanaal:464:occurrence-capture","total length","57.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:465:event-capture","urn:catalog:etn:2012_leopoldkanaal:465:occurrence-capture","total length","60.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:466:event-capture","urn:catalog:etn:2012_leopoldkanaal:466:occurrence-capture","total length","57.9","cm"
"urn:catalog:etn:2012_leopoldkanaal:467:event-capture","urn:catalog:etn:2012_leopoldkanaal:467:occurrence-capture","total length","53.1","cm"
"urn:catalog:etn:2012_leopoldkanaal:468:event-capture","urn:catalog:etn:2012_leopoldkanaal:468:occurrence-capture","total length","49.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:469:event-capture","urn:catalog:etn:2012_leopoldkanaal:469:occurrence-capture","total length","53.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:470:event-capture","urn:catalog:etn:2012_leopoldkanaal:470:occurrence-capture","total length","60.1","cm"
"urn:catalog:etn:2012_leopoldkanaal:471:event-capture","urn:catalog:etn:2012_leopoldkanaal:471:occurrence-capture","total length","57.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:472:event-capture","urn:catalog:etn:2012_leopoldkanaal:472:occurrence-capture","total length","72.7","cm"
"urn:catalog:etn:2012_leopoldkanaal:473:event-capture","urn:catalog:etn:2012_leopoldkanaal:473:occurrence-capture","total length","76.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:474:event-capture","urn:catalog:etn:2012_leopoldkanaal:474:occurrence-capture","total length","57.1","cm"
"urn:catalog:etn:2012_leopoldkanaal:475:event-capture","urn:catalog:etn:2012_leopoldkanaal:475:occurrence-capture","total length","62.6","cm"
"urn:catalog:etn:2012_leopoldkanaal:476:event-capture","urn:catalog:etn:2012_leopoldkanaal:476:occurrence-capture","total length","57.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:477:event-capture","urn:catalog:etn:2012_leopoldkanaal:477:occurrence-capture","total length","59.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:478:event-capture","urn:catalog:etn:2012_leopoldkanaal:478:occurrence-capture","total length","73","cm"
"urn:catalog:etn:2012_leopoldkanaal:479:event-capture","urn:catalog:etn:2012_leopoldkanaal:479:occurrence-capture","total length","53.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:480:event-capture","urn:catalog:etn:2012_leopoldkanaal:480:occurrence-capture","total length","58.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:481:event-capture","urn:catalog:etn:2012_leopoldkanaal:481:occurrence-capture","total length","61.9","cm"
"urn:catalog:etn:2012_leopoldkanaal:482:event-capture","urn:catalog:etn:2012_leopoldkanaal:482:occurrence-capture","total length","71.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:483:event-capture","urn:catalog:etn:2012_leopoldkanaal:483:occurrence-capture","total length","65.6","cm"
"urn:catalog:etn:2012_leopoldkanaal:484:event-capture","urn:catalog:etn:2012_leopoldkanaal:484:occurrence-capture","total length","54.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:485:event-capture","urn:catalog:etn:2012_leopoldkanaal:485:occurrence-capture","total length","67.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:486:event-capture","urn:catalog:etn:2012_leopoldkanaal:486:occurrence-capture","total length","58.7","cm"
"urn:catalog:etn:2012_leopoldkanaal:487:event-capture","urn:catalog:etn:2012_leopoldkanaal:487:occurrence-capture","total length","66.8","cm"
"urn:catalog:etn:2011_rivierprik:226:event-capture","urn:catalog:etn:2011_rivierprik:226:occurrence-capture","total length","38.7","cm"
"urn:catalog:etn:2011_rivierprik:227:event-capture","urn:catalog:etn:2011_rivierprik:227:occurrence-capture","total length","42","cm"
"urn:catalog:etn:2011_rivierprik:228:event-capture","urn:catalog:etn:2011_rivierprik:228:occurrence-capture","total length","38","cm"
"urn:catalog:etn:2012_leopoldkanaal:229:event-capture","urn:catalog:etn:2012_leopoldkanaal:229:occurrence-capture","total length","60.3","cm"
"urn:catalog:etn:2012_leopoldkanaal:230:event-capture","urn:catalog:etn:2012_leopoldkanaal:230:occurrence-capture","total length","59.6","cm"
"urn:catalog:etn:2012_leopoldkanaal:231:event-capture","urn:catalog:etn:2012_leopoldkanaal:231:occurrence-capture","total length","68.1","cm"
"urn:catalog:etn:2012_leopoldkanaal:232:event-capture","urn:catalog:etn:2012_leopoldkanaal:232:occurrence-capture","total length","65.8","cm"
"urn:catalog:etn:2011_rivierprik:233:event-capture","urn:catalog:etn:2011_rivierprik:233:occurrence-capture","total length","36","cm"
"urn:catalog:etn:2011_rivierprik:234:event-capture","urn:catalog:etn:2011_rivierprik:234:occurrence-capture","total length","39.7","cm"
"urn:catalog:etn:2012_leopoldkanaal:387:event-capture","urn:catalog:etn:2012_leopoldkanaal:387:occurrence-capture","total length","64.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:388:event-capture","urn:catalog:etn:2012_leopoldkanaal:388:occurrence-capture","total length","57.4","cm"
"urn:catalog:etn:2013_albertkanaal:389:event-capture","urn:catalog:etn:2013_albertkanaal:389:occurrence-capture","total length","89","cm"
"urn:catalog:etn:2012_leopoldkanaal:390:event-capture","urn:catalog:etn:2012_leopoldkanaal:390:occurrence-capture","total length","68","cm"
"urn:catalog:etn:2012_leopoldkanaal:391:event-capture","urn:catalog:etn:2012_leopoldkanaal:391:occurrence-capture","total length","55.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:392:event-capture","urn:catalog:etn:2012_leopoldkanaal:392:occurrence-capture","total length","60.1","cm"
"urn:catalog:etn:2012_leopoldkanaal:393:event-capture","urn:catalog:etn:2012_leopoldkanaal:393:occurrence-capture","total length","66","cm"
"urn:catalog:etn:2012_leopoldkanaal:394:event-capture","urn:catalog:etn:2012_leopoldkanaal:394:occurrence-capture","total length","77","cm"
"urn:catalog:etn:2012_leopoldkanaal:395:event-capture","urn:catalog:etn:2012_leopoldkanaal:395:occurrence-capture","total length","71","cm"
"urn:catalog:etn:2012_leopoldkanaal:396:event-capture","urn:catalog:etn:2012_leopoldkanaal:396:occurrence-capture","total length","60.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:397:event-capture","urn:catalog:etn:2012_leopoldkanaal:397:occurrence-capture","total length","57.6","cm"
"urn:catalog:etn:2012_leopoldkanaal:398:event-capture","urn:catalog:etn:2012_leopoldkanaal:398:occurrence-capture","total length","81.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:399:event-capture","urn:catalog:etn:2012_leopoldkanaal:399:occurrence-capture","total length","65.3","cm"
"urn:catalog:etn:2012_leopoldkanaal:400:event-capture","urn:catalog:etn:2012_leopoldkanaal:400:occurrence-capture","total length","61.7","cm"
"urn:catalog:etn:2012_leopoldkanaal:401:event-capture","urn:catalog:etn:2012_leopoldkanaal:401:occurrence-capture","total length","66.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:402:event-capture","urn:catalog:etn:2012_leopoldkanaal:402:occurrence-capture","total length","61.7","cm"
"urn:catalog:etn:2013_albertkanaal:285:event-capture","urn:catalog:etn:2013_albertkanaal:285:occurrence-capture","total length","24.6","cm"
"urn:catalog:etn:2012_leopoldkanaal:403:event-capture","urn:catalog:etn:2012_leopoldkanaal:403:occurrence-capture","total length","73","cm"
"urn:catalog:etn:2012_leopoldkanaal:404:event-capture","urn:catalog:etn:2012_leopoldkanaal:404:occurrence-capture","total length","71.5","cm"
"urn:catalog:etn:2012_leopoldkanaal:405:event-capture","urn:catalog:etn:2012_leopoldkanaal:405:occurrence-capture","total length","65.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:406:event-capture","urn:catalog:etn:2012_leopoldkanaal:406:occurrence-capture","total length","64.4","cm"
"urn:catalog:etn:2012_leopoldkanaal:407:event-capture","urn:catalog:etn:2012_leopoldkanaal:407:occurrence-capture","total length","57.2","cm"
"urn:catalog:etn:2012_leopoldkanaal:408:event-capture","urn:catalog:etn:2012_leopoldkanaal:408:occurrence-capture","total length","68.3","cm"
"urn:catalog:etn:2012_leopoldkanaal:409:event-capture","urn:catalog:etn:2012_leopoldkanaal:409:occurrence-capture","total length","68.9","cm"
"urn:catalog:etn:2012_leopoldkanaal:410:event-capture","urn:catalog:etn:2012_leopoldkanaal:410:occurrence-capture","total length","77.9","cm"
"urn:catalog:etn:2012_leopoldkanaal:411:event-capture","urn:catalog:etn:2012_leopoldkanaal:411:occurrence-capture","total length","71.3","cm"
"urn:catalog:etn:2012_leopoldkanaal:412:event-capture","urn:catalog:etn:2012_leopoldkanaal:412:occurrence-capture","total length","66","cm"
"urn:catalog:etn:2012_leopoldkanaal:413:event-capture","urn:catalog:etn:2012_leopoldkanaal:413:occurrence-capture","total length","71.9","cm"
