"type","language","license","rightsHolder","accessRights","datasetID","institutionCode","datasetName","basisOfRecord","dynamicProperties","occurrenceID","eventDate","locationID","decimalLatitude","decimalLongitude","geodeticDatum","georeferenceSources","scientificName","kingdom","taxonRank"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677049","2012-01-23T18:08:31Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677051","2012-01-23T18:10:00Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677053","2012-01-23T18:11:19Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677055","2012-01-23T18:12:17Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677056","2012-01-23T18:13:25Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677058","2012-01-23T18:14:50Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677060","2012-01-23T18:16:03Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677062","2012-01-23T18:17:39Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677076","2012-01-23T18:53:54Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
"Event","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","","INBO","Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS)","MachineObservation","{""transmitter"":""A69-1303-3547"", ""receiver"":""VR2W-112298""}","etn:lifewatch:33677077","2012-01-23T18:55:46Z","soAsp","50.9147526","3.6729189","WGS84","GPS","Lampetra fluviatilis","Animalia","species"
