eventID,occurrenceID,measurementType,measurementUnit,measurementValue
,2013_albertkanaal:333:occurrence-capture,horizontal eye diameter,mm,11.7
,2013_albertkanaal:334:occurrence-capture,horizontal eye diameter,mm,10
,2013_albertkanaal:335:occurrence-capture,horizontal eye diameter,mm,10.7
,2013_albertkanaal:336:occurrence-capture,horizontal eye diameter,mm,12.1
,2013_albertkanaal:2276:occurrence-capture,horizontal eye diameter,mm,10.06
,2013_albertkanaal:2277:occurrence-capture,horizontal eye diameter,mm,11.6
,2013_albertkanaal:2278:occurrence-capture,horizontal eye diameter,mm,10.45
,2013_albertkanaal:2279:occurrence-capture,horizontal eye diameter,mm,9
,2013_albertkanaal:2280:occurrence-capture,horizontal eye diameter,mm,12.1
,2013_albertkanaal:2281:occurrence-capture,horizontal eye diameter,mm,8.95
,2013_albertkanaal:2282:occurrence-capture,horizontal eye diameter,mm,10.45
,2013_albertkanaal:2266:occurrence-capture,horizontal eye diameter,mm,10.8
,2013_albertkanaal:2267:occurrence-capture,horizontal eye diameter,mm,10.85
,2013_albertkanaal:2268:occurrence-capture,horizontal eye diameter,mm,10.3
,2013_albertkanaal:2269:occurrence-capture,horizontal eye diameter,mm,10.1
,2013_albertkanaal:2270:occurrence-capture,horizontal eye diameter,mm,9.1
,2013_albertkanaal:2271:occurrence-capture,horizontal eye diameter,mm,11.5
,2013_albertkanaal:2272:occurrence-capture,horizontal eye diameter,mm,10.5
,2013_albertkanaal:2273:occurrence-capture,horizontal eye diameter,mm,9.7
,2013_albertkanaal:2274:occurrence-capture,horizontal eye diameter,mm,11.05
,2013_albertkanaal:2275:occurrence-capture,horizontal eye diameter,mm,15
,2013_albertkanaal:2283:occurrence-capture,horizontal eye diameter,mm,11.4
,2013_albertkanaal:2284:occurrence-capture,horizontal eye diameter,mm,10.7
,2013_albertkanaal:2285:occurrence-capture,horizontal eye diameter,mm,10.5
,2013_albertkanaal:342:occurrence-capture,horizontal eye diameter,mm,10.9
,2013_albertkanaal:343:occurrence-capture,horizontal eye diameter,mm,9.6
,2013_albertkanaal:344:occurrence-capture,horizontal eye diameter,mm,11.7
,2013_albertkanaal:349:occurrence-capture,horizontal eye diameter,mm,10.4
,2013_albertkanaal:350:occurrence-capture,horizontal eye diameter,mm,10.6
,2013_albertkanaal:351:occurrence-capture,horizontal eye diameter,mm,11.6
,2013_albertkanaal:352:occurrence-capture,horizontal eye diameter,mm,10.7
,2013_albertkanaal:353:occurrence-capture,horizontal eye diameter,mm,11
,2013_albertkanaal:354:occurrence-capture,horizontal eye diameter,mm,11.3
,2013_albertkanaal:355:occurrence-capture,horizontal eye diameter,mm,11.5
,2013_albertkanaal:359:occurrence-capture,horizontal eye diameter,mm,10
,2013_albertkanaal:360:occurrence-capture,horizontal eye diameter,mm,11
,2013_albertkanaal:2286:occurrence-capture,horizontal eye diameter,mm,10.9
,2013_albertkanaal:2287:occurrence-capture,horizontal eye diameter,mm,10.2
,2013_albertkanaal:2288:occurrence-capture,horizontal eye diameter,mm,8.95
,2013_albertkanaal:2289:occurrence-capture,horizontal eye diameter,mm,11.25
,2015_phd_verhelst:638:occurrence-capture,vertical eye diameter,mm,7.59
,2015_phd_verhelst:639:occurrence-capture,vertical eye diameter,mm,8.58
,2015_phd_verhelst:640:occurrence-capture,vertical eye diameter,mm,7.47
,2015_phd_verhelst:642:occurrence-capture,vertical eye diameter,mm,7.5
,2015_phd_verhelst:643:occurrence-capture,vertical eye diameter,mm,7.42
,2015_phd_verhelst:644:occurrence-capture,vertical eye diameter,mm,6.54
,2015_phd_verhelst:2160:occurrence-capture,horizontal eye diameter,mm,6.64
,2015_phd_verhelst:646:occurrence-capture,vertical eye diameter,mm,7.64
,2015_phd_verhelst:647:occurrence-capture,vertical eye diameter,mm,7.45
,2015_phd_verhelst:648:occurrence-capture,vertical eye diameter,mm,8.52
,2015_phd_verhelst:613:occurrence-capture,vertical eye diameter,mm,7.25
,2015_phd_verhelst:614:occurrence-capture,vertical eye diameter,mm,8.45
,2015_phd_verhelst:615:occurrence-capture,vertical eye diameter,mm,7.82
,2015_phd_verhelst:616:occurrence-capture,vertical eye diameter,mm,8.88
,2015_phd_verhelst:617:occurrence-capture,vertical eye diameter,mm,9.15
,2015_phd_verhelst:618:occurrence-capture,vertical eye diameter,mm,9.21
,2015_phd_verhelst:2226:occurrence-capture,vertical eye diameter,mm,8.97
,2015_phd_verhelst:2222:occurrence-capture,vertical eye diameter,mm,10.37
,2015_phd_verhelst:2223:occurrence-capture,vertical eye diameter,mm,8.14
,2015_phd_verhelst:2224:occurrence-capture,vertical eye diameter,mm,7.92
,2015_phd_verhelst:2221:occurrence-capture,vertical eye diameter,mm,9.16
,2015_phd_verhelst:2225:occurrence-capture,vertical eye diameter,mm,7.52
,2015_phd_verhelst:2227:occurrence-capture,vertical eye diameter,mm,7.89
,2015_phd_verhelst:2228:occurrence-capture,vertical eye diameter,mm,8.44
,2015_phd_verhelst:2229:occurrence-capture,vertical eye diameter,mm,7.48
,2015_phd_verhelst:2230:occurrence-capture,vertical eye diameter,mm,6.76
,2015_phd_verhelst:2231:occurrence-capture,vertical eye diameter,mm,7.69
,2015_phd_verhelst:2232:occurrence-capture,vertical eye diameter,mm,9.71
,2015_phd_verhelst:2234:occurrence-capture,vertical eye diameter,mm,7.04
,2015_phd_verhelst:2233:occurrence-capture,vertical eye diameter,mm,10.55
,2015_phd_verhelst:2235:occurrence-capture,vertical eye diameter,mm,9.42
,2015_phd_verhelst:2236:occurrence-capture,vertical eye diameter,mm,7.44
,2015_phd_verhelst:2244:occurrence-capture,vertical eye diameter,mm,9.66
,2015_phd_verhelst:2245:occurrence-capture,vertical eye diameter,mm,9.4
,2015_phd_verhelst:2246:occurrence-capture,vertical eye diameter,mm,9.73
,2015_phd_verhelst:2247:occurrence-capture,vertical eye diameter,mm,9.28
,2015_phd_verhelst:2248:occurrence-capture,vertical eye diameter,mm,7.85
,2015_phd_verhelst:2249:occurrence-capture,vertical eye diameter,mm,7.02
,2015_phd_verhelst:2250:occurrence-capture,vertical eye diameter,mm,8.04
,2015_phd_verhelst:2251:occurrence-capture,vertical eye diameter,mm,9.22
,2015_phd_verhelst:612:occurrence-capture,vertical eye diameter,mm,7.4
,2015_phd_verhelst:619:occurrence-capture,vertical eye diameter,mm,8.81
,2015_phd_verhelst:620:occurrence-capture,vertical eye diameter,mm,6.89
,2015_phd_verhelst:2252:occurrence-capture,vertical eye diameter,mm,9.37
,2015_phd_verhelst:2253:occurrence-capture,vertical eye diameter,mm,9.33
,2015_phd_verhelst:2254:occurrence-capture,vertical eye diameter,mm,8.85
,2015_phd_verhelst:2255:occurrence-capture,vertical eye diameter,mm,8.73
,2015_phd_verhelst:2256:occurrence-capture,vertical eye diameter,mm,10.19
,2015_phd_verhelst:2257:occurrence-capture,vertical eye diameter,mm,7.44
,2015_phd_verhelst:2258:occurrence-capture,vertical eye diameter,mm,7.91
,2015_phd_verhelst:2259:occurrence-capture,vertical eye diameter,mm,10.53
,2015_phd_verhelst:2260:occurrence-capture,vertical eye diameter,mm,8.85
,2015_phd_verhelst:2261:occurrence-capture,vertical eye diameter,mm,6.3
,2015_phd_verhelst:2262:occurrence-capture,vertical eye diameter,mm,7.46
,2015_phd_verhelst:2263:occurrence-capture,vertical eye diameter,mm,9.73
,2015_phd_verhelst:2264:occurrence-capture,vertical eye diameter,mm,11.86
,2015_phd_verhelst:2396:occurrence-capture,vertical eye diameter,mm,10.6
,2015_phd_verhelst:2397:occurrence-capture,vertical eye diameter,mm,7.53
,2015_phd_verhelst:2398:occurrence-capture,vertical eye diameter,mm,9.95
,2015_phd_verhelst:2399:occurrence-capture,vertical eye diameter,mm,8.12
,2015_phd_verhelst:2400:occurrence-capture,vertical eye diameter,mm,7.68
,2015_phd_verhelst:2218:occurrence-capture,vertical eye diameter,mm,9.12
,2015_phd_verhelst:2220:occurrence-capture,vertical eye diameter,mm,6.7
,2015_phd_verhelst:2219:occurrence-capture,vertical eye diameter,mm,7.41
,2015_phd_verhelst:3210:occurrence-capture,vertical eye diameter,mm,8.17
,2015_phd_verhelst:3212:occurrence-capture,vertical eye diameter,mm,8.58
,2015_phd_verhelst:3211:occurrence-capture,vertical eye diameter,mm,7.4
,2015_phd_verhelst:3209:occurrence-capture,vertical eye diameter,mm,8.98
,2015_phd_verhelst:3208:occurrence-capture,vertical eye diameter,mm,10.62
,2015_phd_verhelst:3213:occurrence-capture,vertical eye diameter,mm,7.38
,2015_phd_verhelst:3529:occurrence-capture,vertical eye diameter,mm,8.19
,2015_phd_verhelst:3527:occurrence-capture,vertical eye diameter,mm,8.46
,2015_phd_verhelst:3528:occurrence-capture,vertical eye diameter,mm,7.15
,2015_phd_verhelst:3530:occurrence-capture,vertical eye diameter,mm,7.97
,2015_phd_verhelst:3531:occurrence-capture,vertical eye diameter,mm,8.86
,2013_albertkanaal:2301:occurrence-capture,horizontal eye diameter,mm,10.85
,2013_albertkanaal:2302:occurrence-capture,horizontal eye diameter,mm,10.75
,2013_albertkanaal:2303:occurrence-capture,horizontal eye diameter,mm,12.2
,2013_albertkanaal:2304:occurrence-capture,horizontal eye diameter,mm,10.5
,2013_albertkanaal:2305:occurrence-capture,horizontal eye diameter,mm,10.9
,2013_albertkanaal:2306:occurrence-capture,horizontal eye diameter,mm,10.5
,2013_albertkanaal:2307:occurrence-capture,horizontal eye diameter,mm,10.4
,2013_albertkanaal:2308:occurrence-capture,horizontal eye diameter,mm,10.75
,2013_albertkanaal:2309:occurrence-capture,horizontal eye diameter,mm,9.85
,2013_albertkanaal:2310:occurrence-capture,horizontal eye diameter,mm,10.75
,2013_albertkanaal:2311:occurrence-capture,horizontal eye diameter,mm,10.25
,2015_phd_verhelst:380:occurrence-capture,vertical eye diameter,mm,7
,2015_phd_verhelst:379:occurrence-capture,vertical eye diameter,mm,6.5
,2015_phd_verhelst:378:occurrence-capture,vertical eye diameter,mm,6
,2015_phd_verhelst:381:occurrence-capture,vertical eye diameter,mm,7.03
,2013_albertkanaal:361:occurrence-capture,horizontal eye diameter,mm,11.1
,2013_albertkanaal:362:occurrence-capture,horizontal eye diameter,mm,12.3
,2015_phd_verhelst:598:occurrence-capture,vertical eye diameter,mm,7.74
,2015_phd_verhelst:599:occurrence-capture,vertical eye diameter,mm,9.05
,2015_phd_verhelst:600:occurrence-capture,vertical eye diameter,mm,7.9
,2015_phd_verhelst:601:occurrence-capture,vertical eye diameter,mm,7.42
,2015_phd_verhelst:602:occurrence-capture,vertical eye diameter,mm,9.2
,2015_phd_verhelst:603:occurrence-capture,vertical eye diameter,mm,9.1
,2015_phd_verhelst:604:occurrence-capture,vertical eye diameter,mm,8.05
,2015_phd_verhelst:625:occurrence-capture,vertical eye diameter,mm,7.36
,2015_phd_verhelst:595:occurrence-capture,vertical eye diameter,mm,7.46
,2015_phd_verhelst:596:occurrence-capture,vertical eye diameter,mm,6.5
,2015_phd_verhelst:597:occurrence-capture,vertical eye diameter,mm,8.03
,2015_phd_verhelst:605:occurrence-capture,vertical eye diameter,mm,7.89
,2015_phd_verhelst:606:occurrence-capture,vertical eye diameter,mm,8.06
,2015_phd_verhelst:607:occurrence-capture,vertical eye diameter,mm,7.72
,2015_phd_verhelst:608:occurrence-capture,vertical eye diameter,mm,8.28
,2015_phd_verhelst:609:occurrence-capture,vertical eye diameter,mm,7.34
,2015_phd_verhelst:610:occurrence-capture,vertical eye diameter,mm,7.81
,2015_phd_verhelst:611:occurrence-capture,vertical eye diameter,mm,6.93
,2013_albertkanaal:308:occurrence-capture,horizontal eye diameter,mm,10.4
,2013_albertkanaal:309:occurrence-capture,horizontal eye diameter,mm,9.7
,2013_albertkanaal:310:occurrence-capture,horizontal eye diameter,mm,8.9
,2013_albertkanaal:311:occurrence-capture,horizontal eye diameter,mm,9
,2013_albertkanaal:312:occurrence-capture,horizontal eye diameter,mm,10
,2013_albertkanaal:313:occurrence-capture,horizontal eye diameter,mm,8.4
,2013_albertkanaal:314:occurrence-capture,horizontal eye diameter,mm,11
,2013_albertkanaal:315:occurrence-capture,horizontal eye diameter,mm,10.5
,2013_albertkanaal:316:occurrence-capture,horizontal eye diameter,mm,11.7
,2013_albertkanaal:307:occurrence-capture,horizontal eye diameter,mm,9.3
,2013_albertkanaal:319:occurrence-capture,horizontal eye diameter,mm,10.3
,2013_albertkanaal:324:occurrence-capture,horizontal eye diameter,mm,9.6
,2013_albertkanaal:325:occurrence-capture,horizontal eye diameter,mm,9.9
,2013_albertkanaal:326:occurrence-capture,horizontal eye diameter,mm,12.2
,2013_albertkanaal:327:occurrence-capture,horizontal eye diameter,mm,10.7
,2013_albertkanaal:328:occurrence-capture,horizontal eye diameter,mm,10
,2013_albertkanaal:329:occurrence-capture,horizontal eye diameter,mm,13.1
,2013_albertkanaal:330:occurrence-capture,horizontal eye diameter,mm,12
,2013_albertkanaal:331:occurrence-capture,horizontal eye diameter,mm,11.5
,2013_albertkanaal:337:occurrence-capture,horizontal eye diameter,mm,10.6
,2013_albertkanaal:338:occurrence-capture,horizontal eye diameter,mm,10.5
,2013_albertkanaal:339:occurrence-capture,horizontal eye diameter,mm,10.3
,2013_albertkanaal:340:occurrence-capture,horizontal eye diameter,mm,11.6
,2013_albertkanaal:341:occurrence-capture,horizontal eye diameter,mm,10.2
,2013_albertkanaal:345:occurrence-capture,horizontal eye diameter,mm,10
,2013_albertkanaal:346:occurrence-capture,horizontal eye diameter,mm,11.1
,2013_albertkanaal:347:occurrence-capture,horizontal eye diameter,mm,10.1
,2013_albertkanaal:348:occurrence-capture,horizontal eye diameter,mm,9.7
,2013_albertkanaal:356:occurrence-capture,horizontal eye diameter,mm,9.63
,2013_albertkanaal:357:occurrence-capture,horizontal eye diameter,mm,11
,2013_albertkanaal:358:occurrence-capture,horizontal eye diameter,mm,10
,2015_phd_verhelst:621:occurrence-capture,vertical eye diameter,mm,7.71
,2015_phd_verhelst:622:occurrence-capture,vertical eye diameter,mm,8.1
,2015_phd_verhelst:623:occurrence-capture,vertical eye diameter,mm,8.6
,2015_phd_verhelst:624:occurrence-capture,vertical eye diameter,mm,7.62
,2013_albertkanaal:2290:occurrence-capture,vertical eye diameter,mm,11.15
,2013_albertkanaal:2291:occurrence-capture,vertical eye diameter,mm,9.95
,2013_albertkanaal:2292:occurrence-capture,vertical eye diameter,mm,9.9
,2013_albertkanaal:2293:occurrence-capture,vertical eye diameter,mm,9.35
,2013_albertkanaal:2294:occurrence-capture,vertical eye diameter,mm,9.25
,2013_albertkanaal:2295:occurrence-capture,vertical eye diameter,mm,10.45
,2013_albertkanaal:2296:occurrence-capture,vertical eye diameter,mm,10.2
,2013_albertkanaal:2297:occurrence-capture,vertical eye diameter,mm,9.9
,2013_albertkanaal:2298:occurrence-capture,vertical eye diameter,mm,10.1
,2013_albertkanaal:2299:occurrence-capture,vertical eye diameter,mm,11.7
,2013_albertkanaal:2300:occurrence-capture,vertical eye diameter,mm,10.1
,2013_albertkanaal:2779:occurrence-capture,vertical eye diameter,mm,9.85
,2013_albertkanaal:2780:occurrence-capture,vertical eye diameter,mm,9.45
,2013_albertkanaal:2781:occurrence-capture,vertical eye diameter,mm,10.5
,2013_albertkanaal:2782:occurrence-capture,vertical eye diameter,mm,10.4
,2013_albertkanaal:2783:occurrence-capture,vertical eye diameter,mm,9.9
,2013_albertkanaal:2784:occurrence-capture,vertical eye diameter,mm,11.9
,2013_albertkanaal:2785:occurrence-capture,vertical eye diameter,mm,10.8
,2013_albertkanaal:2786:occurrence-capture,vertical eye diameter,mm,12.2
,2013_albertkanaal:2787:occurrence-capture,vertical eye diameter,mm,9.95
,2013_albertkanaal:2788:occurrence-capture,vertical eye diameter,mm,10.85
,2013_albertkanaal:720:occurrence-capture,vertical eye diameter,mm,8.53
,2013_albertkanaal:704:occurrence-capture,vertical eye diameter,mm,11.18
,2012_leopoldkanaal:438:occurrence-capture,pectoral fin length,mm,31.6
,2012_leopoldkanaal:439:occurrence-capture,pectoral fin length,mm,35.3
,2012_leopoldkanaal:440:occurrence-capture,pectoral fin length,mm,30.05
,2012_leopoldkanaal:441:occurrence-capture,pectoral fin length,mm,34.6
,2012_leopoldkanaal:442:occurrence-capture,pectoral fin length,mm,37.1
,2012_leopoldkanaal:443:occurrence-capture,pectoral fin length,mm,32.5
,2012_leopoldkanaal:444:occurrence-capture,pectoral fin length,mm,30.1
,2012_leopoldkanaal:445:occurrence-capture,pectoral fin length,mm,26.6
,2012_leopoldkanaal:446:occurrence-capture,pectoral fin length,mm,34.4
,2012_leopoldkanaal:447:occurrence-capture,pectoral fin length,mm,30.9
,2012_leopoldkanaal:448:occurrence-capture,pectoral fin length,mm,33.4
,2012_leopoldkanaal:449:occurrence-capture,pectoral fin length,mm,24.6
,2012_leopoldkanaal:450:occurrence-capture,pectoral fin length,mm,41.8
,2012_leopoldkanaal:451:occurrence-capture,pectoral fin length,mm,27.5
,2012_leopoldkanaal:452:occurrence-capture,pectoral fin length,mm,30.5
,2012_leopoldkanaal:453:occurrence-capture,pectoral fin length,mm,30.8
,2012_leopoldkanaal:454:occurrence-capture,pectoral fin length,mm,28.6
,2012_leopoldkanaal:455:occurrence-capture,pectoral fin length,mm,29
,2012_leopoldkanaal:456:occurrence-capture,pectoral fin length,mm,29.3
,2012_leopoldkanaal:457:occurrence-capture,pectoral fin length,mm,26.75
,2012_leopoldkanaal:458:occurrence-capture,pectoral fin length,mm,24.25
,2012_leopoldkanaal:459:occurrence-capture,pectoral fin length,mm,28.6
,2012_leopoldkanaal:460:occurrence-capture,pectoral fin length,mm,23.6
,2012_leopoldkanaal:461:occurrence-capture,pectoral fin length,mm,38.6
,2012_leopoldkanaal:462:occurrence-capture,pectoral fin length,mm,30.3
,2012_leopoldkanaal:463:occurrence-capture,pectoral fin length,mm,26.1
,2012_leopoldkanaal:464:occurrence-capture,pectoral fin length,mm,24.2
,2012_leopoldkanaal:465:occurrence-capture,pectoral fin length,mm,24.6
,2012_leopoldkanaal:466:occurrence-capture,pectoral fin length,mm,28.55
,2012_leopoldkanaal:467:occurrence-capture,pectoral fin length,mm,24.3
,2012_leopoldkanaal:468:occurrence-capture,pectoral fin length,mm,23.5
,2012_leopoldkanaal:469:occurrence-capture,pectoral fin length,mm,26.5
,2012_leopoldkanaal:470:occurrence-capture,pectoral fin length,mm,26.45
,2012_leopoldkanaal:471:occurrence-capture,pectoral fin length,mm,29
,2012_leopoldkanaal:472:occurrence-capture,pectoral fin length,mm,37
,2012_leopoldkanaal:473:occurrence-capture,pectoral fin length,mm,38.3
,2012_leopoldkanaal:474:occurrence-capture,pectoral fin length,mm,26.6
,2012_leopoldkanaal:475:occurrence-capture,pectoral fin length,mm,30.2
,2012_leopoldkanaal:476:occurrence-capture,pectoral fin length,mm,27.2
,2012_leopoldkanaal:477:occurrence-capture,pectoral fin length,mm,27.6
,2012_leopoldkanaal:478:occurrence-capture,pectoral fin length,mm,40.4
,2012_leopoldkanaal:479:occurrence-capture,pectoral fin length,mm,24.6
,2012_leopoldkanaal:480:occurrence-capture,pectoral fin length,mm,26.3
,2012_leopoldkanaal:481:occurrence-capture,pectoral fin length,mm,31.8
,2012_leopoldkanaal:482:occurrence-capture,pectoral fin length,mm,40.2
,2012_leopoldkanaal:484:occurrence-capture,pectoral fin length,mm,28.7
,2012_leopoldkanaal:485:occurrence-capture,pectoral fin length,mm,34
