eventid,measurementtype,measurementvalue,measurementunit
etn:ws1:2205:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46395, longitude: 3.51263",""
etn:ws1:2205:event-receiver-deployment,receiver id,VR2W-123831,""
etn:ws1:2205:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2205:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2205:event-receiver-deployment,receiver status,active,""
etn:ws1:2206:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2206:event-receiver-deployment,receiver id,VR2W-123832,""
etn:ws1:2206:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47468, longitude: 3.51068",""
etn:ws1:2206:event-receiver-deployment,receiver status,active,""
etn:ws1:2206:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2207:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:ws1:2207:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2207:event-receiver-deployment,receiver status,lost,""
etn:ws1:2207:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42817, longitude: 3.46218",""
etn:ws1:2207:event-receiver-deployment,receiver id,VR2W-127718,""
etn:ws1:2208:event-receiver-deployment,receiver id,VR2W-127727,""
etn:ws1:2208:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2208:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:ws1:2208:event-receiver-deployment,receiver status,available,""
etn:ws1:2513:event-receiver-deployment,receiver status,active,""
etn:ws1:2513:event-receiver-deployment,receiver id,VR2W-112370,""
etn:ws1:2513:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2513:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2513:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41017, longitude: 3.45452",""
etn:ws1:2517:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40341, longitude: 3.46590",""
etn:ws1:2517:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2517:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2517:event-receiver-deployment,receiver status,lost,""
etn:ws1:2517:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:2518:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:2518:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2518:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2518:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41834, longitude: 3.45318",""
etn:ws1:2518:event-receiver-deployment,receiver status,active,""
etn:ws1:2519:event-receiver-deployment,receiver intended coordinates,"latitude: 51.43779, longitude: 3.47035",""
etn:ws1:2519:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2519:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:2519:event-receiver-deployment,receiver status,lost,""
etn:ws1:2519:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2520:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2520:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:2520:event-receiver-deployment,receiver status,lost,""
etn:ws1:2520:event-receiver-deployment,receiver intended coordinates,"latitude: 51.44734, longitude: 3.47051",""
etn:ws1:2520:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2521:event-receiver-deployment,receiver status,active,""
etn:ws1:2521:event-receiver-deployment,receiver intended coordinates,"latitude: 51.45933, longitude: 3.47183",""
etn:ws1:2521:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2521:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:2521:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2522:event-receiver-deployment,receiver status,active,""
etn:ws1:2522:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2522:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:2522:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:2522:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2523:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2523:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46618, longitude: 3.50218",""
etn:ws1:2523:event-receiver-deployment,receiver status,broken,""
etn:ws1:2523:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2523:event-receiver-deployment,receiver id,VR2W-123830,""
etn:ws1:2524:event-receiver-deployment,receiver id,VR2W-123831,""
etn:ws1:2524:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2524:event-receiver-deployment,receiver status,active,""
etn:ws1:2524:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46395, longitude: 3.51263",""
etn:ws1:2524:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2525:event-receiver-deployment,receiver status,active,""
etn:ws1:2525:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2525:event-receiver-deployment,receiver id,VR2W-123832,""
etn:ws1:2525:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2525:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47468, longitude: 3.51068",""
etn:ws1:2527:event-receiver-deployment,receiver status,lost,""
etn:ws1:2527:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42817, longitude: 3.46218",""
etn:ws1:2527:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2527:event-receiver-deployment,receiver id,VR2W-127718,""
etn:ws1:2527:event-receiver-deployment,receiver drop dead date,2018-05-13,""
etn:ws1:2528:event-receiver-deployment,receiver id,VR2W-127727,""
etn:ws1:2528:event-receiver-deployment,receiver status,available,""
etn:ws1:2528:event-receiver-deployment,receiver drop dead date,2018-05-13,""
etn:ws1:2528:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3337:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3337:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40341, longitude: 3.46590",""
etn:ws1:3337:event-receiver-deployment,receiver status,lost,""
etn:ws1:3337:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3337:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:3338:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:3338:event-receiver-deployment,receiver status,active,""
etn:ws1:3338:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3338:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3338:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41834, longitude: 3.45318",""
etn:ws1:3339:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3339:event-receiver-deployment,receiver intended coordinates,"latitude: 51.43779, longitude: 3.47035",""
etn:ws1:3339:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:3339:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3339:event-receiver-deployment,receiver status,lost,""
etn:ws1:3340:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:3340:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3340:event-receiver-deployment,receiver intended coordinates,"latitude: 51.44734, longitude: 3.47051",""
etn:ws1:3340:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3340:event-receiver-deployment,receiver status,lost,""
etn:ws1:3341:event-receiver-deployment,receiver status,active,""
etn:ws1:3341:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3341:event-receiver-deployment,receiver intended coordinates,"latitude: 51.45933, longitude: 3.47183",""
etn:ws1:3341:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:3341:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3342:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3342:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:3342:event-receiver-deployment,receiver status,active,""
etn:ws1:3342:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:3342:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3343:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3343:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46618, longitude: 3.50218",""
etn:ws1:3343:event-receiver-deployment,receiver status,broken,""
etn:ws1:3343:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3343:event-receiver-deployment,receiver id,VR2W-123830,""
etn:ws1:3344:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3344:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46395, longitude: 3.51263",""
etn:ws1:3344:event-receiver-deployment,receiver status,active,""
etn:ws1:3344:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3344:event-receiver-deployment,receiver id,VR2W-123831,""
etn:ws1:3345:event-receiver-deployment,receiver id,VR2W-123832,""
etn:ws1:3345:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47468, longitude: 3.51068",""
etn:ws1:3345:event-receiver-deployment,receiver status,active,""
etn:ws1:3345:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3345:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3346:event-receiver-deployment,receiver status,lost,""
etn:ws1:3346:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42817, longitude: 3.46218",""
etn:ws1:3346:event-receiver-deployment,receiver id,VR2W-127718,""
etn:ws1:3346:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3346:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3347:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3347:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3347:event-receiver-deployment,receiver status,available,""
etn:ws1:3347:event-receiver-deployment,receiver id,VR2W-127727,""
etn:ws1:3348:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41017, longitude: 3.45452",""
etn:ws1:3348:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3348:event-receiver-deployment,receiver id,VR2W-123826,""
etn:ws1:3348:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3348:event-receiver-deployment,receiver status,lost,""
etn:ws1:3481:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:3481:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3481:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40341, longitude: 3.46590",""
etn:ws1:3481:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3481:event-receiver-deployment,receiver status,lost,""
etn:ws1:3482:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3482:event-receiver-deployment,receiver status,active,""
etn:ws1:3482:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41834, longitude: 3.45318",""
etn:ws1:3482:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3482:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:3483:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3483:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:3483:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3483:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:3483:event-receiver-deployment,receiver status,active,""
etn:ws1:3484:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:3484:event-receiver-deployment,receiver intended coordinates,"latitude: 51.44734, longitude: 3.47051",""
etn:ws1:3484:event-receiver-deployment,receiver status,lost,""
etn:ws1:3484:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3484:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3485:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3485:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3485:event-receiver-deployment,receiver status,active,""
etn:ws1:3485:event-receiver-deployment,receiver intended coordinates,"latitude: 51.45933, longitude: 3.47183",""
etn:ws1:3485:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:3486:event-receiver-deployment,receiver id,VR2W-123826,""
etn:ws1:3486:event-receiver-deployment,receiver status,lost,""
etn:ws1:3486:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41017, longitude: 3.45452",""
etn:ws1:3486:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3486:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3487:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3487:event-receiver-deployment,receiver id,VR2W-123831,""
etn:ws1:3487:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3487:event-receiver-deployment,receiver status,active,""
etn:ws1:3487:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46395, longitude: 3.51263",""
etn:ws1:3488:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3488:event-receiver-deployment,receiver status,active,""
etn:ws1:3488:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3488:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47468, longitude: 3.51068",""
etn:ws1:3488:event-receiver-deployment,receiver id,VR2W-123832,""
etn:ws1:3489:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46618, longitude: 3.50218",""
etn:ws1:3489:event-receiver-deployment,receiver id,VR2W-123830,""
etn:ws1:3489:event-receiver-deployment,receiver status,broken,""
etn:ws1:3489:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3489:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3490:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3490:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3490:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42817, longitude: 3.46218",""
etn:ws1:3490:event-receiver-deployment,receiver id,VR2W-127718,""
etn:ws1:3490:event-receiver-deployment,receiver status,lost,""
etn:ws1:3491:event-receiver-deployment,receiver id,VR2W-127727,""
etn:ws1:3491:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3491:event-receiver-deployment,receiver status,available,""
etn:ws1:3491:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3835:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3835:event-receiver-deployment,receiver intended coordinates,"latitude: 51.43779, longitude: 3.47035",""
etn:ws1:3835:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3835:event-receiver-deployment,receiver status,lost,""
etn:ws1:3835:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:3836:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42817, longitude: 3.46218",""
etn:ws1:3836:event-receiver-deployment,receiver status,lost,""
etn:ws1:3836:event-receiver-deployment,receiver id,VR2W-127718,""
etn:ws1:3836:event-receiver-deployment,receiver drop dead date,2019-02-16,""
etn:ws1:3836:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3971:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:3971:event-receiver-deployment,receiver status,active,""
etn:ws1:3971:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:3971:event-receiver-deployment,receiver drop dead date,2020-06-19,""
etn:ws1:3971:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:3972:event-receiver-deployment,receiver intended coordinates,"latitude: 51.45933, longitude: 3.47183",""
etn:ws1:3972:event-receiver-deployment,receiver id,VR2W-123819,""
