eventid,occurrenceid,measurementtype,measurementvalue,measurementunit
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348455:occurrence-detections,transmitter sensor value,8,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348454:occurrence-detections,transmitter sensor value,4,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348453:occurrence-detections,transmitter sensor value,4,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348452:occurrence-detections,transmitter sensor value,5,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348451:occurrence-detections,transmitter sensor value,5,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348449:occurrence-detections,transmitter sensor value,4,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348447:occurrence-detections,transmitter sensor value,5,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348446:occurrence-detections,transmitter sensor value,4,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348445:occurrence-detections,transmitter sensor value,4,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348443:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348441:occurrence-detections,transmitter sensor value,11,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348438:occurrence-detections,transmitter sensor value,5,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348437:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348435:occurrence-detections,transmitter sensor value,8,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348433:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348431:occurrence-detections,transmitter sensor value,10,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348430:occurrence-detections,transmitter sensor value,19,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348429:occurrence-detections,transmitter sensor value,8,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348428:occurrence-detections,transmitter sensor value,9,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348427:occurrence-detections,transmitter sensor value,6,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348426:occurrence-detections,transmitter sensor value,4,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348425:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348424:occurrence-detections,transmitter sensor value,6,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348423:occurrence-detections,transmitter sensor value,8,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348421:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348419:occurrence-detections,transmitter sensor value,6,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348418:occurrence-detections,transmitter sensor value,6,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348417:occurrence-detections,transmitter sensor value,6,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348416:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348414:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348412:occurrence-detections,transmitter sensor value,8,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348410:occurrence-detections,transmitter sensor value,8,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348408:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348406:occurrence-detections,transmitter sensor value,10,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348403:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348402:occurrence-detections,transmitter sensor value,11,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348401:occurrence-detections,transmitter sensor value,16,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348400:occurrence-detections,transmitter sensor value,23,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348399:occurrence-detections,transmitter sensor value,20,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348398:occurrence-detections,transmitter sensor value,14,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348397:occurrence-detections,transmitter sensor value,14,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348395:occurrence-detections,transmitter sensor value,26,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348394:occurrence-detections,transmitter sensor value,26,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348392:occurrence-detections,transmitter sensor value,56,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348390:occurrence-detections,transmitter sensor value,54,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348389:occurrence-detections,transmitter sensor value,36,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348388:occurrence-detections,transmitter sensor value,22,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348386:occurrence-detections,transmitter sensor value,19,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348383:occurrence-detections,transmitter sensor value,19,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348382:occurrence-detections,transmitter sensor value,9,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348380:occurrence-detections,transmitter sensor value,20,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348377:occurrence-detections,transmitter sensor value,19,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348375:occurrence-detections,transmitter sensor value,21,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348374:occurrence-detections,transmitter sensor value,18,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348373:occurrence-detections,transmitter sensor value,19,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348372:occurrence-detections,transmitter sensor value,19,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348371:occurrence-detections,transmitter sensor value,51,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348370:occurrence-detections,transmitter sensor value,51,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348369:occurrence-detections,transmitter sensor value,55,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348367:occurrence-detections,transmitter sensor value,29,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348366:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348361:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348359:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348357:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348355:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348354:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348353:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348351:occurrence-detections,transmitter sensor value,4,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348349:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348348:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348346:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348344:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348343:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348341:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348340:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348336:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348334:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348333:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348331:occurrence-detections,transmitter sensor value,4,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348328:occurrence-detections,transmitter sensor value,5,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348327:occurrence-detections,transmitter sensor value,8,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348326:occurrence-detections,transmitter sensor value,14,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348318:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348316:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348313:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348312:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348310:occurrence-detections,transmitter sensor value,1,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348309:occurrence-detections,transmitter sensor value,1,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348308:occurrence-detections,transmitter sensor value,1,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348305:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348304:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348300:occurrence-detections,transmitter sensor value,1,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348298:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348297:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348296:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348293:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348292:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348291:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348290:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348288:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348287:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348285:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348283:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348282:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348278:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348276:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348275:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348273:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348270:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348268:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348267:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348266:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348264:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348262:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348260:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348259:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348258:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348254:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348253:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348252:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348248:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348247:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348245:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348244:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348242:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348240:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348239:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348237:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348236:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348234:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348231:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348229:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348225:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348224:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348223:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348222:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348221:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348217:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348216:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348214:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348212:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348202:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348199:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348198:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348196:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348195:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348193:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348191:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348190:occurrence-detections,transmitter sensor value,3,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348187:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348184:occurrence-detections,transmitter sensor value,2,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348180:occurrence-detections,transmitter sensor value,24,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348179:occurrence-detections,transmitter sensor value,23,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348178:occurrence-detections,transmitter sensor value,20,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348176:occurrence-detections,transmitter sensor value,19,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348174:occurrence-detections,transmitter sensor value,41,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348171:occurrence-detections,transmitter sensor value,16,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348169:occurrence-detections,transmitter sensor value,16,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348168:occurrence-detections,transmitter sensor value,14,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348167:occurrence-detections,transmitter sensor value,14,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348166:occurrence-detections,transmitter sensor value,14,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348164:occurrence-detections,transmitter sensor value,13,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348162:occurrence-detections,transmitter sensor value,15,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348161:occurrence-detections,transmitter sensor value,15,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348160:occurrence-detections,transmitter sensor value,13,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51348159:occurrence-detections,transmitter sensor value,12,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351432:occurrence-detections,transmitter sensor value,7,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351430:occurrence-detections,transmitter sensor value,11,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351429:occurrence-detections,transmitter sensor value,11,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351426:occurrence-detections,transmitter sensor value,37,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351425:occurrence-detections,transmitter sensor value,33,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351423:occurrence-detections,transmitter sensor value,12,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351341:occurrence-detections,transmitter sensor value,26,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351338:occurrence-detections,transmitter sensor value,39,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351336:occurrence-detections,transmitter sensor value,42,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351334:occurrence-detections,transmitter sensor value,17,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351326:occurrence-detections,transmitter sensor value,16,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351324:occurrence-detections,transmitter sensor value,20,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351316:occurrence-detections,transmitter sensor value,21,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351312:occurrence-detections,transmitter sensor value,26,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351311:occurrence-detections,transmitter sensor value,20,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351310:occurrence-detections,transmitter sensor value,19,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351308:occurrence-detections,transmitter sensor value,25,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351307:occurrence-detections,transmitter sensor value,29,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351299:occurrence-detections,transmitter sensor value,27,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351042:occurrence-detections,transmitter sensor value,60,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51351041:occurrence-detections,transmitter sensor value,64,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51350910:occurrence-detections,transmitter sensor value,66,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51350909:occurrence-detections,transmitter sensor value,53,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51350908:occurrence-detections,transmitter sensor value,56,ADC
urn:catalog:etn:albert:3020:occurrence-detections,urn:catalog:etn:2013_albertkanaal:728:51350779:occurrence-detections,transmitter sensor value,59,ADC
