eventid,occurrenceid,measurementtype,measurementvalue,measurementunit
urn:catalog:etn:bpns:4647:event-receiver-deployment,"",receiver id,VR2W-129572,""
urn:catalog:etn:bpns:4647:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4647:event-receiver-deployment,"",receiver drop dead date,2019-08-14,""
urn:catalog:etn:bpns:4647:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4648:event-receiver-deployment,"",receiver drop dead date,2020-01-10,""
urn:catalog:etn:bpns:4648:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4648:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4648:event-receiver-deployment,"",receiver id,VR2W-129569,""
urn:catalog:etn:bpns:4649:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4649:event-receiver-deployment,"",receiver id,VR2W-129563,""
urn:catalog:etn:bpns:4649:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35067, longitude: 2.70367",""
urn:catalog:etn:bpns:4649:event-receiver-deployment,"",receiver drop dead date,2019-12-26,""
urn:catalog:etn:bpns:4649:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4652:event-receiver-deployment,"",receiver id,VR2W-131000,""
urn:catalog:etn:bpns:4652:event-receiver-deployment,"",receiver drop dead date,2020-05-14,""
urn:catalog:etn:bpns:4652:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4652:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4653:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.36133, longitude: 2.96700",""
urn:catalog:etn:bpns:4653:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4653:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4653:event-receiver-deployment,"",receiver id,VR2W-123828,""
urn:catalog:etn:bpns:4653:event-receiver-deployment,"",receiver drop dead date,2020-01-11,""
urn:catalog:etn:bpns:4759:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4759:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4759:event-receiver-deployment,"",receiver drop dead date,2019-09-27,""
urn:catalog:etn:bpns:4759:event-receiver-deployment,"",receiver id,VR2W-127715,""
urn:catalog:etn:bpns:4766:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4766:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:bpns:4766:event-receiver-deployment,"",receiver id,VR2C-450113,""
urn:catalog:etn:bpns:4766:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.56667, longitude: 2.98333",""
urn:catalog:etn:bpns:4767:event-receiver-deployment,"",receiver id,VR2W-129711,""
urn:catalog:etn:bpns:4767:event-receiver-deployment,"",receiver drop dead date,2019-09-08,""
urn:catalog:etn:bpns:4767:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4767:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",receiver drop dead date,2020-04-09,""
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",receiver id,VR2AR-546891,""
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:4768:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",receiver id,VR2AR-546892,""
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:4769:event-receiver-deployment,"",receiver drop dead date,2020-04-09,""
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",receiver drop dead date,2020-04-09,""
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",receiver id,VR2AR-546899,""
urn:catalog:etn:bpns:4770:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",receiver id,VR2AR-546900,""
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",receiver drop dead date,2020-04-09,""
urn:catalog:etn:bpns:4771:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",receiver drop dead date,2020-04-09,""
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",receiver id,VR2AR-545718,""
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:4772:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",receiver id,VR2AR-546621,""
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:4773:event-receiver-deployment,"",receiver drop dead date,2020-04-09,""
urn:catalog:etn:bpns:4775:event-receiver-deployment,"",receiver id,VR2W-129711,""
urn:catalog:etn:bpns:4775:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4775:event-receiver-deployment,"",receiver drop dead date,2019-09-08,""
urn:catalog:etn:bpns:4775:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4814:event-receiver-deployment,"",receiver drop dead date,2019-09-27,""
urn:catalog:etn:bpns:4814:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4814:event-receiver-deployment,"",receiver id,VR2W-127715,""
urn:catalog:etn:bpns:4814:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4815:event-receiver-deployment,"",receiver id,VR2W-133321,""
urn:catalog:etn:bpns:4815:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4815:event-receiver-deployment,"",receiver drop dead date,2019-09-27,""
urn:catalog:etn:bpns:4815:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4864:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.22470, longitude: 2.94080",""
urn:catalog:etn:bpns:4864:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4864:event-receiver-deployment,"",receiver drop dead date,2019-01-28,""
urn:catalog:etn:bpns:4864:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4864:event-receiver-deployment,"",receiver id,VR2W-127729,""
urn:catalog:etn:bpns:4881:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4881:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4881:event-receiver-deployment,"",receiver id,VR2W-129571,""
urn:catalog:etn:bpns:4881:event-receiver-deployment,"",receiver drop dead date,2019-04-30,""
urn:catalog:etn:bpns:4882:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:4882:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:4882:event-receiver-deployment,"",receiver drop dead date,2019-09-27,""
urn:catalog:etn:bpns:4882:event-receiver-deployment,"",receiver id,VR2W-127715,""
urn:catalog:etn:bpns:5094:event-receiver-deployment,"",receiver id,VR2W-134899,""
urn:catalog:etn:bpns:5094:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:5094:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:5997:event-receiver-deployment,"",receiver drop dead date,2020-05-13,""
urn:catalog:etn:bpns:5997:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:5997:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.46117, longitude: 3.10700",""
urn:catalog:etn:bpns:5997:event-receiver-deployment,"",receiver id,VR2W-130999,""
urn:catalog:etn:bpns:5997:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:5998:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:5998:event-receiver-deployment,"",receiver drop dead date,2020-05-14,""
urn:catalog:etn:bpns:5998:event-receiver-deployment,"",receiver id,VR2W-131000,""
urn:catalog:etn:bpns:5998:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:5999:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.28717, longitude: 2.87917",""
urn:catalog:etn:bpns:5999:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:5999:event-receiver-deployment,"",receiver id,VR2W-130998,""
urn:catalog:etn:bpns:5999:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:5999:event-receiver-deployment,"",receiver drop dead date,2019-02-25,""
urn:catalog:etn:bpns:6001:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6001:event-receiver-deployment,"",receiver id,VR2W-127715,""
urn:catalog:etn:bpns:6001:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6001:event-receiver-deployment,"",receiver drop dead date,2020-11-27,""
urn:catalog:etn:bpns:6002:event-receiver-deployment,"",receiver drop dead date,2019-12-27,""
urn:catalog:etn:bpns:6002:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.37617, longitude: 3.17867",""
urn:catalog:etn:bpns:6002:event-receiver-deployment,"",receiver id,VR2W-114258,""
urn:catalog:etn:bpns:6002:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6002:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6003:event-receiver-deployment,"",receiver id,VR2W-133321,""
urn:catalog:etn:bpns:6003:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6003:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6003:event-receiver-deployment,"",receiver drop dead date,2020-11-27,""
urn:catalog:etn:bpns:6004:event-receiver-deployment,"",receiver id,VR2W-123823,""
urn:catalog:etn:bpns:6004:event-receiver-deployment,"",receiver drop dead date,2019-12-27,""
urn:catalog:etn:bpns:6004:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6004:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6005:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6005:event-receiver-deployment,"",receiver id,VR2W-131980,""
urn:catalog:etn:bpns:6005:event-receiver-deployment,"",receiver drop dead date,2020-05-13,""
urn:catalog:etn:bpns:6005:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6006:event-receiver-deployment,"",receiver drop dead date,2020-01-10,""
urn:catalog:etn:bpns:6006:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6006:event-receiver-deployment,"",receiver id,VR2W-129569,""
urn:catalog:etn:bpns:6006:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6007:event-receiver-deployment,"",receiver drop dead date,2019-12-26,""
urn:catalog:etn:bpns:6007:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35067, longitude: 2.70367",""
urn:catalog:etn:bpns:6007:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6007:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6007:event-receiver-deployment,"",receiver id,VR2W-129563,""
urn:catalog:etn:bpns:6008:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6008:event-receiver-deployment,"",receiver drop dead date,2020-11-28,""
urn:catalog:etn:bpns:6008:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6008:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35633, longitude: 2.51867",""
urn:catalog:etn:bpns:6008:event-receiver-deployment,"",receiver id,VR2W-134893,""
urn:catalog:etn:bpns:6009:event-receiver-deployment,"",receiver drop dead date,2020-05-11,""
urn:catalog:etn:bpns:6009:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.43250, longitude: 2.80200",""
urn:catalog:etn:bpns:6009:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6009:event-receiver-deployment,"",receiver id,VR2W-110779,""
urn:catalog:etn:bpns:6009:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6011:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6011:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.41717, longitude: 3.04750",""
urn:catalog:etn:bpns:6011:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6011:event-receiver-deployment,"",receiver id,VR2Tx-480723,""
urn:catalog:etn:bpns:6012:event-receiver-deployment,"",receiver id,VR2Tx-480723,""
urn:catalog:etn:bpns:6012:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6012:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6012:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.41717, longitude: 3.04750",""
urn:catalog:etn:bpns:6013:event-receiver-deployment,"",receiver id,VR2W-110778,""
urn:catalog:etn:bpns:6013:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6013:event-receiver-deployment,"",receiver drop dead date,2019-09-27,""
urn:catalog:etn:bpns:6013:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6014:event-receiver-deployment,"",receiver id,VR2W-133323,""
urn:catalog:etn:bpns:6014:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6014:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6014:event-receiver-deployment,"",receiver drop dead date,2019-09-27,""
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",receiver id,VR2AR-547659,""
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",receiver drop dead date,2020-05-24,""
urn:catalog:etn:bpns:6022:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",receiver drop dead date,2020-05-24,""
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",receiver id,VR2AR-547652,""
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:6023:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",receiver drop dead date,2020-05-24,""
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",receiver id,VR2AR-547657,""
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:6024:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",receiver id,VR2AR-547653,""
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",receiver drop dead date,2020-05-24,""
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6025:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",receiver drop dead date,2020-05-24,""
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:6027:event-receiver-deployment,"",receiver id,VR2AR-547668,""
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",time interval between the sample values of tilt,3600,s
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",receiver drop dead date,2020-05-24,""
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",receiver bottom depth,12,m
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",receiver id,VR2AR-547654,""
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",time interval between the sample values of temperature,3600,s
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",time interval between the sample values of noise,3600,s
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.35506, longitude: 3.16996",""
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",time interval between the sample values of depth,3600,s
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",time interval between the recording of noise statistic,3600,s
urn:catalog:etn:bpns:6028:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6058:event-receiver-deployment,"",receiver id,VR2W-127729,""
urn:catalog:etn:bpns:6058:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6058:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.22470, longitude: 2.94080",""
urn:catalog:etn:bpns:6058:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:bpns:6058:event-receiver-deployment,"",receiver drop dead date,2019-01-28,""
urn:catalog:etn:bpns:6059:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:bpns:6059:event-receiver-deployment,"",receiver id,VR2W-123823,""
urn:catalog:etn:bpns:6059:event-receiver-deployment,"",receiver drop dead date,2019-12-27,""
urn:catalog:etn:bpns:6059:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:demer:1378:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.05547, longitude: 4.44287",""
urn:catalog:etn:demer:1378:event-receiver-deployment,"",receiver id,VR2W-122320,""
urn:catalog:etn:demer:1378:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:demer:1378:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:demer:1381:event-receiver-deployment,"",receiver id,VR2W-122339,""
urn:catalog:etn:demer:1381:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:demer:1381:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.00287, longitude: 4.93335",""
urn:catalog:etn:demer:1381:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:demer:1424:event-receiver-deployment,"",receiver id,VR2W-122350,""
urn:catalog:etn:demer:1424:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:demer:1424:event-receiver-deployment,"",receiver drop dead date,2015-07-05,""
urn:catalog:etn:demer:1424:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:demer:1425:event-receiver-deployment,"",receiver drop dead date,2015-07-05,""
urn:catalog:etn:demer:1425:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:demer:1425:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:demer:1425:event-receiver-deployment,"",receiver id,VR2W-122337,""
urn:catalog:etn:demer:1427:event-receiver-deployment,"",receiver drop dead date,2015-07-05,""
urn:catalog:etn:demer:1427:event-receiver-deployment,"",receiver id,VR2W-122330,""
urn:catalog:etn:demer:1427:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:demer:1427:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:demer:1428:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:demer:1428:event-receiver-deployment,"",receiver drop dead date,2015-07-10,""
urn:catalog:etn:demer:1428:event-receiver-deployment,"",receiver id,VR2W-124078,""
urn:catalog:etn:demer:1428:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:demer:1429:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:demer:1429:event-receiver-deployment,"",receiver drop dead date,2015-07-10,""
urn:catalog:etn:demer:1429:event-receiver-deployment,"",receiver id,VR2W-124061,""
urn:catalog:etn:demer:1429:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:demer:1430:event-receiver-deployment,"",receiver id,VR2W-122367,""
urn:catalog:etn:demer:1430:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:demer:1430:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:demer:1431:event-receiver-deployment,"",receiver id,VR2W-124076,""
urn:catalog:etn:demer:1431:event-receiver-deployment,"",receiver type,acoustic telemetry,""
