eventid,occurrenceid,measurementtype,measurementvalue,measurementunit
urn:catalog:etn:albert:1473:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1474:event-receiver-deployment,"",receiver id,VR2W-122333,""
urn:catalog:etn:albert:1474:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1474:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1475:event-receiver-deployment,"",receiver id,VR2W-122359,""
urn:catalog:etn:albert:1475:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1475:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1476:event-receiver-deployment,"",receiver drop dead date,2015-11-01,""
urn:catalog:etn:albert:1476:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1476:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1476:event-receiver-deployment,"",receiver id,VR2W-122354,""
urn:catalog:etn:albert:1477:event-receiver-deployment,"",receiver id,VR2W-110869,""
urn:catalog:etn:albert:1477:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1477:event-receiver-deployment,"",receiver drop dead date,2015-11-01,""
urn:catalog:etn:albert:1477:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1486:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1486:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1486:event-receiver-deployment,"",receiver drop dead date,2015-12-22,""
urn:catalog:etn:albert:1486:event-receiver-deployment,"",receiver id,VR2W-126195,""
urn:catalog:etn:albert:1487:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1487:event-receiver-deployment,"",receiver drop dead date,2015-12-22,""
urn:catalog:etn:albert:1487:event-receiver-deployment,"",receiver id,VR2W-126194,""
urn:catalog:etn:albert:1487:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1488:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1488:event-receiver-deployment,"",receiver id,VR2W-126196,""
urn:catalog:etn:albert:1488:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1488:event-receiver-deployment,"",receiver drop dead date,2015-12-22,""
urn:catalog:etn:albert:1489:event-receiver-deployment,"",receiver drop dead date,2015-12-22,""
urn:catalog:etn:albert:1489:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1489:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1489:event-receiver-deployment,"",receiver id,VR2W-126197,""
urn:catalog:etn:albert:1490:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1490:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1490:event-receiver-deployment,"",receiver drop dead date,2015-12-22,""
urn:catalog:etn:albert:1490:event-receiver-deployment,"",receiver id,VR2W-126198,""
urn:catalog:etn:albert:1491:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1491:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1491:event-receiver-deployment,"",receiver id,VR2W-126199,""
urn:catalog:etn:albert:1491:event-receiver-deployment,"",receiver drop dead date,2015-12-22,""
urn:catalog:etn:albert:1492:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1492:event-receiver-deployment,"",receiver id,VR2W-126200,""
urn:catalog:etn:albert:1492:event-receiver-deployment,"",receiver drop dead date,2015-12-22,""
urn:catalog:etn:albert:1492:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1508:event-receiver-deployment,"",receiver drop dead date,2017-08-04,""
urn:catalog:etn:albert:1508:event-receiver-deployment,"",receiver id,VR2W-127027,""
urn:catalog:etn:albert:1508:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.09723, longitude: 5.11033",""
urn:catalog:etn:albert:1508:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1508:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1509:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.09697, longitude: 5.11024",""
urn:catalog:etn:albert:1509:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1509:event-receiver-deployment,"",receiver id,VR2W-127023,""
urn:catalog:etn:albert:1509:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1509:event-receiver-deployment,"",receiver drop dead date,2016-07-13,""
urn:catalog:etn:albert:1510:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1510:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1510:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.09667, longitude: 5.11148",""
urn:catalog:etn:albert:1510:event-receiver-deployment,"",receiver id,VR2W-127032,""
urn:catalog:etn:albert:1510:event-receiver-deployment,"",receiver drop dead date,2017-08-04,""
urn:catalog:etn:albert:1511:event-receiver-deployment,"",receiver drop dead date,2017-08-04,""
urn:catalog:etn:albert:1511:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1511:event-receiver-deployment,"",receiver id,VR2W-127024,""
urn:catalog:etn:albert:1511:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1511:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.09710, longitude: 5.11164",""
urn:catalog:etn:albert:1512:event-receiver-deployment,"",receiver id,VR2W-127033,""
urn:catalog:etn:albert:1512:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1512:event-receiver-deployment,"",receiver drop dead date,2017-08-04,""
urn:catalog:etn:albert:1512:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1512:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.09763, longitude: 5.10896",""
urn:catalog:etn:albert:1513:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.09791, longitude: 5.10919",""
urn:catalog:etn:albert:1513:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1513:event-receiver-deployment,"",receiver drop dead date,2017-08-04,""
urn:catalog:etn:albert:1513:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1513:event-receiver-deployment,"",receiver id,VR2W-127031,""
urn:catalog:etn:albert:1514:event-receiver-deployment,"",receiver id,VR2W-127022,""
urn:catalog:etn:albert:1514:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1514:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.09816, longitude: 5.10942",""
urn:catalog:etn:albert:1514:event-receiver-deployment,"",receiver drop dead date,2017-08-04,""
urn:catalog:etn:albert:1514:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1516:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1516:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.09743, longitude: 5.10971",""
urn:catalog:etn:albert:1516:event-receiver-deployment,"",receiver drop dead date,2017-08-04,""
urn:catalog:etn:albert:1516:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1516:event-receiver-deployment,"",receiver id,VR2W-127028,""
urn:catalog:etn:albert:1517:event-receiver-deployment,"",receiver drop dead date,2017-08-04,""
urn:catalog:etn:albert:1517:event-receiver-deployment,"",receiver id,VR2W-127029,""
urn:catalog:etn:albert:1517:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1517:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.09810, longitude: 5.11024",""
urn:catalog:etn:albert:1517:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1539:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1539:event-receiver-deployment,"",receiver drop dead date,2016-09-23,""
urn:catalog:etn:albert:1539:event-receiver-deployment,"",receiver id,VR2W-122358,""
urn:catalog:etn:albert:1539:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1540:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1540:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1540:event-receiver-deployment,"",receiver drop dead date,2016-09-23,""
urn:catalog:etn:albert:1540:event-receiver-deployment,"",receiver id,VR2W-122351,""
urn:catalog:etn:albert:1541:event-receiver-deployment,"",receiver drop dead date,2016-09-23,""
urn:catalog:etn:albert:1541:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1541:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1541:event-receiver-deployment,"",receiver id,VR2W-113523,""
urn:catalog:etn:albert:1542:event-receiver-deployment,"",receiver drop dead date,2016-09-24,""
urn:catalog:etn:albert:1542:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1542:event-receiver-deployment,"",receiver id,VR2W-122360,""
urn:catalog:etn:albert:1542:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1543:event-receiver-deployment,"",receiver id,VR2W-122349,""
urn:catalog:etn:albert:1543:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1543:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1544:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1544:event-receiver-deployment,"",receiver id,VR2W-115436,""
urn:catalog:etn:albert:1544:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1559:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1559:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1559:event-receiver-deployment,"",receiver id,VR2W-124067,""
urn:catalog:etn:albert:1559:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1560:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1560:event-receiver-deployment,"",receiver id,VR2W-122366,""
urn:catalog:etn:albert:1560:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1560:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1561:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1561:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1561:event-receiver-deployment,"",receiver id,VR2W-124068,""
urn:catalog:etn:albert:1561:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1562:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1562:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1562:event-receiver-deployment,"",receiver id,VR2W-124069,""
urn:catalog:etn:albert:1562:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1563:event-receiver-deployment,"",receiver id,VR2W-124077,""
urn:catalog:etn:albert:1563:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1563:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1563:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1564:event-receiver-deployment,"",receiver id,VR2W-122347,""
urn:catalog:etn:albert:1564:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1564:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1564:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1565:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1565:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1565:event-receiver-deployment,"",receiver id,VR2W-122327,""
urn:catalog:etn:albert:1565:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1566:event-receiver-deployment,"",receiver intended coordinates,"latitude: 50.88927, longitude: 5.66216",""
urn:catalog:etn:albert:1566:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1566:event-receiver-deployment,"",receiver id,VR2W-122357,""
urn:catalog:etn:albert:1566:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1566:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1567:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1567:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1567:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1567:event-receiver-deployment,"",receiver id,VR2W-122352,""
urn:catalog:etn:albert:1568:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1568:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1568:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1568:event-receiver-deployment,"",receiver id,VR2W-112288,""
urn:catalog:etn:albert:1569:event-receiver-deployment,"",receiver id,VR2W-122340,""
urn:catalog:etn:albert:1569:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1569:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1569:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1570:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1570:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1570:event-receiver-deployment,"",receiver id,VR2W-124060,""
urn:catalog:etn:albert:1570:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1571:event-receiver-deployment,"",receiver id,VR2W-122353,""
urn:catalog:etn:albert:1571:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1571:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1572:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1572:event-receiver-deployment,"",receiver id,VR2W-122334,""
urn:catalog:etn:albert:1572:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1574:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1574:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1574:event-receiver-deployment,"",receiver id,VR2W-122328,""
urn:catalog:etn:albert:1574:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1575:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1575:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1575:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1575:event-receiver-deployment,"",receiver id,VR2W-113525,""
urn:catalog:etn:albert:1581:event-receiver-deployment,"",receiver drop dead date,2016-10-15,""
urn:catalog:etn:albert:1581:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1581:event-receiver-deployment,"",receiver id,VR2W-124072,""
urn:catalog:etn:albert:1581:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1582:event-receiver-deployment,"",receiver drop dead date,2016-10-15,""
urn:catalog:etn:albert:1582:event-receiver-deployment,"",receiver id,VR2W-124074,""
urn:catalog:etn:albert:1582:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1582:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1583:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1583:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1583:event-receiver-deployment,"",receiver drop dead date,2016-10-15,""
urn:catalog:etn:albert:1583:event-receiver-deployment,"",receiver id,VR2W-124075,""
urn:catalog:etn:albert:1586:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1586:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1586:event-receiver-deployment,"",receiver id,VR2W-127030,""
urn:catalog:etn:albert:1595:event-receiver-deployment,"",receiver id,VR2W-122333,""
urn:catalog:etn:albert:1595:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1595:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1595:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1596:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1596:event-receiver-deployment,"",receiver id,VR2W-122359,""
urn:catalog:etn:albert:1596:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1596:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1597:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1597:event-receiver-deployment,"",receiver id,VR2W-127722,""
urn:catalog:etn:albert:1597:event-receiver-deployment,"",receiver intended coordinates,"latitude: 50.96560, longitude: 5.28724",""
urn:catalog:etn:albert:1597:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1597:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1598:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1598:event-receiver-deployment,"",receiver id,VR2W-127726,""
urn:catalog:etn:albert:1598:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1598:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1599:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1599:event-receiver-deployment,"",receiver drop dead date,2016-11-10,""
urn:catalog:etn:albert:1599:event-receiver-deployment,"",receiver id,VR2W-127721,""
urn:catalog:etn:albert:1599:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1600:event-receiver-deployment,"",receiver id,VR2W-127724,""
urn:catalog:etn:albert:1600:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1600:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1600:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1604:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1604:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1604:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1604:event-receiver-deployment,"",receiver id,VR2W-127720,""
urn:catalog:etn:albert:1637:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1637:event-receiver-deployment,"",receiver id,VR2W-122355,""
urn:catalog:etn:albert:1637:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1638:event-receiver-deployment,"",receiver id,VR2W-122356,""
urn:catalog:etn:albert:1638:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1638:event-receiver-deployment,"",receiver status,lost,""
urn:catalog:etn:albert:1683:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1683:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.05531, longitude: 5.20897",""
urn:catalog:etn:albert:1683:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1683:event-receiver-deployment,"",receiver id,VR2W-112285,""
urn:catalog:etn:albert:1683:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1698:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1698:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1698:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.07638, longitude: 5.17078",""
urn:catalog:etn:albert:1698:event-receiver-deployment,"",receiver id,VR2W-113522,""
urn:catalog:etn:albert:1698:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1699:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1699:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.07638, longitude: 5.17078",""
urn:catalog:etn:albert:1699:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1699:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1699:event-receiver-deployment,"",receiver id,VR2W-113522,""
urn:catalog:etn:albert:1700:event-receiver-deployment,"",receiver drop dead date,2016-09-23,""
urn:catalog:etn:albert:1700:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1700:event-receiver-deployment,"",receiver id,VR2W-113523,""
urn:catalog:etn:albert:1700:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1712:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1712:event-receiver-deployment,"",receiver id,VR2W-115439,""
urn:catalog:etn:albert:1712:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1713:event-receiver-deployment,"",receiver id,VR2W-115439,""
urn:catalog:etn:albert:1713:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1713:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1713:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1713:event-receiver-deployment,"",receiver intended coordinates,"latitude: 50.94185, longitude: 5.33455",""
urn:catalog:etn:albert:1716:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1716:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.04180, longitude: 5.21874",""
urn:catalog:etn:albert:1716:event-receiver-deployment,"",receiver id,VR2W-115443,""
urn:catalog:etn:albert:1716:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1716:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1717:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1717:event-receiver-deployment,"",receiver id,VR2W-115443,""
urn:catalog:etn:albert:1717:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1717:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1717:event-receiver-deployment,"",receiver intended coordinates,"latitude: 51.04180, longitude: 5.21874",""
urn:catalog:etn:albert:1744:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1744:event-receiver-deployment,"",receiver drop dead date,2015-07-01,""
urn:catalog:etn:albert:1744:event-receiver-deployment,"",receiver id,VR2W-122326,""
urn:catalog:etn:albert:1744:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1746:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1746:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1746:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1746:event-receiver-deployment,"",receiver id,VR2W-122330,""
urn:catalog:etn:albert:1747:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1747:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1747:event-receiver-deployment,"",receiver id,VR2W-122330,""
urn:catalog:etn:albert:1747:event-receiver-deployment,"",receiver drop dead date,2016-09-29,""
urn:catalog:etn:albert:1748:event-receiver-deployment,"",receiver id,VR2W-122333,""
urn:catalog:etn:albert:1748:event-receiver-deployment,"",receiver drop dead date,2016-11-25,""
urn:catalog:etn:albert:1748:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1748:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1765:event-receiver-deployment,"",receiver id,VR2W-122351,""
urn:catalog:etn:albert:1765:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1765:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1765:event-receiver-deployment,"",receiver drop dead date,2016-09-23,""
urn:catalog:etn:albert:1766:event-receiver-deployment,"",receiver id,VR2W-122358,""
urn:catalog:etn:albert:1766:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1766:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1766:event-receiver-deployment,"",receiver drop dead date,2016-09-23,""
urn:catalog:etn:albert:1767:event-receiver-deployment,"",receiver status,available,""
urn:catalog:etn:albert:1767:event-receiver-deployment,"",receiver drop dead date,2016-09-24,""
urn:catalog:etn:albert:1767:event-receiver-deployment,"",receiver id,VR2W-122360,""
urn:catalog:etn:albert:1767:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1815:event-receiver-deployment,"",receiver status,active,""
urn:catalog:etn:albert:1815:event-receiver-deployment,"",receiver type,acoustic telemetry,""
urn:catalog:etn:albert:1815:event-receiver-deployment,"",receiver id,VR2W-126194,""
