type,modified,language,license,rightsholder,institutioncode,datasetid,datasetname,basisofrecord,eventid,samplingprotocol,eventdate,locality,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters
Event,2019-03-14T10:32:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:341:event-capture,,2014-10-09T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:341:event-release,release,2014-10-09T00:00:00Z,gear upstream Hasselt,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:32:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:341:event-surgery,surgery,2014-10-09T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:342:event-capture,,2014-10-10T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:342:event-release,release,2014-10-10T00:00:00Z,gear upstream Hasselt,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:32:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:342:event-surgery,surgery,2014-10-10T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:38Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:343:event-capture,,2014-10-10T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:38Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:343:event-release,release,2014-10-10T00:00:00Z,gear upstream Hasselt,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:32:38Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:343:event-surgery,surgery,2014-10-10T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:344:event-capture,,2014-10-10T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:344:event-release,release,2014-10-10T00:00:00Z,gear upstream Hasselt,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:32:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:344:event-surgery,surgery,2014-10-10T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:345:event-capture,,2014-10-10T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:345:event-release,release,2014-10-10T00:00:00Z,gear upstream Hasselt,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:32:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:345:event-surgery,surgery,2014-10-10T00:00:00Z,Upstream draining channel Hasselt,50.94061,5.37438,WGS84,30
Event,2019-03-14T10:32:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:346:event-capture,,2014-10-10T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T10:32:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:346:event-release,release,2014-10-10T00:00:00Z,gear upstream Genk,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:32:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:346:event-surgery,surgery,2014-10-10T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T10:32:14Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:347:event-capture,,2014-10-10T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T10:32:14Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:347:event-release,release,2014-10-10T00:00:00Z,gear upstream Genk,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:32:14Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:347:event-surgery,surgery,2014-10-10T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T10:32:07Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:348:event-capture,,2014-10-10T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T10:32:07Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:348:event-release,release,2014-10-10T00:00:00Z,gear upstream Genk,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:32:07Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:348:event-surgery,surgery,2014-10-10T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T10:32:02Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:349:event-capture,,2014-10-14T00:00:00Z,Shipping lock Diepenbeek,50.93803,5.43731,WGS84,30
Event,2019-03-14T10:32:02Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:349:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Diepenbeek,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:32:02Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:349:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Diepenbeek,50.93803,5.43731,WGS84,30
Event,2016-12-08T08:25:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:350:event-capture,,2014-10-14T00:00:00Z,Shipping lock Diepenbeek,50.93803,5.43731,WGS84,30
Event,2016-12-08T08:25:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:350:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Diepenbeek,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:25:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:350:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Diepenbeek,50.93803,5.43731,WGS84,30
Event,2016-12-08T08:26:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:351:event-capture,,2014-10-14T00:00:00Z,Shipping lock Hasselt,50.93803,5.43731,WGS84,30
Event,2016-12-08T08:26:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:351:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Hasselt,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:26:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:351:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Hasselt,50.93803,5.43731,WGS84,30
Event,2016-12-08T08:27:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:352:event-capture,,2014-10-14T00:00:00Z,Shipping lock Hasselt,50.93803,5.43731,WGS84,30
Event,2016-12-08T08:27:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:352:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Hasselt,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:27:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:352:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Hasselt,50.93803,5.43731,WGS84,30
Event,2016-12-08T08:27:57Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:353:event-capture,,2014-10-14T00:00:00Z,Shipping lock Hasselt,50.93803,5.43731,WGS84,30
Event,2016-12-08T08:27:57Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:353:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Hasselt,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:27:57Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:353:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Hasselt,50.93803,5.43731,WGS84,30
Event,2016-12-08T08:28:27Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:354:event-capture,,2014-10-14T00:00:00Z,Shipping lock Genk,,,WGS84,30
Event,2016-12-08T08:28:27Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:354:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Genk,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:28:27Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:354:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-12-08T08:29:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:355:event-capture,,2014-10-14T00:00:00Z,Shipping lock Genk,,,WGS84,30
Event,2016-12-08T08:29:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:355:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Genk,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:29:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:355:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-12-08T08:29:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:356:event-capture,,2014-10-14T00:00:00Z,Shipping lock Genk,,,WGS84,30
Event,2016-12-08T08:29:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:356:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Genk,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:29:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:356:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-12-08T08:30:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:357:event-capture,,2014-10-14T00:00:00Z,Shipping lock Genk,,,WGS84,30
Event,2016-12-08T08:30:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:357:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Genk,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:30:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:357:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-12-08T08:30:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:358:event-capture,,2014-10-14T00:00:00Z,Shipping lock Genk,,,WGS84,30
Event,2016-12-08T08:30:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:358:event-release,release,2014-10-14T00:00:00Z,Upstream shipping lock Genk,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:30:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:358:event-surgery,surgery,2014-10-14T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-12-08T08:31:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:359:event-capture,,2014-10-15T00:00:00Z,Shipping lock Genk,,,WGS84,30
Event,2016-12-08T08:31:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:359:event-release,release,2014-10-15T00:00:00Z,Upstream shipping lock Genk,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:31:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:359:event-surgery,surgery,2014-10-15T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-12-08T08:32:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:360:event-capture,,2014-10-15T00:00:00Z,Shipping lock Genk,,,WGS84,30
Event,2016-12-08T08:32:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:360:event-release,release,2014-10-15T00:00:00Z,Upstream shipping lock Genk,50.61468,5.60478,WGS84,30
Event,2016-12-08T08:32:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:360:event-surgery,surgery,2014-10-15T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-12T13:19:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:361:event-capture,double fyke nets,2014-08-26T00:00:00Z,Lorcé Amblève,50.42599,5.73284,WGS84,30
Event,2019-03-12T13:19:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:361:event-release,release,2014-08-27T00:00:00Z,downstream Grosse Batte Ourthe,50.61468,5.60478,WGS84,30
Event,2019-03-12T13:19:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:361:event-surgery,surgery,2014-08-26T00:00:00Z,Lorcé Amblève,50.42599,5.73284,WGS84,30
Event,2019-03-14T10:31:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:362:event-capture,,2014-08-27T00:00:00Z,Lorcé Amblève,50.42599,5.73284,WGS84,30
Event,2019-03-14T10:31:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:362:event-release,release,2014-08-27T00:00:00Z,downstream Grosse Batte Ourthe,50.61468,5.60478,WGS84,30
Event,2019-03-14T10:31:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:362:event-surgery,surgery,2014-08-27T00:00:00Z,Lorcé Amblève,50.42599,5.73284,WGS84,30
Event,2019-03-28T08:42:05Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:363:event-capture,,2015-08-20T00:00:00Z,Lorcé Amblève,50.42599,5.73284,WGS84,30
Event,2019-03-28T08:42:05Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:363:event-release,release,2015-08-20T00:00:00Z,downstream Grosse Batte Ourthe,50.61468,5.60478,WGS84,30
Event,2019-03-28T08:42:05Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:363:event-surgery,surgery,2015-08-20T00:00:00Z,Lorcé Amblève,50.42599,5.73284,WGS84,30
Event,2019-03-28T08:43:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:364:event-capture,,2015-08-20T00:00:00Z,Lorcé Amblève,50.42599,5.73284,WGS84,30
Event,2019-03-28T08:43:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:364:event-release,release,2015-08-20T00:00:00Z,downstream Grosse Batte Ourthe,50.61468,5.60478,WGS84,30
Event,2019-03-28T08:43:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:364:event-surgery,surgery,2015-08-20T00:00:00Z,Lorcé Amblève,50.42599,5.73284,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:373:event-capture,,2013-10-18T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:373:event-release,release,2013-10-18T00:00:00Z,upstream complex Genk marina,50.61468,5.60478,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:373:event-surgery,surgery,2013-10-18T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:374:event-capture,,2013-10-18T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:374:event-release,release,2013-10-18T00:00:00Z,upstream complex Genk marina,50.61468,5.60478,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:374:event-surgery,surgery,2013-10-18T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:375:event-capture,,2013-10-18T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:375:event-release,release,2013-10-18T00:00:00Z,upstream complex Genk marina,50.61468,5.60478,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:375:event-surgery,surgery,2013-10-18T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:376:event-capture,,2013-10-18T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
